Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jean Batista#,21,24,95,93,17,26,3,6,3,15,1,0,1,16,.280,.295,.538,.832,50,2,1,0,0,0,0
Brett Booth,22,16,65,52,6,16,3,1,1,11,1,0,8,11,.308,.431,.462,.892,24,1,4,0,1,0,0
Brett Clements#,22,20,53,45,5,10,1,0,0,2,1,0,5,16,.222,.340,.244,.584,11,0,3,0,0,0,0
Pedro Coa,20,26,70,60,4,8,2,0,0,5,0,0,5,12,.133,.232,.167,.399,10,2,3,1,1,0,0
Trevor Crowe#,29,2,4,4,0,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500,1,0,0,0,0,0,1
Luis De La Rosa#,21,28,94,82,8,11,2,1,1,8,3,2,3,28,.134,.237,.220,.456,18,3,8,1,0,0,0
Jean Estrella*,17,8,31,28,1,3,0,0,0,0,1,1,3,9,.107,.194,.107,.301,3,1,0,0,0,0,0
Jose Fernandez,20,16,71,66,10,17,4,2,1,7,3,2,5,17,.258,.310,.424,.734,28,2,0,0,0,0,0
Alex Gonzalez,21,41,161,146,22,34,6,0,1,8,8,6,10,22,.233,.296,.295,.590,43,8,3,2,0,0,0
Mesac Laguna,21,27,90,84,7,18,7,1,1,14,1,0,4,25,.214,.256,.357,.613,30,2,1,0,1,0,0
Ydarqui Marte,20,49,169,146,17,36,9,0,2,15,3,1,14,30,.247,.317,.349,.666,51,5,2,5,2,0,0
Jason Martin*,17,50,214,179,35,45,8,4,0,17,11,7,29,31,.251,.357,.341,.698,61,1,1,4,1,0,1
Yonathan Mejia#,20,59,240,222,27,72,19,0,2,32,6,2,12,28,.324,.356,.437,.793,97,0,1,1,4,0,0
Jacob Nottingham,18,44,173,146,23,36,10,2,1,20,4,2,21,38,.247,.347,.363,.710,53,2,3,0,3,0,1
Javaris Reynolds*,20,49,178,152,22,30,0,2,1,15,9,5,14,53,.197,.287,.243,.530,37,0,5,7,0,0,0
Luis Reynoso,18,43,171,146,20,34,3,3,1,18,6,6,18,35,.233,.324,.315,.639,46,1,3,1,3,0,0
Hector Roa,18,6,24,21,2,3,0,1,0,2,0,0,3,8,.143,.250,.238,.488,5,0,0,0,0,0,0
Yoel Silfa,19,24,70,66,6,14,0,0,1,5,2,1,2,12,.212,.243,.258,.500,17,2,1,0,1,0,0
Jose Solano,21,41,152,140,27,42,9,1,6,28,9,3,11,30,.300,.349,.507,.856,71,0,0,0,1,0,0
Tyler White,22,18,78,63,11,23,9,0,1,15,0,2,7,7,.365,.474,.556,1.030,35,0,7,0,1,0,1
Brandon Wikoff*,25,3,10,7,2,1,0,0,0,0,0,0,2,1,.143,.400,.143,.543,1,0,1,0,0,0,0
