Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jhohan Acevedo,20,28,114,100,16,25,5,0,1,6,3,4,12,15,.250,.333,.330,.663,33,4,1,0,1,0,0
Jacoby Almaraz*,21,29,83,81,4,11,3,0,0,8,0,0,1,37,.136,.157,.173,.329,14,1,1,0,0,0,0
Eliezer Alvarez*,18,20,73,67,12,14,2,3,1,7,6,2,4,14,.209,.264,.373,.637,25,0,1,1,0,0,0
DeAndre Asbury-Heath,17,43,135,117,4,21,5,1,0,7,3,2,9,36,.179,.273,.239,.512,28,2,6,3,0,1,0
Ricardo Bautista*,17,34,124,102,14,26,7,0,0,13,0,2,15,28,.255,.350,.324,.673,33,3,2,1,4,0,0
Malik Collymore,18,19,60,57,2,13,3,0,1,3,0,1,3,23,.228,.267,.333,.600,19,1,0,0,0,0,0
Luis Cruz,20,17,64,56,10,18,3,0,3,5,0,2,5,10,.321,.391,.536,.926,30,0,2,0,1,0,0
Dutch Deol,20,5,18,16,0,3,0,0,0,0,0,1,2,8,.188,.278,.188,.465,3,0,0,0,0,0,0
Anthony Garcia,21,1,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,2,0,0,0,0,0
Jose Godoy*,18,36,133,114,15,30,5,0,0,13,0,0,14,18,.263,.368,.307,.675,35,5,5,0,0,0,1
Jose Gomez,21,20,56,50,4,16,1,1,0,4,0,0,3,11,.320,.357,.380,.737,19,1,1,0,2,0,0
C.J. McElroy,20,3,11,10,0,3,1,0,0,0,1,1,0,2,.300,.364,.400,.764,4,0,1,0,0,0,0
Rafael Medina,21,51,201,177,29,50,10,1,2,24,2,2,19,20,.282,.348,.384,.732,68,7,1,0,4,2,0
Oscar Mercado,18,42,186,163,18,34,5,4,1,14,12,4,17,39,.209,.290,.307,.597,50,0,3,0,3,0,1
Leobaldo Pina,19,48,190,176,29,48,3,5,0,13,8,2,12,30,.273,.326,.347,.673,61,3,2,0,0,0,0
Anthony Ray*,18,43,140,129,16,30,3,2,0,5,6,3,7,30,.233,.281,.287,.567,37,0,2,1,1,0,0
Chris Rivera,18,39,145,133,18,26,6,0,5,19,1,1,9,33,.195,.255,.353,.609,47,1,2,0,1,0,0
Elier Rodriguez#,18,37,122,107,14,30,6,0,0,11,0,1,10,27,.280,.347,.336,.684,36,3,2,1,2,0,0
Jake Stone*,22,41,150,131,15,39,11,2,1,20,0,1,14,22,.298,.373,.435,.808,57,3,3,0,2,0,0
Oscar Taveras*,21,1,2,1,0,1,1,0,0,0,0,0,1,0,1.000,1.000,2.000,3.000,2,0,0,0,0,0,1
Carlos Torres,20,45,162,147,14,33,3,1,4,22,6,3,10,35,.224,.273,.340,.613,50,4,1,1,3,0,0
