Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Keto Anderson*,23,88,326,310,32,87,11,8,1,28,11,9,10,34,.281,.302,.377,.680,117,3,1,2,3,0,,0
Jackson Aquino#,19,101,361,320,33,66,12,1,1,25,12,10,28,70,.206,.276,.259,.535,83,5,4,6,3,0,,0
Abner Arroyo*,22,8,35,34,1,4,0,0,1,3,0,0,0,14,.118,.143,.206,.349,7,2,1,0,0,0,,0
Josh Barfield,19,129,574,536,73,164,22,3,8,57,26,8,26,105,.306,.340,.403,.743,216,13,4,3,5,0,,1
Jon Benick#,22,133,561,490,59,133,30,1,15,73,5,3,61,106,.271,.349,.429,.778,210,8,2,0,8,7,,0
L.J. Biernbaum*,22,42,160,132,20,34,7,0,1,17,5,2,24,24,.258,.373,.333,.707,44,0,1,2,1,0,,0
Doc Brooks,22,73,270,237,30,55,11,0,3,17,5,2,22,54,.232,.319,.316,.635,75,6,9,0,2,0,,0
Josh Carter,21,77,286,272,28,73,10,1,2,21,5,2,11,33,.268,.304,.335,.639,91,9,3,0,0,0,,0
John DiBetta,21,17,63,50,7,10,0,0,0,5,2,0,8,5,.200,.317,.200,.517,10,2,1,3,1,1,,0
Josh Ervin,24,4,15,14,1,1,0,0,1,2,0,0,1,8,.071,.133,.286,.419,4,1,0,0,0,0,,0
Freddy Guzman#,21,47,210,190,35,53,7,5,0,18,39,7,18,37,.279,.341,.368,.710,70,3,0,2,0,0,,1
Joseph Hastings*,24,118,505,451,51,118,38,0,11,69,3,1,42,124,.262,.327,.419,.746,189,12,4,4,4,3,,0
Matt Hellman,23,8,29,26,2,5,1,1,0,5,0,1,3,6,.192,.276,.308,.584,8,0,0,0,0,0,,0
Kennard Jones*,20,20,89,77,15,22,4,0,0,5,3,4,11,21,.286,.382,.338,.720,26,2,1,0,0,0,,0
Jon Knott,23,37,146,126,19,42,12,3,3,18,2,1,17,33,.333,.411,.548,.959,69,1,1,0,2,1,,1
Lee McCool,23,36,136,126,16,27,5,2,1,9,1,1,5,35,.214,.259,.310,.569,39,4,3,1,1,0,,0
John Puccinelli,21,5,16,14,0,0,0,0,0,1,0,0,1,6,.000,.067,.000,.067,0,0,0,1,0,0,,0
Kevin Reinking,23,43,156,145,8,35,6,0,1,15,0,0,7,34,.241,.295,.303,.598,44,8,4,0,0,1,,0
Greg Sain,22,105,439,387,54,95,29,0,13,57,2,0,35,77,.245,.323,.421,.745,163,4,12,0,5,1,,0
Eddie Serrano,20,74,236,218,24,48,10,0,4,28,1,2,14,50,.220,.267,.321,.588,70,7,1,0,3,0,,0
Rick Stockton*,22,17,56,51,6,12,1,1,0,5,1,0,2,16,.235,.278,.294,.572,15,0,1,2,0,0,,0
Nick Trzesniak,21,110,444,409,53,97,18,2,10,38,10,3,27,97,.237,.293,.364,.658,149,6,6,1,1,1,,0
22 Players,21.5,137,5113,4615,567,1181,234,28,76,516,133,56,373,989,.256,.317,.368,.685,1699,96,59,27,39,15,,0
