Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Kevin Alexander,21,97,408,358,59,103,24,0,4,28,12,5,44,65,.288,.366,.388,.754,139,6,2,1,3,0,,0
Keith Anderson,23,47,169,153,20,44,12,0,3,20,0,1,15,34,.288,.349,.425,.774,65,2,0,0,1,1,,0
Julian Benavidez,20,125,522,465,58,123,32,2,11,72,5,2,49,148,.265,.339,.413,.752,192,5,5,0,3,3,,0
Leonel Cabrera,21,37,130,117,13,19,1,0,0,5,4,1,7,15,.162,.220,.171,.391,20,4,2,3,1,0,,0
Bryan Carter*,24,119,534,476,62,115,22,2,13,61,22,9,36,114,.242,.319,.378,.697,180,4,19,1,2,0,,0
Julio Cordido,21,55,220,196,24,51,7,1,4,18,6,3,18,30,.260,.326,.367,.693,72,6,1,5,0,0,,0
Francisco D'Jesus,21,17,57,51,5,6,3,0,0,9,0,0,2,17,.118,.179,.176,.355,9,2,2,1,1,0,,0
Branden Florence,24,109,469,426,63,129,30,3,11,63,9,7,31,32,.303,.354,.465,.819,198,10,6,0,6,1,,0
Tomas Garrido,20,48,156,141,18,39,3,2,0,13,2,2,11,18,.277,.327,.326,.653,46,5,0,3,1,1,,0
Matt Huntingford*,23,10,36,34,1,6,1,0,0,0,0,0,2,8,.176,.222,.206,.428,7,0,0,0,0,0,,0
Justin Knoedler,21,86,326,280,32,72,16,2,5,33,6,5,37,56,.257,.349,.382,.731,107,8,4,2,3,0,,1
Arturo McDowell*,22,54,229,202,25,35,6,2,2,14,9,8,19,54,.173,.252,.252,.505,51,4,3,3,2,0,,0
Derin McMains#,22,83,371,330,44,80,11,2,6,32,14,3,31,28,.242,.312,.342,.654,113,6,4,2,4,1,,0
Rob Meyer,23,126,496,447,51,122,24,0,8,37,6,1,32,95,.273,.335,.380,.716,170,12,11,4,2,0,,0
Miguel Miranda#,23,70,247,217,25,57,2,1,1,25,4,1,17,26,.263,.316,.295,.611,64,2,1,10,2,0,,0
Anthony Turco*,22,15,51,45,5,14,0,0,1,5,0,0,6,10,.311,.392,.378,.770,17,0,0,0,0,0,,0
Tyler Von Schell,22,130,550,483,54,116,16,1,14,69,3,0,54,126,.240,.327,.364,.692,176,9,10,0,3,2,,0
Mark Walker,23,72,276,230,28,47,10,1,6,21,4,3,37,85,.204,.330,.335,.664,77,8,6,3,0,0,,0
18 Players,22.1,140,5247,4651,587,1178,220,19,89,525,106,51,448,961,.253,.327,.366,.693,1703,93,76,38,34,9,,0
