Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Brian Schneider*,26,108,377,335,34,77,26,1,9,46,0,2,37,75,.230,.309,.394,.703,78,132,12,2,1,2,8,1
1B,Wil Cordero,31,130,492,436,57,121,27,0,16,71,1,1,49,90,.278,.354,.450,.803,104,196,11,4,0,3,5,1
2B,Jose Vidro#,28,144,592,509,77,158,36,0,15,65,3,2,69,50,.310,.397,.470,.866,121,239,16,7,2,5,6,1
SS,Orlando Cabrera,28,162,691,626,95,186,47,2,17,80,24,2,52,64,.297,.347,.460,.807,105,288,18,1,3,9,3,1
3B,Jamey Carroll,29,105,260,227,31,59,10,1,1,10,5,2,19,39,.260,.323,.326,.649,67,74,10,3,9,2,0,1
LF,Brad Wilkerson*,26,146,602,504,78,135,34,4,19,77,13,10,89,155,.268,.380,.464,.844,115,234,5,4,2,3,0,1
CF,Endy Chavez*,25,141,526,483,66,121,25,5,5,47,18,7,31,59,.251,.294,.354,.648,65,171,7,0,9,3,3,1
RF,Vladimir Guerrero,28,112,467,394,71,130,20,3,25,79,9,5,63,53,.330,.426,.586,1.012,156,231,18,6,0,4,22,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OF,Ron Calloway*,26,126,369,340,36,81,17,1,9,52,9,2,20,80,.238,.282,.374,.656,66,127,13,2,4,3,1,1
UT,Jose Macias#,31,111,288,272,31,65,15,2,4,22,4,3,11,45,.239,.273,.353,.626,59,96,5,2,2,1,1,1
C,Michael Barrett,26,70,252,226,33,47,9,2,10,30,0,0,21,37,.208,.280,.398,.678,71,90,6,2,2,1,7,1
3B,Fernando Tatis,28,53,196,175,15,34,6,0,2,15,2,1,18,40,.194,.281,.263,.543,41,46,7,3,0,0,0,1
2B,Henry Mateo#,26,100,169,154,29,37,3,1,0,7,11,1,11,38,.240,.304,.273,.576,49,42,0,3,1,0,0,1
3B,Edwards Guzman*,26,52,155,146,15,35,5,0,1,14,0,0,5,17,.240,.263,.295,.558,43,43,6,0,3,1,2,1
3B,Todd Zeile,37,34,127,113,11,29,2,2,5,19,1,0,10,18,.257,.331,.442,.773,96,50,3,3,0,1,0,1
1B,Jeff Liefer*,28,35,92,88,6,17,3,0,3,18,0,1,3,26,.193,.217,.330,.547,38,29,2,0,0,1,0,1
UT,Joe Vitiello,33,38,86,76,12,26,6,0,3,13,0,0,7,14,.342,.407,.539,.946,140,41,1,2,0,1,0,1
OF,Matthew Cepicky*,25,5,8,8,0,2,1,0,0,0,0,0,0,2,.250,.250,.375,.625,57,3,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Liván Hernández,28,31,82,74,2,14,1,0,0,6,0,0,1,14,.189,.211,.203,.413,7,15,2,1,6,0,0,1
P,Javier Vazquez,26,32,79,65,5,10,0,1,0,6,0,0,2,8,.154,.179,.185,.364,-6,12,0,0,12,0,0,1
P,Tomo Ohka#,27,33,65,55,2,10,0,0,0,3,0,0,2,10,.182,.211,.182,.392,2,10,1,0,8,0,0,1
P,Zach Day,25,23,49,47,2,2,0,0,0,2,0,0,1,22,.043,.063,.043,.105,-72,2,0,0,1,0,0,1
P,Claudio Vargas,25,21,35,30,1,0,0,0,0,0,0,0,1,15,.000,.032,.000,.032,-91,0,0,0,4,0,0,1
P,T.J. Tucker,24,44,20,19,1,5,1,0,0,0,0,0,0,6,.263,.263,.316,.579,48,6,0,0,1,0,0,1
P,Tony Armas,25,5,10,10,0,2,0,0,0,0,0,0,0,2,.200,.200,.200,.400,3,2,0,0,0,0,0,1
P,Eric Knott*,28,13,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Joey Eischen*,33,67,4,4,1,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,29,1,0,0,0,0,0,1
P,Sun-Woo Kim,25,4,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Dan Smith,27,30,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Tim Drew,24,6,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Scott Stewart,27,48,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Chad Cordero,21,12,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
P,Rocky Biddle,27,71,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Roy Corcoran,23,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Luis Ayala,25,62,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Britt Reames,29,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Scott Downs*,27,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Hector Almonte,27,28,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Vic Darensbourg*,32,7,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Julio Manon*,30,19,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Bryan Hebson,27,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jose Mercedes,32,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Anthony Ferrari*,25,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,27.8,162,6116,5437,711,1404,294,25,144,682,100,39,522,990,.258,.326,.401,.727,85,2180,143,45,72,40,58,1
,Rank in 16 NL teams,,,,15,12,13,8,11,13,,2,13,12,6,12,12,12,12,,12,,14,,8,,1
,Non-Pitcher Totals,27.9,162,5749,5112,697,1360,292,24,144,665,100,39,515,902,.266,.336,.417,.753,92,2132,140,44,38,40,58,1
,Pitcher Totals,26.3,162,367,325,14,44,2,1,0,17,0,0,7,88,.135,.156,.148,.304,-21,48,3,1,34,0,0,1
