Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Einar Diaz,28,134,478,437,54,121,34,1,4,56,1,2,17,44,.277,.328,.387,.714,88,169,11,16,8,0,0,1
1B,Jim Thome*,30,156,644,526,101,153,26,1,49,124,0,1,111,185,.291,.416,.624,1.040,170,328,9,4,0,3,14,1
2B,Roberto Alomar#,33,157,677,575,113,193,34,12,20,100,30,6,80,71,.336,.415,.541,.956,150,311,9,4,9,9,5,1
SS,Omar Vizquel#,34,155,693,611,84,156,26,8,2,50,13,9,61,72,.255,.323,.334,.657,75,204,14,2,15,4,0,1
3B,Travis Fryman,32,98,370,334,34,88,15,0,3,38,1,2,30,63,.263,.327,.335,.662,76,112,8,3,0,3,1,1
LF,Marty Cordova,31,122,442,409,61,123,20,2,20,69,0,3,23,81,.301,.348,.506,.855,122,207,9,8,0,2,0,1
CF,Kenny Lofton*,34,133,576,517,91,135,21,4,14,66,16,8,47,69,.261,.322,.398,.721,89,206,8,2,5,5,1,1
RF,Juan Gonzalez,31,140,595,532,97,173,34,1,35,140,1,0,41,94,.325,.370,.590,.960,148,314,18,6,0,16,5,1
DH,Ellis Burks,36,124,515,439,83,123,29,1,28,74,5,1,62,85,.280,.369,.542,.911,137,238,16,5,0,9,2,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Russell Branyan*,25,113,361,315,48,73,16,2,20,54,1,1,38,132,.232,.316,.486,.802,108,153,2,3,0,5,1,1
CF,Jolbert Cabrera,28,141,312,287,50,75,16,3,1,38,10,4,16,41,.261,.312,.348,.660,75,100,4,6,1,2,0,1
UT,Wil Cordero,29,89,299,268,30,67,11,1,4,21,0,0,22,50,.250,.313,.343,.656,74,92,8,4,2,3,2,1
C,Ed Taubensee*,32,52,128,116,16,29,2,1,3,11,0,0,10,19,.250,.315,.362,.677,79,42,3,1,1,0,1,1
OF,Jacob Cruz*,28,28,76,68,12,15,4,0,3,11,0,2,5,23,.221,.303,.412,.714,87,28,3,3,0,0,0,1
OF,Karim Garcia*,25,20,50,45,8,14,3,0,5,9,0,0,3,13,.311,.360,.711,1.071,174,32,1,1,0,1,0,1
C,Tim Laker,31,16,40,33,5,6,0,0,1,5,0,0,6,8,.182,.308,.273,.580,56,9,1,0,1,0,0,1
IF,John McDonald,26,17,25,22,1,2,1,0,0,0,0,0,1,7,.091,.167,.136,.303,-18,3,0,1,1,0,0,1
CF,Milton Bradley#,23,10,20,18,3,4,1,0,0,0,1,1,2,3,.222,.300,.278,.578,55,5,1,0,0,0,0,1
IF,Mark Lewis,31,6,13,13,1,1,0,0,0,0,0,0,0,4,.077,.077,.077,.154,-59,1,0,0,0,0,0,1
OF,Dave Roberts*,29,15,13,12,3,4,1,0,0,2,0,1,1,2,.333,.385,.417,.801,112,5,0,0,0,0,0,1
DH,Dave Hollins#,35,2,7,5,0,1,0,0,0,0,0,0,1,2,.200,.333,.200,.533,46,1,0,0,1,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Bartolo Colon,28,2,7,7,0,1,0,0,0,0,0,0,0,5,.143,.143,.143,.286,-24,1,0,0,0,0,0,1
P,CC Sabathia*,20,2,5,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,1,0,0,1
P,Dave Burba,34,3,4,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
P,Jake Westbrook,23,3,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Jaret Wright,25,1,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,166,1,0,0,0,0,0,1
