Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Ramon Hernandez,25,136,509,453,55,115,25,0,15,60,1,1,37,68,.254,.316,.408,.724,91,185,10,6,9,4,3,1
1B,Jason Giambi*,30,154,671,520,109,178,47,2,38,120,2,0,129,83,.342,.477,.660,1.137,199,343,17,13,0,9,24,1
2B,Frank Menechino,30,139,578,471,82,114,22,2,12,60,2,3,79,97,.242,.369,.374,.742,99,176,13,19,3,6,0,1
SS,Miguel Tejada,27,162,683,622,107,166,31,3,31,113,11,5,43,89,.267,.326,.476,.801,110,296,14,13,1,4,5,1
3B,Eric Chavez*,23,151,604,552,91,159,43,0,32,114,8,2,41,99,.288,.338,.540,.878,129,298,7,4,0,7,9,1
LF,Terrence Long*,25,162,687,629,90,178,37,4,12,85,9,3,52,103,.283,.335,.412,.747,98,259,17,0,0,6,8,1
CF,Johnny Damon*,27,155,719,644,108,165,34,4,9,49,27,12,61,70,.256,.324,.363,.687,83,234,7,5,5,4,1,1
RF,Jermaine Dye,27,61,265,232,41,69,17,1,13,59,2,0,27,44,.297,.366,.547,.913,139,127,6,1,0,5,3,1
DH,Jeremy Giambi*,26,124,443,371,64,105,26,0,12,57,0,1,63,83,.283,.391,.450,.841,124,167,13,4,3,2,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
DH,Olmedo Saenz,30,106,341,305,33,67,21,1,9,32,0,1,19,64,.220,.291,.384,.675,78,117,9,13,1,3,1,1
RF,Adam Piatt,25,36,111,95,9,20,5,1,0,6,0,0,13,26,.211,.300,.284,.584,57,27,5,0,1,2,0,1
C,Greg Myers*,35,33,100,87,13,16,1,0,7,13,0,0,13,21,.184,.290,.437,.727,90,38,2,0,0,0,1,1
DH,Ron Gant,36,34,93,81,15,21,5,1,2,13,2,0,11,24,.259,.344,.420,.764,103,34,0,0,0,1,0,1
UT,F.P. Santangelo#,33,32,89,71,16,14,4,0,0,8,1,1,11,17,.197,.341,.254,.594,62,18,1,5,1,1,0,1
UT,Mark Bellhorn#,26,38,82,74,11,10,1,2,1,4,0,0,7,37,.135,.210,.243,.453,21,18,1,0,1,0,0,1
DH,Mario Valdez*,26,32,67,54,7,15,1,0,1,8,0,0,12,18,.278,.418,.352,.770,109,19,0,1,0,0,1,1
LF,Billy McMillon*,29,20,65,58,6,17,7,1,0,10,1,0,5,13,.293,.354,.448,.802,112,26,0,1,0,1,0,1
UT,Robin Jennings*,29,20,55,52,4,13,3,0,0,4,0,0,2,6,.250,.273,.308,.580,55,16,0,0,0,1,0,1
DH,John Jaha,35,12,52,45,2,4,3,0,0,8,0,0,6,15,.089,.192,.156,.348,-5,7,3,0,0,1,0,1
2B,Jose Ortiz,24,11,46,42,4,7,0,0,0,3,1,0,3,5,.167,.217,.167,.384,5,7,4,0,0,1,0,1
OF,Eric Byrnes,25,19,43,38,9,9,1,0,3,5,1,0,4,6,.237,.326,.500,.826,116,19,0,1,0,0,0,1
C,Tom Wilson,30,9,24,21,4,4,0,0,2,4,0,0,1,5,.190,.250,.476,.726,87,10,1,1,0,1,0,1
C,Sal Fasano,29,11,23,21,2,1,0,0,0,0,0,0,1,12,.048,.130,.048,.178,-49,1,1,1,0,0,0,1
OF,Rob Ryan*,28,7,7,7,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
OF,Ryan Christenson,27,7,4,4,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1B,Andy Abad*,28,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Tim Hudson,25,4,8,8,1,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Barry Zito*,23,2,5,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Mark Mulder*,23,2,5,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,7,1,0,0,0,0,0,1
P,Gil Heredia,35,1,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,79,1,0,0,0,0,0,1
P,Cory Lidle,29,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Mark Guthrie,35,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jeff Tam,30,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Erik Hiljus,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mike Fyhrie,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mike Magnante*,36,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jason Isringhausen,28,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jim Mecir#,31,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Luis Vizcaino,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Chad Harville,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,T.J. Mathews,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Chad Bradford,26,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,27.4,162,6385,5573,884,1469,334,22,199,835,68,29,640,1021,.264,.345,.439,.784,107,2444,131,88,25,59,57,1
,Rank in 14 AL teams,,,,8,4,9,1,12,5,,13,1,1,7,9,3,5,5,,6,,1,,3,,1
,Non-Pitcher Totals,27.4,162,6362,5550,883,1467,334,22,199,835,68,29,640,1011,.264,.346,.440,.786,108,2442,131,88,25,59,57,1
,Pitcher Totals,24.2,162,23,23,1,2,0,0,0,0,0,0,0,10,.087,.087,.087,.174,-53,2,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
