Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Mike Piazza,32,141,573,503,81,151,29,0,36,94,0,2,67,87,.300,.384,.573,.957,148,288,20,2,0,1,19,1
1B,Todd Zeile,35,151,612,531,66,141,25,1,10,62,1,0,73,102,.266,.359,.373,.732,95,198,15,6,0,2,3,1
2B,Edgardo Alfonzo,27,124,519,457,64,111,22,0,17,49,5,0,51,62,.243,.322,.403,.725,90,184,7,5,1,5,0,1
SS,Rey Ordóñez,30,149,505,461,31,114,24,4,3,44,3,2,34,43,.247,.299,.336,.635,68,155,17,1,7,2,17,1
3B,Robin Ventura*,33,142,549,456,70,108,20,0,21,61,2,5,88,101,.237,.359,.419,.778,105,191,13,1,0,4,10,1
LF,Benny Agbayani,29,91,339,296,28,82,14,2,6,27,4,5,36,73,.277,.364,.399,.763,102,118,11,5,1,1,0,1
CF,Jay Payton,28,104,386,361,44,92,16,1,8,34,4,3,18,52,.255,.298,.371,.669,76,134,11,5,0,2,1,1
RF,Timo Perez*,26,85,260,239,26,59,9,1,5,22,1,6,12,25,.247,.287,.356,.643,69,85,1,2,6,1,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OF,Tsuyoshi Shinjo,29,123,438,400,46,107,23,1,10,56,4,5,25,70,.268,.320,.405,.725,90,162,8,7,4,2,3,1
2B,Desi Relaford#,27,120,340,301,43,91,27,0,8,36,13,5,27,65,.302,.364,.472,.836,119,142,4,5,2,5,1,1
UT,Joe McEwing,28,116,319,283,41,80,17,3,8,30,8,5,17,57,.283,.342,.449,.791,107,127,2,10,6,3,0,1
RF,Matt Lawton*,29,48,213,183,24,45,11,1,3,13,10,2,22,34,.246,.352,.366,.718,91,67,2,8,0,0,0,1
OF,Darryl Hamilton*,36,52,151,126,15,27,7,1,1,5,3,1,19,20,.214,.322,.310,.632,69,39,2,2,2,2,3,1
UT,Lenny Harris*,36,110,143,135,12,30,5,1,0,9,3,2,8,9,.222,.266,.274,.540,44,37,3,0,0,0,0,1
UT,Mark Johnson*,33,71,136,118,17,30,6,1,6,23,0,2,16,31,.254,.338,.475,.813,112,56,0,0,0,2,1,1
C,Todd Pratt,34,45,98,80,6,13,5,0,2,4,1,0,15,36,.163,.306,.300,.606,62,24,4,2,0,1,1,1
OF,Darren Bragg*,31,18,63,57,4,15,6,0,0,5,3,2,4,23,.263,.323,.368,.691,83,21,0,1,1,0,0,1
C,Vance Wilson,28,32,62,57,3,17,3,0,0,6,0,1,2,16,.298,.339,.351,.690,83,20,1,2,0,1,0,1
OF,Alex Escobar,22,18,53,50,3,10,1,0,3,8,1,0,3,19,.200,.245,.400,.645,67,20,1,0,0,0,0,1
UT,Jorge Toca,30,13,17,17,3,3,0,0,0,1,0,0,0,8,.176,.176,.176,.353,-6,3,0,0,0,0,0,1
IF,Jorge Velandia,26,9,11,9,1,0,0,0,0,0,0,0,2,1,.000,.182,.000,.182,-45,0,0,0,0,0,0,1
C,Jason Phillips,24,6,7,7,2,1,1,0,0,0,0,0,0,1,.143,.143,.286,.429,9,2,0,0,0,0,0,1
 ,Gary Bennett,29,1,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,433,1,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Kevin Appier,33,31,67,62,4,7,0,0,0,4,0,0,1,24,.113,.141,.113,.254,-32,7,0,1,3,0,0,1
P,Al Leiter*,35,27,64,62,2,4,0,1,0,3,0,0,2,28,.065,.094,.097,.191,-49,6,0,0,0,0,0,1
P,Steve Trachsel,30,26,61,56,2,9,1,0,0,2,0,0,0,13,.161,.161,.179,.339,-10,10,0,0,5,0,0,1
P,Glendon Rusch*,26,31,61,54,0,3,0,0,0,5,0,0,1,23,.056,.073,.056,.128,-65,3,1,0,6,0,0,1
P,Rick Reed,36,19,46,40,2,5,1,0,0,4,0,0,1,15,.125,.143,.150,.293,-22,6,0,0,4,1,0,1
P,Dicky Gonzalez,22,15,22,20,1,2,0,0,0,0,0,0,1,4,.100,.143,.100,.243,-34,2,0,0,1,0,0,1
P,Bruce Chen*,24,11,21,19,0,3,0,0,0,0,0,0,0,9,.158,.158,.158,.316,-16,3,1,0,2,0,0,1
P,Grant Roberts,23,16,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Rick White,32,52,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Tom Martin*,31,14,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jerrod Riggan,27,35,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Turk Wendell#,34,46,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Pete Walker,32,2,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Brian Rose,25,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Dennis Cook*,38,40,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Armando Benitez,28,71,1,1,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Brett Hinchliffe,26,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,John Franco*,40,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,C.J. Nitkowski*,28,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mark Corey,26,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Donne Wall,33,32,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,30.4,162,6156,5459,642,1361,273,18,147,608,66,48,545,1062,.249,.323,.387,.710,87,2111,124,65,52,35,59,1
,Rank in 16 NL teams,,,,12,16,14,10,16,15,,13,11,7,4,15,12,16,15,,16,,6,,14,,1
,Non-Pitcher Totals,30.4,162,5795,5128,630,1328,271,17,147,589,66,48,539,935,.259,.335,.404,.739,95,2074,122,64,30,34,59,1
,Pitcher Totals,30.6,162,361,331,12,33,2,1,0,19,0,0,6,127,.100,.118,.112,.230,-39,37,2,1,22,1,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
