Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Ryan Dempster,24,15,12,.556,4.94,34,34,0,2,1,0,211.1,218,123,116,21,112,5,171,10,0,5,954,1.562,9.3,0.9,4.8,7.3,1.53,1
Brad Penny,23,10,10,.500,3.69,31,31,0,1,1,0,205.0,183,92,84,15,54,3,154,7,0,2,833,1.156,8.0,0.7,2.4,6.8,2.85,1
A.J. Burnett,24,11,12,.478,4.05,27,27,0,2,1,0,173.1,145,82,78,20,83,3,128,7,1,7,733,1.315,7.5,1.0,4.3,6.6,1.54,1
Matt Clement,26,9,10,.474,5.05,31,31,0,0,0,0,169.1,172,102,95,15,85,2,134,15,0,15,760,1.518,9.1,0.8,4.5,7.1,1.58,1
Chuck Smith,31,5,5,.500,4.70,15,15,0,0,0,0,88.0,89,47,46,10,35,4,71,6,1,0,385,1.409,9.1,1.0,3.6,7.3,2.03,1
Antonio Alfonseca,29,4,4,.500,3.06,58,0,52,0,0,28,61.2,68,24,21,6,15,3,40,5,0,2,268,1.346,9.9,0.9,2.2,5.8,2.67,1
Vladimir Núñez,26,4,5,.444,2.74,52,3,13,0,0,0,92.0,79,33,28,9,30,5,64,5,1,1,380,1.185,7.7,0.9,2.9,6.3,2.13,1
Braden Looper,26,3,3,.500,3.55,71,0,21,0,0,3,71.0,63,28,28,8,30,3,52,2,0,0,295,1.310,8.0,1.0,3.8,6.6,1.73,1
Ricky Bones,32,4,4,.500,5.06,61,0,19,0,0,0,64.0,71,39,36,7,33,9,41,3,0,0,288,1.625,10.0,1.0,4.6,5.8,1.24,1
Vic Darensbourg*,30,1,2,.333,4.25,58,0,19,0,0,1,48.2,52,24,23,4,10,6,33,1,0,0,202,1.274,9.6,0.7,1.8,6.1,3.30,1
Jesus Sanchez*,26,2,4,.333,4.74,16,9,3,0,0,0,62.2,61,33,33,7,31,2,46,2,0,0,274,1.468,8.8,1.0,4.5,6.6,1.48,1
Armando Almanza*,28,2,2,.500,4.83,52,0,8,0,0,0,41.0,34,24,22,8,26,1,45,0,0,2,178,1.463,7.5,1.8,5.7,9.9,1.73,1
Juan Acevedo,31,2,3,.400,2.54,20,0,6,0,0,0,28.1,31,11,8,2,16,3,21,1,0,1,129,1.659,9.8,0.6,5.1,6.7,1.31,1
Jason Grilli,24,2,2,.500,6.08,6,5,1,0,0,0,26.2,30,18,18,6,11,0,17,2,0,0,115,1.538,10.1,2.0,3.7,5.7,1.55,1
Dan Miceli,30,0,5,.000,6.93,29,0,9,0,0,0,24.2,29,21,19,5,11,2,31,0,0,3,114,1.622,10.6,1.8,4.0,11.3,2.82,1
Josh Beckett,21,2,2,.500,1.50,4,4,0,0,0,0,24.0,14,9,4,3,11,0,24,1,0,1,99,1.042,5.3,1.1,4.1,9.0,2.18,1
Kevin Olsen,24,0,0,,1.20,4,2,0,0,0,0,15.0,11,2,2,0,2,1,13,0,0,0,56,0.867,6.6,0.0,1.2,7.8,6.50,1
Benito Baez*,24,0,0,,13.50,8,0,3,0,0,0,9.1,22,14,14,3,6,0,14,0,0,0,55,3.000,21.2,2.9,5.8,13.5,2.33,1
Joe Strong,38,0,0,,1.35,5,0,2,0,0,0,6.2,3,1,1,1,3,0,4,0,0,0,25,0.900,4.1,1.4,4.1,5.4,1.33,1
Gary Knotts,24,0,1,.000,6.00,2,1,0,0,0,0,6.0,7,4,4,1,1,0,9,2,0,0,28,1.333,10.5,1.5,1.5,13.5,9.00,1
Blaine Neal,23,0,0,,6.75,4,0,0,0,0,0,5.1,7,4,4,0,5,0,3,0,0,1,28,2.250,11.8,0.0,8.4,5.1,0.60,1
Johnny Ruffin,29,0,0,,4.91,3,0,1,0,0,0,3.2,5,4,2,0,4,1,4,1,0,0,21,2.455,12.3,0.0,9.8,9.8,1.00,1
John Mabry,30,0,0,,135.00,1,0,0,0,0,0,0.1,3,5,5,0,3,0,0,0,0,0,7,18.000,81.0,0.0,81.0,0.0,0.00,1
