Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Javier Vazquez,24,16,11,.593,3.42,32,32,0,5,3,0,223.2,197,92,85,24,44,4,208,3,1,3,898,1.077,7.9,1.0,1.8,8.4,4.73,1,2001,MLB,WSN
Tony Armas,23,9,14,.391,4.03,34,34,0,0,0,0,196.2,180,101,88,18,91,6,176,10,1,9,851,1.378,8.2,0.8,4.2,8.1,1.93,1,2001,MLB,WSN
Mike Thurman,27,9,11,.450,5.33,28,26,0,0,0,0,147.0,172,90,87,21,50,7,96,6,0,8,658,1.510,10.5,1.3,3.1,5.9,1.92,1,2001,MLB,WSN
Ugueth Urbina,27,2,1,.667,4.24,45,0,40,0,0,15,46.2,42,24,22,8,21,1,57,0,1,2,201,1.350,8.1,1.5,4.1,11.0,2.71,1,2001,MLB,WSN
Scott Strickland,25,2,6,.250,3.21,77,0,31,0,0,9,81.1,67,36,29,9,41,5,85,4,0,4,351,1.328,7.4,1.0,4.5,9.4,2.07,1,2001,MLB,WSN
Graeme Lloyd*,34,9,5,.643,4.35,84,0,28,0,0,1,70.1,74,38,34,6,21,2,44,6,0,1,303,1.351,9.5,0.8,2.7,5.6,2.10,1,2001,MLB,WSN
Guillermo Mota,27,1,3,.250,5.26,53,0,12,0,0,0,49.2,51,30,29,9,18,1,31,1,0,1,212,1.389,9.2,1.6,3.3,5.6,1.72,1,2001,MLB,WSN
Scott Stewart*,25,3,1,.750,3.78,62,0,9,0,0,3,47.2,43,20,20,5,13,0,39,3,0,2,199,1.175,8.1,0.9,2.5,7.4,3.00,1,2001,MLB,WSN
Masato Yoshii,36,4,7,.364,4.78,42,11,4,0,0,0,113.0,127,65,60,18,26,2,63,5,0,4,493,1.354,10.1,1.4,2.1,5.0,2.42,1,2001,MLB,WSN
Britt Reames,27,4,8,.333,5.59,41,13,3,0,0,0,95.0,101,68,59,16,48,3,86,5,0,2,432,1.568,9.6,1.5,4.5,8.1,1.79,1,2001,MLB,WSN
Tomo Ohka,25,1,4,.200,4.77,10,10,0,0,0,0,54.2,65,30,29,8,10,0,31,1,0,1,228,1.372,10.7,1.3,1.6,5.1,3.10,1,2001,MLB,WSN
Troy Mattes,25,3,3,.500,6.00,8,8,0,0,0,0,45.0,51,33,30,9,21,2,26,4,0,6,207,1.600,10.2,1.8,4.2,5.2,1.24,1,2001,MLB,WSN
Carl Pavano,25,1,6,.143,6.33,8,8,0,0,0,0,42.2,59,33,30,7,16,1,36,2,1,0,199,1.758,12.4,1.5,3.4,7.6,2.25,1,2001,MLB,WSN
Bobby Munoz,33,0,4,.000,5.14,15,7,4,0,0,0,42.0,53,25,24,6,21,1,21,2,0,2,193,1.762,11.4,1.3,4.5,4.5,1.00,1,2001,MLB,WSN
Chris Peters*,29,2,4,.333,7.55,13,6,1,0,0,0,31.0,47,26,26,7,15,1,14,2,0,4,149,2.000,13.6,2.0,4.4,4.1,0.93,1,2001,MLB,WSN
Joey Eischen*,31,0,1,.000,4.85,24,0,7,0,0,0,29.2,29,17,16,4,16,1,19,1,0,1,131,1.517,8.8,1.2,4.9,5.8,1.19,1,2001,MLB,WSN
Darwin Cubillan,28,0,0,,4.10,29,0,11,0,0,0,26.1,31,13,12,1,12,1,19,0,0,1,121,1.633,10.6,0.3,4.1,6.5,1.58,1,2001,MLB,WSN
Bob Scanlan,34,0,0,,7.86,18,0,6,0,0,0,26.1,37,23,23,0,14,0,5,1,0,1,127,1.937,12.6,0.0,4.8,1.7,0.36,1,2001,MLB,WSN
Matt Blank*,25,2,2,.500,5.16,5,4,0,0,0,0,22.2,23,14,13,5,13,1,11,2,0,0,104,1.588,9.1,2.0,5.2,4.4,0.85,1,2001,MLB,WSN
Hideki Irabu,32,0,2,.000,4.86,3,3,0,0,0,0,16.2,22,9,9,3,3,0,18,0,0,0,74,1.500,11.9,1.6,1.6,9.7,6.00,1,2001,MLB,WSN
Mike Johnson,25,0,0,,4.76,10,0,0,0,0,0,11.1,13,6,6,3,4,0,10,2,0,2,50,1.500,10.3,2.4,3.2,7.9,2.50,1,2001,MLB,WSN
Anthony Telford,35,0,1,.000,10.29,8,0,0,0,0,0,7.0,14,12,8,2,5,1,5,1,0,1,41,2.714,18.0,2.6,6.4,6.4,1.00,1,2001,MLB,WSN
Felipe Lira,29,0,0,,12.60,4,0,1,0,0,0,5.0,11,7,7,1,2,0,3,0,0,0,28,2.600,19.8,1.8,3.6,5.4,1.50,1,2001,MLB,WSN
