Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Pat Ahearne,34,9,12,.429,4.01,28,28,0,3,1,0,179.1,182,101,80,15,45,2,123,5,0,1,751,1.266,9.1,0.8,2.3,6.2,2.73,,1
Matt Anderson,27,0,5,.000,5.82,34,0,14,0,0,1,34.0,41,26,22,5,23,3,25,2,1,5,167,1.882,10.9,1.3,6.1,6.6,1.09,,1
James Baldwin,32,5,7,.417,3.73,18,16,2,3,0,1,115.2,110,52,48,12,20,3,61,3,0,0,457,1.124,8.6,0.9,1.6,4.7,3.05,,1
Adrian Burnside*,27,4,7,.364,6.13,26,14,2,0,0,0,76.1,87,61,52,11,40,0,62,7,3,7,351,1.664,10.3,1.3,4.7,7.3,1.55,,0
Steve Colyer*,25,2,1,.667,4.21,25,0,6,0,0,0,25.2,26,13,12,2,25,1,23,0,0,3,128,1.987,9.1,0.7,8.8,8.1,0.92,,1
Nate Cornejo,24,0,0,,4.15,4,3,0,0,0,0,8.2,11,4,4,2,2,0,8,0,0,0,38,1.500,11.4,2.1,2.1,8.3,4.00,,1
David Cortes,30,1,0,1.000,3.95,14,0,4,0,0,0,13.2,12,6,6,0,6,2,10,1,0,1,58,1.317,7.9,0.0,4.0,6.6,1.67,,1
Felix Cuello,24,0,0,,0.00,1,0,0,0,0,0,2.0,1,0,0,0,1,0,1,0,0,0,8,1.000,4.5,0.0,4.5,4.5,1.00,,0
Craig Dingman,30,1,2,.333,4.56,21,0,7,0,0,0,25.2,26,14,13,5,11,2,31,1,0,0,115,1.442,9.1,1.8,3.9,10.9,2.82,,1
Eric Eckenstahler*,27,1,2,.333,5.15,42,0,12,0,0,0,43.2,58,32,25,5,30,0,45,4,0,4,226,2.015,12.0,1.0,6.2,9.3,1.50,,1
John Ennis,24,9,5,.643,3.59,38,13,16,0,0,10,102.2,100,49,41,10,36,3,77,4,1,4,438,1.325,8.8,0.9,3.2,6.8,2.14,,1
Franklyn German,24,3,5,.375,4.59,49,0,44,0,0,27,49.0,46,25,25,6,25,2,60,2,0,1,220,1.449,8.4,1.1,4.6,11.0,2.40,,1
Jimmy Haynes,31,0,1,.000,8.78,5,3,0,0,0,0,13.1,19,13,13,0,6,0,9,0,0,0,65,1.875,12.8,0.0,4.1,6.1,1.50,,1
Jason Karnuth,28,5,2,.714,3.74,46,0,16,0,0,2,55.1,45,26,23,4,16,2,34,2,0,1,229,1.102,7.3,0.7,2.6,5.5,2.13,,1
Rick Kirsten,25,3,4,.429,5.86,14,6,0,0,0,0,50.2,63,36,33,3,23,1,27,4,0,1,230,1.697,11.2,0.5,4.1,4.8,1.17,,0
Shane Loux,24,7,11,.389,5.29,22,22,0,1,1,0,132.2,154,86,78,14,34,1,86,5,0,3,571,1.417,10.4,0.9,2.3,5.8,2.53,,1
Chris Mears,26,1,1,.500,3.83,30,1,5,0,0,0,40.0,37,21,17,1,20,2,29,8,0,1,186,1.425,8.3,0.2,4.5,6.5,1.45,,1
Danny Patterson,33,1,0,1.000,4.15,3,0,1,0,0,0,4.1,3,2,2,0,2,1,3,0,1,1,18,1.154,6.2,0.0,4.2,6.2,1.50,,1
Ariel Prieto,34,1,1,.500,3.68,4,4,0,0,0,0,22.0,20,10,9,3,5,1,19,4,0,1,92,1.136,8.2,1.2,2.0,7.8,3.80,,1
Guillermo Rodriguez,26,0,0,,9.00,1,0,1,0,0,0,1.0,3,1,1,0,0,0,0,0,0,1,6,3.000,27.0,0.0,0.0,0.0,,,1
Matt Roney,24,2,1,.667,3.86,5,5,0,0,0,0,30.1,30,13,13,3,10,0,18,3,0,1,124,1.319,8.9,0.9,3.0,5.3,1.80,,1
Brian Schmack,30,1,2,.333,4.26,24,0,6,0,0,0,50.2,54,29,24,4,14,1,35,2,0,3,221,1.342,9.6,0.7,2.5,6.2,2.50,,1
Lino Urdaneta,24,0,2,.000,9.69,9,1,0,0,0,0,13.0,22,14,14,4,3,0,4,1,0,0,65,1.923,15.2,2.8,2.1,2.8,1.33,,1
Andy Van Hekken*,24,9,7,.563,4.96,28,27,0,0,0,0,152.1,179,97,84,13,59,1,101,8,0,8,672,1.562,10.6,0.8,3.5,6.0,1.71,,1
24 Players,27.0,65,78,.455,4.63,143,143,136,7,10,41,1242.0,1329,731,639,122,456,28,891,66,6,47,5436,1.437,9.6,0.9,3.3,6.5,1.95,,0
