Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Carl Pavano,35,9,13,.409,4.30,33,33,0,3,1,0,222.0,262,123,106,23,40,0,102,8,2,4,955,94,4.10,1.360,10.6,0.9,1.6,4.1,2.55,1
SP,Brian Duensing*,28,9,14,.391,5.23,32,28,0,1,1,0,161.2,193,102,94,21,52,3,115,1,0,3,711,77,4.27,1.515,10.7,1.2,2.9,6.4,2.21,1
SP,Nick Blackburn,29,7,10,.412,4.49,26,26,0,1,0,0,148.1,183,91,74,19,54,5,76,4,0,5,670,90,4.84,1.598,11.1,1.2,3.3,4.6,1.41,1
SP,Scott Baker,29,8,6,.571,3.14,23,21,2,1,0,0,134.2,126,50,47,15,32,2,123,4,0,4,548,129,3.45,1.173,8.4,1.0,2.1,8.2,3.84,1
SP,Francisco Liriano*,27,9,10,.474,5.09,26,24,0,1,1,0,134.1,125,81,76,14,75,1,112,7,0,9,591,80,4.54,1.489,8.4,0.9,5.0,7.5,1.49,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Matt Capps,27,4,7,.364,4.25,69,0,35,0,0,15,65.2,66,31,31,10,13,1,34,4,0,1,274,96,4.75,1.203,9.0,1.4,1.8,4.7,2.62,1
RP,Glen Perkins*,28,4,4,.500,2.48,65,0,17,0,0,2,61.2,55,19,17,2,21,5,65,1,0,3,253,164,2.41,1.232,8.0,0.3,3.1,9.5,3.10,1
RP,Alex Burnett,23,2,5,.286,5.51,66,0,12,0,0,0,50.2,50,32,31,4,21,1,33,8,0,2,225,74,4.47,1.401,8.9,0.7,3.7,5.9,1.57,1
RP,Jose Mijares*,26,0,2,.000,4.59,58,0,13,0,0,0,49.0,53,31,25,4,30,2,30,3,0,1,228,89,4.88,1.694,9.7,0.7,5.5,5.5,1.00,1
RP,Joe Nathan,36,2,1,.667,4.84,48,0,33,0,0,14,44.2,38,26,24,7,14,2,43,3,0,3,191,84,4.28,1.164,7.7,1.4,2.8,8.7,3.07,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anthony Swarzak,25,4,7,.364,4.32,27,11,2,0,0,0,102.0,111,53,49,9,26,1,55,6,1,3,441,94,4.03,1.343,9.8,0.8,2.3,4.9,2.12,1
,Kevin Slowey,27,0,8,.000,6.67,14,8,1,0,0,0,59.1,78,44,44,10,5,0,34,3,0,0,258,61,4.47,1.399,11.8,1.5,0.8,5.2,6.80,1
,Phil Dumatrait*,29,1,3,.250,3.92,45,0,14,0,0,1,41.1,45,22,18,7,25,5,29,1,0,2,196,104,5.71,1.694,9.8,1.5,5.4,6.3,1.16,1
,Scott Diamond*,24,1,5,.167,5.08,7,7,0,0,0,0,39.0,51,25,22,3,17,3,19,0,0,3,181,80,4.36,1.744,11.8,0.7,3.9,4.4,1.12,1
,Jim Hoey,28,1,2,.333,5.47,26,0,11,0,0,0,24.2,34,20,15,4,13,0,14,0,0,1,118,75,5.58,1.905,12.4,1.5,4.7,5.1,1.08,1
,Liam Hendriks,22,0,2,.000,6.17,4,4,0,0,0,0,23.1,29,16,16,3,6,0,16,0,0,1,100,67,4.10,1.500,11.2,1.2,2.3,6.2,2.67,1
,Lester Oliveros,23,0,0,,4.05,10,0,3,0,0,0,13.1,13,6,6,0,7,1,9,0,0,0,56,103,3.25,1.500,8.8,0.0,4.7,6.1,1.29,1
,Dusty Hughes*,29,1,0,1.000,9.95,15,0,6,0,0,0,12.2,19,14,14,4,8,2,11,1,0,0,62,42,7.53,2.132,13.5,2.8,5.7,7.8,1.38,1
,Kyle Waldrop,25,1,0,1.000,5.73,7,0,1,0,0,0,11.0,10,7,7,1,6,2,5,0,0,1,50,73,4.93,1.455,8.2,0.8,4.9,4.1,0.83,1
,Chuck James*,29,0,0,,6.10,8,0,3,0,0,0,10.1,12,7,7,1,4,0,8,0,2,0,46,69,3.90,1.548,10.5,0.9,3.5,7.0,2.00,1
,Eric Hacker,28,0,0,,0.00,2,0,0,0,0,0,5.1,4,1,0,0,4,0,2,0,0,0,22,,4.53,1.500,6.8,0.0,6.8,3.4,0.50,1
,Jeff Manship,26,0,0,,8.10,5,0,1,0,0,0,3.1,5,3,3,0,4,1,2,0,0,0,19,56,5.43,2.700,13.5,0.0,10.8,5.4,0.50,1
,Anthony Slama,27,0,0,,0.00,2,0,0,0,0,0,2.1,0,0,0,0,2,0,3,0,0,1,9,,3.03,0.857,0.0,0.0,7.7,11.6,1.50,1
,Michael Cuddyer,32,0,0,,0.00,1,0,1,0,0,0,1.0,2,0,0,0,1,0,0,0,0,0,6,,6.03,3.000,18.0,0.0,9.0,0.0,0.00,1
,Team Totals,28.7,63,99,.389,4.58,162,162,155,7,3,32,1421.2,1564,804,724,161,480,37,940,54,5,47,6210,89,4.30,1.438,9.9,1.0,3.0,6.0,1.96,1
,Rank in 14 AL teams,,14,1,,13,,,,5,10,12,14 ,13,13,13,9,6,,14,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
