Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Jeremy Guthrie,32,9,17,.346,4.33,34,32,1,2,0,0,208.0,213,113,100,26,66,5,130,9,0,0,889,97,4.48,1.341,9.2,1.1,2.9,5.6,1.97,1
SP,Zack Britton*,23,11,11,.500,4.61,28,28,0,0,0,0,154.1,162,93,79,12,62,3,97,1,0,7,666,92,4.00,1.451,9.4,0.7,3.6,5.7,1.56,1
SP,Jake Arrieta,25,10,8,.556,5.05,22,22,0,0,0,0,119.1,115,70,67,21,59,2,93,4,0,0,523,83,5.34,1.458,8.7,1.6,4.4,7.0,1.58,1
SP,Alfredo Simon,30,4,9,.308,4.90,23,16,1,0,0,0,115.2,128,69,63,15,40,6,83,4,2,2,499,86,4.42,1.452,10.0,1.2,3.1,6.5,2.08,1
SP,Chris Tillman,23,3,5,.375,5.52,13,13,0,0,0,0,62.0,77,41,38,5,25,0,46,4,1,1,287,77,3.99,1.645,11.2,0.7,3.6,6.7,1.84,1
SP,Brian Matusz*,24,1,9,.100,10.69,12,12,0,0,0,0,49.2,81,60,59,18,24,1,38,0,0,0,245,40,7.66,2.114,14.7,3.3,4.3,6.9,1.58,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Kevin Gregg,33,0,3,.000,4.37,63,0,48,0,0,22,59.2,58,35,29,7,40,4,53,2,0,2,275,97,4.89,1.642,8.7,1.1,6.0,8.0,1.33,1
RP,Jim Johnson,28,6,5,.545,2.67,69,0,20,0,0,9,91.0,80,30,27,5,21,3,58,2,1,2,366,158,3.22,1.110,7.9,0.5,2.1,5.7,2.76,1
RP,Koji Uehara,36,1,1,.500,1.72,43,0,19,0,0,0,47.0,25,9,9,6,8,1,62,0,0,0,174,246,2.56,0.702,4.8,1.1,1.5,11.9,7.75,1
RP,Jason Berken,27,1,2,.333,5.36,40,0,10,0,0,0,47.0,63,29,28,10,21,2,41,1,0,4,223,79,5.45,1.787,12.1,1.9,4.0,7.9,1.95,1
RP,Mike Gonzalez*,33,2,2,.500,4.27,49,0,14,0,0,1,46.1,46,26,22,7,18,1,46,2,0,4,202,99,4.30,1.381,8.9,1.4,3.5,8.9,2.56,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brad Bergesen,25,2,7,.222,5.70,34,12,3,1,1,0,101.0,119,73,64,16,32,3,61,3,0,2,451,74,4.92,1.495,10.6,1.4,2.9,5.4,1.91,1
,Chris Jakubauskas,32,2,2,.500,5.72,33,6,11,0,0,0,72.1,93,46,46,11,29,3,52,3,0,5,331,74,4.89,1.687,11.6,1.4,3.6,6.5,1.79,1
,Tommy Hunter,24,3,3,.500,5.06,12,11,0,0,0,0,69.1,88,44,39,11,10,1,35,4,0,0,305,84,4.68,1.413,11.4,1.4,1.3,4.5,3.50,1
,Jeremy Accardo,29,3,3,.500,5.73,31,0,7,0,0,0,37.2,43,24,24,5,18,4,23,1,0,0,167,74,5.04,1.619,10.3,1.2,4.3,5.5,1.28,1
,Jo-Jo Reyes*,26,2,3,.400,6.16,9,5,1,0,0,0,30.2,36,21,21,7,13,0,23,1,0,1,137,69,5.86,1.598,10.6,2.1,3.8,6.8,1.77,1
,Troy Patton*,25,2,1,.667,3.00,20,0,4,0,0,0,30.0,25,10,10,2,5,1,22,0,0,0,119,142,2.93,1.000,7.5,0.6,1.5,6.6,4.40,1
,Willie Eyre,32,2,2,.500,3.44,19,0,4,0,0,0,18.1,12,7,7,2,5,0,10,0,0,1,72,125,4.17,0.927,5.9,1.0,2.5,4.9,2.00,1
,Clay Rapada*,30,2,0,1.000,6.06,32,0,4,0,0,0,16.1,14,11,11,3,7,0,18,0,0,0,69,71,4.49,1.286,7.7,1.7,3.9,9.9,2.57,1
,Josh Rupe,28,0,0,,5.65,9,0,5,0,0,0,14.1,16,9,9,5,6,0,7,2,0,1,66,76,8.26,1.535,10.0,3.1,3.8,4.4,1.17,1
,Pedro Strop,26,2,0,1.000,0.73,12,0,2,0,0,0,12.1,8,1,1,0,3,0,12,0,0,0,46,593,1.81,0.892,5.8,0.0,2.2,8.8,4.00,1
,Mark Hendrickson*,37,1,0,1.000,5.73,8,0,1,0,0,0,11.0,15,7,7,1,6,1,5,0,0,0,51,76,4.93,1.909,12.3,0.8,4.9,4.1,0.83,1
,Mitch Atkins,25,0,0,,8.44,3,3,0,0,0,0,10.2,21,10,10,5,3,0,7,1,0,0,56,52,8.93,2.250,17.7,4.2,2.5,5.9,2.33,1
,Rick van den Hurk,26,0,0,,8.00,4,2,1,0,0,0,9.0,12,9,8,4,8,0,7,1,0,0,46,55,10.25,2.222,12.0,4.0,8.0,7.0,0.88,1
,Zach Phillips*,24,0,0,,1.13,10,0,2,0,0,0,8.0,6,1,1,1,2,0,8,0,0,0,33,391,3.40,1.000,6.8,1.1,2.3,9.0,4.00,1
,Pedro Viola*,28,0,0,,9.82,4,0,1,0,0,0,3.2,6,4,4,3,2,0,4,0,0,0,20,47,13.12,2.182,14.7,7.4,4.9,9.8,2.00,1
,Mark Worrell,28,0,0,,36.00,4,0,0,0,0,0,2.0,6,8,8,2,2,1,3,0,0,0,14,14,16.03,4.000,27.0,9.0,9.0,13.5,1.50,1
,Team Totals,28.0,69,93,.426,4.89,162,162,159,3,1,32,1446.2,1568,860,786,210,535,42,1044,45,4,32,6332,86,4.67,1.454,9.8,1.3,3.3,6.5,1.95,1
,Rank in 14 AL teams,,12,3,,14,,,,11,12,12,10 ,14,14,14,14,11,,12,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
