Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Jhoulys Chacin,23,11,14,.440,3.62,31,31,0,2,1,0,194.0,168,87,78,20,87,1,150,4,0,7,827,126,4.23,1.314,7.8,0.9,4.0,7.0,1.72,1
SP,Jason Hammel,28,7,13,.350,4.76,32,27,2,0,0,1,170.1,175,100,90,21,68,3,94,6,1,8,739,96,4.83,1.427,9.2,1.1,3.6,5.0,1.38,1
SP,Ubaldo Jimenez,27,6,9,.400,4.46,21,21,0,2,1,0,123.0,118,68,61,10,51,5,118,7,0,6,532,102,3.58,1.374,8.6,0.7,3.7,8.6,2.31,1
SP,Aaron Cook,32,3,10,.231,6.03,18,17,0,0,0,0,97.0,127,67,65,9,37,5,48,5,0,3,441,76,4.54,1.691,11.8,0.8,3.4,4.5,1.30,1
SP,Esmil Rogers,25,6,6,.500,7.05,18,13,1,0,0,0,83.0,110,65,65,14,47,5,63,6,1,5,404,65,5.62,1.892,11.9,1.5,5.1,6.8,1.34,1
SP,Juan Nicasio,24,4,4,.500,4.14,13,13,0,0,0,0,71.2,73,35,33,8,18,3,58,1,0,1,299,110,3.65,1.270,9.2,1.0,2.3,7.3,3.22,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Huston Street,27,1,4,.200,3.86,62,0,47,0,0,29,58.1,62,28,25,10,9,1,55,1,0,0,239,119,3.88,1.217,9.6,1.5,1.4,8.5,6.11,1
RP,Matt Belisle,31,10,4,.714,3.25,74,0,10,0,0,0,72.0,77,33,26,5,14,3,58,4,0,2,301,141,3.07,1.264,9.6,0.6,1.8,7.3,4.14,1
RP,Rafael Betancourt,36,2,0,1.000,2.89,68,0,24,0,0,8,62.1,46,21,20,7,8,0,73,0,2,1,237,158,2.53,0.866,6.6,1.0,1.2,10.5,9.13,1
RP,Matt Lindstrom,31,2,2,.500,3.00,63,0,16,0,0,2,54.0,52,21,18,3,14,4,36,2,0,2,226,152,3.30,1.222,8.7,0.5,2.3,6.0,2.57,1
RP,Matt Reynolds*,26,1,2,.333,4.09,73,0,9,0,0,0,50.2,48,24,23,10,18,5,50,0,2,5,211,112,4.68,1.303,8.5,1.8,3.2,8.9,2.78,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jorge De La Rosa*,30,5,2,.714,3.51,10,10,0,1,0,0,59.0,48,25,23,4,22,0,52,2,1,6,245,130,3.36,1.186,7.3,0.6,3.4,7.9,2.36,1
,Clayton Mortensen,26,2,4,.333,3.86,16,6,6,0,0,0,58.1,55,30,25,9,24,2,30,2,0,3,244,119,5.34,1.354,8.5,1.4,3.7,4.6,1.25,1
,Kevin Millwood,36,4,3,.571,3.98,9,9,0,0,0,0,54.1,58,26,24,9,8,0,36,0,0,2,222,115,4.29,1.215,9.6,1.5,1.3,6.0,4.50,1
,Rex Brothers*,23,1,2,.333,2.88,48,0,6,0,0,1,40.2,33,14,13,4,20,2,59,0,0,2,172,159,2.88,1.303,7.3,0.9,4.4,13.1,2.95,1
,Alex White,22,2,4,.333,8.42,7,7,0,0,0,0,36.1,48,35,34,12,16,1,24,4,0,5,171,54,7.65,1.761,11.9,3.0,4.0,5.9,1.50,1
,Greg Reynolds,25,3,0,1.000,6.19,13,3,3,0,0,0,32.0,40,22,22,6,10,2,18,1,0,1,144,74,5.37,1.563,11.3,1.7,2.8,5.1,1.80,1
,Edgmer Escalona,24,0,0,,1.75,14,0,5,0,0,0,25.2,17,5,5,3,7,2,14,0,0,0,99,263,4.27,0.935,6.0,1.1,2.5,4.9,2.00,1
,Drew Pomeranz*,22,2,1,.667,5.40,4,4,0,0,0,0,18.1,19,11,11,0,5,0,13,1,0,1,77,86,2.59,1.309,9.3,0.0,2.5,6.4,2.60,1
,Josh Roenicke,28,0,0,,3.78,19,0,6,0,0,0,16.2,14,7,7,1,7,1,12,1,0,1,68,123,3.81,1.260,7.6,0.5,3.8,6.5,1.71,1
,Felipe Paulino,27,0,4,.000,7.36,18,0,8,0,0,0,14.2,23,12,12,3,7,0,14,0,0,1,68,63,5.21,2.045,14.1,1.8,4.3,8.6,2.00,1
,Franklin Morales*,25,0,1,.000,3.86,14,0,4,0,0,0,14.0,10,6,6,2,8,1,11,0,0,1,59,121,5.03,1.286,6.4,1.3,5.1,7.1,1.38,1
,Eric Stults*,31,0,0,,6.00,6,0,2,0,0,0,12.0,11,8,8,4,4,1,7,1,0,0,53,78,7.44,1.250,8.3,3.0,3.0,5.3,1.75,1
,J.C. Romero*,35,1,0,1.000,4.32,12,0,2,0,0,0,8.1,12,7,4,1,3,0,9,0,0,0,41,109,3.51,1.800,13.0,1.1,3.2,9.7,3.00,1
,Jim Miller,29,0,0,,2.57,6,0,4,0,0,0,7.0,3,2,2,0,4,0,5,0,0,0,29,185,3.31,1.000,3.9,0.0,5.1,6.4,1.25,1
,Matt Daley,29,0,0,,10.50,7,0,0,0,0,0,6.0,8,7,7,1,2,0,7,0,0,0,27,46,3.86,1.667,12.0,1.5,3.0,10.5,3.50,1
,Alan Johnson,27,0,0,,9.00,1,1,0,0,0,0,4.0,6,5,4,0,3,0,3,0,0,1,20,55,3.78,2.250,13.5,0.0,6.8,6.8,1.00,1
,Bruce Billings,25,0,0,,4.50,1,0,1,0,0,0,2.0,5,1,1,0,0,0,0,0,0,1,9,118,3.03,2.500,22.5,0.0,0.0,0.0,,1
