Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Ronald Acuna Jr.,19,57,243,221,29,72,14,1,9,30,19,11,18,56,.326,.374,.520,.895,115,6,1,0,3,0,1,2017,AA,ATL
Kolby Allard*,19,27,32,30,2,1,0,0,0,0,0,0,0,10,.033,.033,.033,.067,1,0,0,2,0,0,1,2017,AA,ATL
Armando Araiza,24,11,37,35,5,5,2,0,1,2,0,0,1,11,.143,.167,.286,.452,10,0,0,1,0,0,0,2017,AA,ATL
Jesse Biddle*,25,27,2,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2017,AA,ATL
Keith Curcio*,24,120,452,401,44,88,14,6,4,21,10,5,43,67,.219,.294,.314,.608,126,3,1,3,4,2,0,2017,AA,ATL
Andrew Daniel,24,10,23,21,1,2,0,0,0,0,0,0,2,8,.095,.174,.095,.269,2,0,0,0,0,0,0,2017,AA,ATL
Travis Demeritte,22,124,511,458,62,106,21,6,15,45,5,7,49,134,.231,.306,.402,.708,184,9,1,1,2,0,1,2017,AA,ATL
Carlos Franco*,25,41,165,150,20,44,7,0,11,38,0,0,14,45,.293,.358,.560,.918,84,1,1,0,0,2,0,2017,AA,ATL
Max Fried*,23,20,19,17,3,4,1,0,0,1,0,0,2,3,.235,.316,.294,.610,5,0,0,0,0,0,1,2017,AA,ATL
Stephen Gaylor*,25,21,56,50,8,9,1,0,0,2,1,1,4,9,.180,.241,.200,.441,10,1,0,2,0,0,0,2017,AA,ATL
Sal Giardina#,25,39,119,105,13,26,5,0,1,11,1,0,9,29,.248,.319,.324,.643,34,4,3,0,2,0,0,2017,AA,ATL
Luiz Gohara*,20,12,14,13,1,1,1,0,0,0,0,0,0,7,.077,.077,.154,.231,2,1,0,1,0,0,1,2017,AA,ATL
Reed Harper,26,24,69,58,2,7,1,0,0,2,0,1,6,21,.121,.209,.138,.347,8,0,1,2,2,0,0,2017,AA,ATL
Jason Hursh,25,10,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2017,AA,ATL
Levi Hyams*,27,32,97,90,4,17,1,0,0,6,0,0,4,22,.189,.237,.200,.437,18,4,2,0,1,1,0,2017,AA,ATL
Alex Jackson,21,30,120,110,12,28,4,0,5,20,0,0,10,32,.255,.317,.427,.744,47,5,0,0,0,1,1,2017,AA,ATL
Jared James*,23,113,383,340,39,95,19,6,5,34,1,2,33,61,.279,.352,.415,.767,141,2,7,0,3,2,0,2017,AA,ATL
Connor Joe,24,20,61,52,2,7,1,0,0,4,0,1,6,18,.135,.233,.154,.387,8,0,1,1,1,0,1,2017,AA,ATL
Emerson Landoni#,28,18,57,52,6,9,0,0,0,2,0,0,4,13,.173,.246,.173,.419,9,3,1,0,0,0,0,2017,AA,ATL
Connor Lien,23,119,411,374,41,70,19,2,10,34,17,4,24,160,.187,.252,.329,.581,123,2,9,3,1,0,0,2017,AA,ATL
Michael Mader*,23,35,7,3,0,0,0,0,0,1,0,0,3,3,.000,.500,.000,.500,0,0,0,1,0,0,0,2017,AA,ATL
Kris Medlen#,31,2,6,5,0,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,1,0,0,1,0,0,1,2017,AA,ATL
Joey Meneses,25,108,401,360,44,105,13,0,9,45,0,0,38,81,.292,.360,.403,.763,145,11,1,1,1,0,0,2017,AA,ATL
Dylan Moore,24,122,482,421,49,87,15,0,7,42,10,8,45,96,.207,.291,.292,.584,123,4,7,5,4,1,1,2017,AA,ATL
Jonathan Morales,22,39,143,130,8,22,4,0,1,12,0,0,7,20,.169,.221,.223,.445,29,8,2,3,1,0,0,2017,AA,ATL
Tyler Neslony*,23,43,167,144,12,28,4,0,1,14,0,1,18,27,.194,.289,.243,.532,35,2,2,1,2,1,0,2017,AA,ATL
Omar Obregon#,23,8,28,25,3,8,2,0,0,0,0,0,3,8,.320,.393,.400,.793,10,0,0,0,0,1,0,2017,AA,ATL
Joseph Odom,25,25,62,57,5,17,3,0,1,8,0,0,3,16,.298,.333,.404,.737,23,4,0,2,0,1,1,2017,AA,ATL
Wes Parsons,24,26,21,16,2,2,0,0,1,2,0,0,2,9,.125,.222,.313,.535,5,0,0,3,0,0,1,2017,AA,ATL
Evan Phillips,22,15,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2017,AA,ATL
Tyler Pike*,23,15,15,12,0,1,0,0,0,0,0,0,0,7,.083,.083,.083,.167,1,0,0,3,0,0,0,2017,AA,ATL
Dan Reynolds,26,39,6,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2017,AA,ATL
Austin Riley,20,48,203,178,28,56,9,1,8,27,2,0,20,50,.315,.389,.511,.900,91,3,3,0,2,0,1,2017,AA,ATL
Sean Rodriguez,32,3,13,12,1,1,1,0,0,0,0,0,1,6,.083,.154,.167,.321,2,0,0,0,0,0,1,2017,AA,ATL
Bradley Roney,24,15,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2017,AA,ATL
Andres Santiago,27,5,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,0,0,0,2017,AA,ATL
Kade Scivicque,24,68,255,234,19,63,11,1,3,25,0,1,16,46,.269,.319,.363,.682,85,7,2,1,2,1,0,2017,AA,ATL
Chad Sobotka,23,18,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2017,AA,ATL
Mike Soroka,19,26,34,29,1,3,1,0,0,1,0,0,1,16,.103,.133,.138,.271,4,0,0,4,0,0,1,2017,AA,ATL
Touki Toussaint,21,7,9,6,0,0,0,0,0,1,0,0,2,3,.000,.250,.000,.250,0,0,0,1,0,0,1,2017,AA,ATL
Luis Valenzuela*,23,62,251,232,26,60,15,4,2,20,4,5,12,40,.259,.304,.384,.688,89,7,4,1,2,2,0,2017,AA,ATL
Adam Walker,25,14,55,49,5,6,1,0,4,12,0,0,4,23,.122,.182,.388,.570,19,1,0,0,2,0,0,2017,AA,ATL
Devan Watts,22,20,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2017,AA,ATL
Patrick Weigel,22,7,5,4,0,1,1,0,0,0,0,0,0,2,.250,.250,.500,.750,2,0,0,1,0,0,1,2017,AA,ATL
Matt Withrow,23,10,11,8,0,0,0,0,0,0,0,0,1,2,.000,.111,.000,.111,0,0,0,2,0,0,0,2017,AA,ATL
