Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Hunter Adkins,26,15,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,0
Eric Alonzo,25,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Brian Anderson,24,87,361,311,53,78,14,3,14,55,1,1,36,71,.251,.341,.450,.791,140,10,9,0,5,0,1
Taylor Ard,27,124,413,368,36,79,21,0,12,49,3,1,31,115,.215,.291,.370,.660,136,9,10,0,4,3,0
Junior Arrojo,29,4,10,9,0,0,0,0,0,0,0,0,1,4,.000,.100,.000,.100,0,0,0,0,0,0,0
Kyle Barrett*,23,48,141,126,15,29,5,1,0,6,2,1,9,33,.230,.285,.286,.570,36,2,1,4,1,0,0
Andy Beltre,23,28,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Omar Bencomo,28,16,16,12,1,1,0,0,0,0,0,0,0,6,.083,.083,.083,.167,1,1,0,4,0,0,0
Justin Bour*,29,3,9,9,1,3,0,0,1,1,0,0,0,1,.333,.333,.667,1.000,6,0,0,0,0,0,1
Tyler Bremer,27,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0
James Buckelew*,25,14,4,3,1,1,0,0,0,0,0,0,1,2,.333,.500,.333,.833,1,0,0,0,0,0,0
Rehiner Cordova,23,10,18,15,1,2,0,0,0,0,0,0,3,3,.133,.278,.133,.411,2,2,0,0,0,1,0
Austin Dean,23,61,251,234,29,66,14,4,4,30,3,1,14,46,.282,.323,.427,.750,100,3,1,0,2,0,1
Chris Diaz,26,55,184,164,10,34,7,0,0,13,1,1,14,34,.207,.286,.250,.536,41,4,4,2,0,0,0
Isaac Galloway,27,10,49,42,4,17,5,0,0,3,5,2,6,8,.405,.490,.524,1.014,22,0,1,0,0,0,1
Dustin Geiger,25,37,126,114,14,24,3,0,5,17,0,0,9,38,.211,.286,.368,.654,42,4,3,0,0,0,0
Alex Glenn*,26,64,220,201,14,36,7,3,3,20,2,1,17,69,.179,.242,.289,.531,58,4,0,1,1,0,0
Severino Gonzalez,24,31,4,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,1,0,0,1,0,0,1
Joe Gunkel,25,24,26,21,0,2,0,0,0,2,0,0,2,11,.095,.174,.095,.269,2,0,0,3,0,0,0
Adeiny Hechavarria,28,3,9,9,1,2,0,0,0,0,1,0,0,0,.222,.222,.222,.444,2,0,0,0,0,0,1
Tyler Higgins,26,34,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0
Chris Hoo,25,11,23,20,0,7,0,0,0,2,0,0,3,8,.350,.435,.350,.785,7,0,0,0,0,0,0
Mike Kickham*,28,18,16,16,3,5,0,0,1,3,0,0,0,6,.313,.313,.500,.813,8,0,0,0,0,0,1
Braxton Lee*,23,60,263,214,34,63,12,0,1,21,8,2,36,48,.294,.398,.364,.763,78,1,3,7,3,4,1
Jeff Locke*,29,2,4,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,1,0,0,1
Cam Maron*,26,74,270,233,24,63,10,1,5,32,0,0,35,45,.270,.363,.386,.749,90,6,0,0,2,1,0
Chris Mazza,27,31,37,30,2,4,0,0,0,0,0,0,2,11,.133,.188,.133,.321,4,0,0,5,0,0,1
Greg Nappo*,28,9,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
James Needy,26,2,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,1,0,0,0,0,0,0
Austin Nola,27,54,197,168,21,42,7,0,2,25,3,2,25,26,.250,.352,.327,.679,55,9,2,1,1,0,1
John Norwood,24,135,539,473,68,135,17,4,19,62,4,4,59,134,.285,.367,.459,.826,217,10,4,0,3,0,0
Yefri Perez#,26,76,293,248,31,42,6,6,0,15,10,4,37,57,.169,.280,.242,.522,60,3,1,7,0,0,1
Dillon Peters*,24,9,10,7,1,0,0,0,0,0,0,0,2,6,.000,.222,.000,.222,0,0,0,1,0,0,1
Jeremias Pineda#,26,65,191,170,20,39,5,5,0,9,9,2,19,56,.229,.311,.318,.628,54,1,1,1,0,0,0
Martin Prado,33,2,5,5,0,2,1,0,0,0,0,0,0,0,.400,.400,.600,1.000,3,0,0,0,0,0,1
Trevor Richards,24,14,18,13,0,2,0,0,0,0,0,0,1,10,.154,.214,.154,.368,2,0,0,4,0,0,1
Miguel Rojas,28,2,9,7,1,1,0,0,0,0,0,0,0,1,.143,.250,.143,.393,1,1,1,1,0,0,1
Cleuluis Rondon#,23,13,44,40,3,8,3,0,0,1,1,0,1,15,.200,.214,.275,.489,11,0,0,2,1,0,0
Daniel Schlereth*,31,25,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
KC Serna,27,66,233,207,22,52,12,1,4,16,1,3,18,42,.251,.320,.377,.697,78,4,4,2,2,0,0
Matt Tomshaw,28,27,36,28,0,4,0,0,0,0,0,0,1,10,.143,.172,.143,.315,4,0,0,7,0,0,0
Cal Towey*,27,26,95,79,9,14,5,0,1,11,0,0,13,37,.177,.305,.278,.584,22,2,2,0,1,0,0
David Vidal,27,107,432,376,53,107,26,1,10,41,1,0,45,70,.285,.365,.439,.804,165,11,4,5,2,5,0
Rodrigo Vigil,24,26,93,85,6,26,3,0,0,6,0,0,4,14,.306,.352,.341,.693,29,5,2,2,0,0,0
Alex Yarbrough#,25,111,406,364,32,84,14,5,4,30,4,0,32,105,.231,.294,.330,.623,120,4,2,4,4,1,0
