Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Nick Additon,29,5,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,0
Yency Almonte#,23,14,18,17,0,1,1,0,0,1,0,0,0,7,.059,.059,.118,.176,2,0,0,1,0,0,1
Steve Ascher*,23,9,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Huascar Brazoban,27,24,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0
Stephen Cardullo,29,41,151,128,17,25,5,1,4,17,1,0,22,22,.195,.318,.344,.662,44,4,1,0,0,2,1
Omar Carrizales*,22,120,492,432,47,107,20,5,5,41,12,12,48,96,.248,.328,.352,.680,152,8,5,4,3,1,0
Ryan Castellani,21,27,23,18,1,3,0,0,0,1,0,0,1,8,.167,.211,.167,.377,3,0,0,4,0,0,1
Juan Ciriaco,26,33,99,92,5,18,2,0,2,9,3,2,3,15,.196,.219,.283,.501,26,2,0,3,1,0,0
Collin Ferguson*,24,24,75,67,5,12,2,2,2,7,0,0,7,22,.179,.267,.358,.625,24,2,1,0,0,0,0
Parker French*,24,24,27,24,2,4,1,0,0,2,0,0,1,7,.167,.200,.208,.408,5,0,0,2,0,0,0
Joshua Fuentes,24,122,450,414,48,127,28,7,15,72,8,5,24,92,.307,.352,.517,.869,214,4,6,4,2,1,1
Ashley Graeter,27,95,380,348,42,86,17,1,10,38,7,4,23,70,.247,.301,.388,.688,135,9,4,4,1,4,0
Sam Howard,24,9,6,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,1,0,0,1,0,0,1
Luis Jean,22,62,146,136,13,29,3,1,0,11,6,3,6,20,.213,.250,.250,.500,34,3,1,2,1,1,0
Emerson Jimenez#,22,23,63,55,4,7,0,1,0,0,5,0,6,20,.127,.213,.164,.377,9,0,0,2,0,0,0
Johendi Jiminian,24,18,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
DJ Johnson*,27,43,3,2,0,1,1,0,0,0,0,0,1,1,.500,.667,1.000,1.667,2,0,0,0,0,0,1
Will Lamb*,26,10,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Ryan McMahon*,22,49,205,181,28,59,16,2,6,32,7,0,20,39,.326,.390,.536,.926,97,3,1,0,3,2,1
Ryan Metzler,24,17,48,44,6,11,1,0,0,6,1,2,3,15,.250,.292,.273,.564,12,1,0,0,1,0,0
Brian Mundell,23,52,203,172,30,52,12,0,3,19,1,1,25,26,.302,.394,.424,.819,73,3,3,0,3,0,0
Troy Neiman,26,35,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Luis Alberto Niebla,26,15,8,5,0,1,1,0,0,0,0,0,0,2,.200,.200,.400,.600,2,0,0,3,0,0,0
Dom Nunez*,22,95,364,297,37,60,10,1,11,28,7,1,53,83,.202,.335,.354,.689,105,0,8,3,3,2,1
Anthony Phillips,27,99,314,287,22,60,9,0,4,24,2,6,21,73,.209,.265,.282,.548,81,11,1,5,0,4,0
Matt Pierpont,26,30,12,11,2,5,3,0,0,1,0,0,0,0,.455,.455,.727,1.182,8,0,0,1,0,0,0
Correlle Prime,23,91,297,272,31,74,7,2,8,29,2,9,22,90,.272,.333,.401,.734,109,2,3,0,0,3,0
Luis Ramirez,24,4,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Brendan Rodgers,20,38,164,150,20,39,5,0,6,17,0,2,8,36,.260,.323,.413,.737,62,6,6,0,0,0,1
Craig Schlitter,25,9,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,0
Elvin Soto#,25,6,17,16,0,1,1,0,0,2,0,0,1,4,.063,.118,.125,.243,2,0,0,0,0,0,0
Dillon Thomas*,24,83,302,271,33,62,14,1,6,37,9,5,23,101,.229,.301,.354,.656,96,1,6,0,2,1,1
Jan Vazquez#,26,62,224,187,28,54,7,1,6,34,3,3,25,48,.289,.393,.433,.826,81,2,7,5,0,0,0
Konner Wade*,25,33,4,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,1,0,0,1
Drew Weeks,24,128,523,470,69,115,22,2,17,63,13,14,41,114,.245,.313,.409,.721,192,8,7,2,3,1,0
Max White*,23,113,430,371,55,90,22,4,7,24,24,13,52,118,.243,.336,.380,.716,141,5,1,4,2,0,0
Austin Wright*,27,7,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Jack Wynkoop*,23,24,22,17,3,3,0,0,0,0,0,0,2,3,.176,.263,.176,.440,3,0,0,3,0,0,0
