Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Adam Bernero,22,8,4,.667,2.54,15,15,0,2,1,0,95.2,75,36,27,8,23,0,80,4,3,3,386,1.024,7.1,0.8,2.2,7.5,3.48,,1
Steve Bess,22,1,1,.500,0.93,12,0,7,0,0,3,19.1,12,2,2,0,7,0,23,0,0,1,76,0.983,5.6,0.0,3.3,10.7,3.29,,0
Sean Buller*,23,10,10,.500,4.94,31,17,2,2,0,0,120.1,133,78,66,11,55,1,72,5,0,9,528,1.562,9.9,0.8,4.1,5.4,1.31,,0
Nate Cornejo,19,9,11,.450,3.71,28,28,0,4,1,0,174.2,173,87,72,4,67,0,125,12,5,11,750,1.374,8.9,0.2,3.5,6.4,1.87,,1
Jason Frasor,21,2,1,.667,2.63,4,4,0,1,1,0,24.0,17,10,7,2,9,0,33,2,3,0,97,1.083,6.4,0.8,3.4,12.4,3.67,,1
Laz Gutierrez*,23,2,1,.667,4.66,35,0,17,0,0,1,46.1,50,26,24,5,40,0,49,1,0,3,220,1.942,9.7,1.0,7.8,9.5,1.23,,0
Shane Heams,23,5,4,.556,2.35,51,0,30,0,0,10,69.0,41,26,18,1,39,2,101,1,1,15,294,1.159,5.3,0.1,5.1,13.2,2.59,,0
Tim Kalita*,20,4,1,.800,4.18,9,9,0,0,0,0,47.1,46,26,22,2,27,0,35,5,1,4,213,1.542,8.7,0.4,5.1,6.7,1.30,,0
Kris Keller,21,5,3,.625,2.92,49,0,28,0,0,8,77.0,63,28,25,6,36,1,87,3,2,11,324,1.286,7.4,0.7,4.2,10.2,2.42,,1
Tom Koutrouba*,21,3,2,.600,5.40,31,11,7,0,0,0,85.0,110,56,51,5,24,1,46,2,1,1,381,1.576,11.6,0.5,2.5,4.9,1.92,,0
Shane Loux,19,1,3,.250,6.27,8,8,0,0,0,0,47.1,55,39,33,5,16,1,43,8,0,4,215,1.500,10.5,1.0,3.0,8.2,2.69,,1
Bill Madson,23,1,2,.333,10.13,8,0,3,0,0,0,8.0,15,10,9,3,6,1,7,0,0,0,44,2.625,16.9,3.4,6.8,7.9,1.17,,0
Brian McGowan,22,2,5,.286,5.05,39,0,8,0,0,0,62.1,66,58,35,4,47,1,40,2,2,16,309,1.813,9.5,0.6,6.8,5.8,0.85,,0
Luis Pineda,24,0,2,.000,3.57,24,3,19,0,0,7,40.1,30,18,16,2,26,2,55,1,0,5,175,1.388,6.7,0.4,5.8,12.3,2.12,,1
Rick Roberts*,20,0,0,,12.00,1,1,0,0,0,0,3.0,5,5,4,1,2,0,1,0,0,1,16,2.333,15.0,3.0,6.0,3.0,0.50,,0
Bobby Sismondo*,22,9,12,.429,3.67,27,27,0,1,1,0,169.1,153,86,69,12,62,2,135,7,1,8,708,1.270,8.1,0.6,3.3,7.2,2.18,,0
Clint Smith,22,4,7,.364,4.23,20,14,1,0,0,0,87.1,88,60,41,6,48,0,73,8,4,13,397,1.557,9.1,0.6,4.9,7.5,1.52,,0
Andy Yount,22,2,3,.400,5.61,24,3,8,0,0,1,43.1,38,31,27,3,36,0,28,4,0,6,199,1.708,7.9,0.6,7.5,5.8,0.78,,0
18 Players,21.8,68,72,.486,4.04,140,140,130,10,9,30,1219.2,1170,682,548,80,570,12,1033,65,23,111,5332,1.427,8.6,0.6,4.2,7.6,1.81,,0
