Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jason LaRue,28,113,397,353,42,88,17,1,12,52,1,2,27,117,.249,.324,.405,.729,143,13,13,2,2,6,1
Sean Casey*,27,120,476,425,56,111,25,0,6,42,2,1,43,47,.261,.334,.362,.696,154,11,5,0,3,6,1
Todd Walker*,29,155,675,612,79,183,42,3,11,64,8,5,50,81,.299,.353,.431,.785,264,9,3,7,3,7,1
Barry Larkin,38,145,567,507,72,124,37,2,7,47,13,4,44,57,.245,.305,.367,.672,186,13,3,6,7,9,1
Aaron Boone,29,162,685,606,83,146,38,2,26,87,32,8,56,111,.241,.314,.439,.753,266,9,10,9,4,4,1
Adam Dunn*,22,158,676,535,84,133,28,2,26,71,19,9,128,170,.249,.400,.454,.854,243,8,9,1,3,13,1
Juan Encarnacion,26,83,354,321,43,89,11,2,16,51,9,4,26,63,.277,.330,.474,.804,152,7,1,3,3,0,1
Austin Kearns,22,107,435,372,66,117,24,3,13,56,6,3,54,81,.315,.407,.500,.907,186,11,6,0,3,3,1
Reggie Taylor*,25,135,311,287,41,73,15,4,9,38,11,8,14,79,.254,.291,.429,.719,123,6,2,5,3,3,1
Russell Branyan*,26,84,255,217,34,53,9,1,16,39,3,1,34,86,.244,.349,.516,.865,112,2,2,0,2,3,1
Ken Griffey Jr.*,32,70,232,197,17,52,8,0,8,23,1,2,28,39,.264,.358,.426,.784,84,6,3,0,4,6,1
Corky Miller,26,39,129,114,9,29,10,0,3,15,0,0,9,20,.254,.328,.421,.749,48,7,4,1,1,2,1
Jose Guillen,26,31,118,109,12,27,3,0,4,16,1,1,7,18,.248,.299,.385,.684,42,6,1,1,0,0,1
Kelly Stinnett,32,34,108,93,10,21,5,0,3,13,2,0,15,25,.226,.333,.376,.710,35,1,0,0,0,1,1
Ruben Mateo,24,46,94,86,11,22,6,0,2,7,0,0,6,20,.256,.319,.395,.714,34,1,2,0,0,0,1
Juan Castro,30,54,91,82,5,18,3,0,2,11,0,0,7,18,.220,.278,.329,.607,27,0,0,1,1,0,1
Wilton Guerrero#,27,59,89,78,9,19,1,1,0,4,2,1,6,13,.244,.298,.282,.580,22,1,0,5,0,0,1
Brady Clark,29,51,74,66,6,10,3,0,0,9,1,2,6,9,.152,.233,.197,.430,13,2,1,1,0,2,1
Brandon Larson,26,23,58,51,8,14,2,0,4,13,1,0,6,10,.275,.362,.549,.911,28,1,1,0,0,1,1
Travis Dawkins,23,31,55,48,2,6,2,0,0,0,2,1,6,21,.125,.222,.167,.389,8,1,0,1,0,0,1
Raul Gonzalez,28,10,25,23,4,6,1,0,0,1,2,0,2,5,.261,.320,.304,.624,7,1,0,0,0,0,1
Wily Mo Pena,20,13,18,18,1,4,0,0,1,1,0,0,0,11,.222,.222,.389,.611,7,0,0,0,0,0,1
