Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Einar Diaz,29,102,351,320,34,66,19,0,2,16,0,1,17,27,.206,.258,.284,.542,91,13,6,6,2,1,1
Jim Thome*,31,147,613,480,101,146,19,2,52,118,1,2,122,139,.304,.445,.677,1.122,325,5,5,0,6,18,1
Ricky Gutierrez,32,94,384,353,38,97,13,0,4,38,0,1,20,48,.275,.325,.346,.671,122,14,7,3,1,0,1
Omar Vizquel#,35,151,663,582,85,160,31,5,14,72,18,10,56,64,.275,.341,.418,.759,243,7,8,7,10,3,1
Travis Fryman,33,118,439,397,42,86,14,3,11,55,0,0,40,82,.217,.292,.350,.642,139,12,2,0,0,1,1
Russell Branyan*,26,50,180,161,16,33,4,0,8,17,1,2,17,65,.205,.278,.379,.657,61,3,0,0,2,0,1
Milton Bradley#,24,98,358,325,48,81,18,3,9,38,6,3,32,58,.249,.317,.406,.723,132,12,0,1,0,2,1
Matt Lawton*,30,114,484,416,71,98,19,2,15,57,8,9,59,34,.236,.342,.399,.741,166,13,8,1,0,0,1
Ellis Burks,37,138,570,518,92,156,28,0,32,91,2,3,44,108,.301,.362,.541,.903,280,13,6,1,1,3,1
John McDonald,27,93,288,264,35,66,11,3,1,12,3,0,10,50,.250,.288,.326,.614,86,4,5,7,2,0,1
Chris Magruder#,25,87,278,258,34,56,15,1,6,29,2,0,15,55,.217,.261,.353,.614,91,7,1,2,2,2,1
Karim Garcia*,26,51,205,197,29,59,8,0,16,52,0,3,6,40,.299,.317,.584,.901,115,6,0,0,2,0,1
Bill Selby*,32,65,176,159,15,34,7,2,6,21,0,1,15,27,.214,.278,.396,.675,63,4,0,0,2,2,1
Lee Stevens*,34,53,172,153,22,34,7,1,5,26,0,0,15,32,.222,.285,.379,.664,58,5,0,0,4,0,1
Coco Crisp#,22,32,143,127,16,33,9,2,1,9,4,1,11,19,.260,.314,.386,.700,49,0,0,3,2,0,1
Eddie Perez,34,42,125,117,6,25,9,0,0,4,0,0,5,25,.214,.252,.291,.543,34,6,1,2,0,0,1
Ben Broussard*,25,39,120,112,10,27,4,0,4,9,0,0,7,25,.241,.292,.384,.676,43,3,1,0,0,1,1
Brady Anderson*,38,34,101,80,4,13,4,0,1,5,4,0,18,23,.163,.327,.250,.577,20,5,2,0,1,2,1
Josh Bard#,24,24,95,90,9,20,5,0,3,12,0,0,4,13,.222,.255,.378,.633,34,6,0,1,0,0,1
Jolbert Cabrera,29,38,79,72,5,8,1,0,0,7,1,1,5,13,.111,.177,.125,.302,9,3,1,0,1,0,1
Earl Snyder,26,18,62,55,5,11,2,0,1,4,0,0,6,21,.200,.279,.291,.570,16,1,0,1,0,0,1
Greg LaRocca,29,21,60,52,12,14,3,1,0,4,1,0,6,6,.269,.367,.365,.732,19,1,2,0,0,0,1
Brandon Phillips,21,11,36,31,5,8,3,1,0,4,0,0,3,6,.258,.343,.419,.762,13,0,1,1,0,0,1
Victor Martinez#,23,12,36,32,2,9,1,0,1,5,0,0,3,2,.281,.333,.406,.740,13,1,0,0,1,0,1
Bruce Aven,30,7,21,17,1,2,0,0,0,0,1,0,4,4,.118,.286,.118,.403,2,2,0,0,0,0,1
Wil Cordero,30,6,18,18,1,4,0,0,0,1,0,0,0,3,.222,.222,.222,.444,4,1,0,0,0,0,1
Chad Allen,27,5,11,10,0,1,1,0,0,0,0,0,0,2,.100,.100,.200,.300,2,1,0,1,0,0,1
Todd Dunwoody*,27,2,7,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,1,0,0,1
