Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Brian Dozier,22,53,248,218,38,77,17,0,0,14,3,0,23,26,.353,.417,.431,.848,94,4,3,1,3,0,1
Jhon Goncalves,20,49,187,172,27,44,7,0,4,20,7,4,11,55,.256,.303,.366,.669,63,1,1,2,1,0,0
Mike Gonzales*,21,56,239,214,42,65,11,1,8,43,0,1,21,64,.304,.364,.477,.841,102,5,1,0,3,0,0
Chris Herrmann*,21,59,277,236,45,70,14,1,7,30,2,2,33,40,.297,.391,.453,.845,107,4,5,1,2,1,1
Anderson Hidalgo,20,50,205,175,34,51,13,0,6,26,2,3,25,38,.291,.379,.469,.848,82,3,1,2,2,1,0
Paul-Michael Klingsberg*,21,27,113,100,20,32,10,1,2,15,0,0,11,27,.320,.384,.500,.884,50,3,0,1,1,0,0
Tyler Ladendorf,21,17,74,61,18,25,7,0,4,17,1,0,11,7,.410,.500,.721,1.221,44,0,1,0,1,0,1
Herbert Lara#,21,44,163,147,18,32,2,2,4,17,2,0,12,17,.218,.288,.340,.628,50,3,3,0,1,0,0
Steve Liddle*,21,13,59,50,14,18,2,0,2,5,0,0,8,11,.360,.441,.520,.961,26,1,0,0,1,0,0
Derek McCallum*,21,57,260,228,38,55,11,3,5,38,1,1,23,55,.241,.310,.382,.692,87,4,2,2,5,1,0
Buddy Munroe,21,15,69,64,4,7,3,0,1,8,0,0,3,20,.109,.147,.203,.350,13,0,0,1,1,0,0
Josmil Pinto,20,53,230,205,34,68,14,2,13,55,0,1,19,39,.332,.387,.610,.997,125,6,2,0,4,2,1
Danny Rams,20,16,72,62,19,22,7,1,6,23,0,0,8,22,.355,.444,.790,1.235,49,2,2,0,0,1,0
Dan Rohlfing,20,32,130,113,17,27,6,2,1,14,1,0,15,26,.239,.323,.354,.677,40,4,0,0,2,0,0
Tobias Streich,21,50,210,189,38,42,13,0,10,37,0,0,15,37,.222,.287,.450,.737,85,4,3,1,2,0,0
Reggie Williams*,20,43,173,156,27,39,8,2,7,25,0,1,13,30,.250,.316,.462,.777,72,3,2,2,0,1,0
