Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Chase Adkins,23,0,4,.000,2.22,14,0,12,0,0,3,24.1,16,13,6,2,7,0,27,0,0,1,101,0.945,5.9,0.7,2.6,10.0,3.86,,0
Galvi Agramonte,20,1,0,1.000,2.03,5,0,0,0,0,0,13.1,8,6,3,0,5,0,15,1,0,1,57,0.975,5.4,0.0,3.4,10.1,3.00,,0
Miguel Almonte,25,0,0,,0.00,1,1,0,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,4,1.000,9.0,0.0,0.0,18.0,,,1
Luis Alvarado,21,0,1,.000,4.50,2,0,0,0,0,0,4.0,2,2,2,0,4,2,7,0,0,1,19,1.500,4.5,0.0,9.0,15.8,1.75,,0
Christian Aragon*,21,0,2,.000,3.07,8,0,5,0,0,0,14.2,14,7,5,0,5,1,19,1,0,3,64,1.295,8.6,0.0,3.1,11.7,3.80,,0
Kiber Arvelaez,20,0,1,.000,13.11,11,0,1,0,0,0,11.2,21,17,17,1,13,0,8,3,1,4,68,2.914,16.2,0.8,10.0,6.2,0.62,,0
Greg Belton,25,0,0,,7.11,5,0,1,0,0,0,6.1,4,5,5,0,5,0,10,0,0,0,28,1.421,5.7,0.0,7.1,14.2,2.00,,0
Brett Bond,22,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.000,0.0,0.0,0.0,0.0,,,0
Ty Buttrey,25,0,0,,0.00,1,1,0,0,0,0,1.0,0,0,0,0,0,0,3,0,0,0,3,0.000,0.0,0.0,0.0,27.0,,,1
Clayton Chatham,23,0,0,,5.40,12,0,4,0,0,0,21.2,18,15,13,1,14,0,26,3,0,3,98,1.477,7.5,0.4,5.8,10.8,1.86,,0
Tanner Chock,21,0,1,.000,4.70,5,0,2,0,0,0,7.2,7,5,4,1,3,0,9,0,0,1,34,1.304,8.2,1.2,3.5,10.6,3.00,,0
Dazon Cole,22,0,0,,5.40,2,0,0,0,0,0,5.0,5,4,3,1,1,0,9,0,0,1,23,1.200,9.0,1.8,1.8,16.2,9.00,,0
Adrian De Horta,23,0,0,,5.40,2,2,0,0,0,0,5.0,6,6,3,1,1,0,6,3,0,1,24,1.400,10.8,1.8,1.8,10.8,6.00,,0
Yoel De Leon*,20,2,3,.400,4.30,11,4,1,0,0,0,37.2,41,26,18,1,14,0,32,1,2,4,173,1.460,9.8,0.2,3.3,7.6,2.29,,0
Cody Eckerson*,23,1,2,.333,4.86,8,0,2,0,0,0,16.2,16,11,9,1,11,0,18,0,0,1,78,1.620,8.6,0.5,5.9,9.7,1.64,,0
Greyfer Eregua,24,0,0,,0.00,4,2,1,0,0,0,6.0,2,1,0,0,1,0,4,0,0,0,22,0.500,3.0,0.0,1.5,6.0,4.00,,0
Sadrac Franco,18,1,1,.500,4.94,12,3,1,0,0,1,31.0,30,20,17,1,19,0,32,0,1,10,143,1.581,8.7,0.3,5.5,9.3,1.68,,0
