Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB,Year,Level,Org
Jason Benham*,23,7,24,21,1,2,2,0,0,3,0,0,3,6,.095,.208,.190,.399,4,0,0,0,0,1,,0,1999,A,BAL
Larry Bigbie*,21,43,197,165,18,46,7,3,2,27,3,1,29,42,.279,.381,.394,.775,65,4,0,0,3,0,,1,1999,A,BAL
Juan Bonilla,21,6,12,11,1,3,0,0,0,0,0,0,1,4,.273,.333,.273,.606,3,1,0,0,0,0,,0,1999,A,BAL
Napoleon Calzado,22,6,19,18,2,5,1,0,0,1,0,0,0,4,.278,.263,.333,.596,6,1,0,0,1,0,,1,1999,A,BAL
Craig Daedelow,23,45,203,160,28,50,3,2,0,21,1,3,35,26,.313,.438,.356,.794,57,3,3,2,3,0,,0,1999,A,BAL
Ashanti Davison,20,53,210,170,20,27,5,0,1,13,8,6,31,45,.159,.313,.206,.518,35,7,7,2,0,0,,0,1999,A,BAL
Delino DeShields*,30,2,8,7,1,2,0,0,1,2,0,1,1,1,.286,.375,.714,1.089,5,0,0,0,0,0,,1,1999,A,BAL
Maikell Diaz,20,91,381,322,45,89,8,3,2,34,31,15,42,68,.276,.378,.339,.716,109,9,11,5,1,0,,0,1999,A,BAL
Rick Elder*,19,11,47,36,7,3,0,0,2,4,0,0,10,15,.083,.283,.250,.533,9,0,0,1,0,1,,0,1999,A,BAL
Jimmy Escalante#,22,45,164,141,15,27,4,0,2,14,0,0,20,45,.191,.305,.262,.567,37,3,3,0,0,0,,0,1999,A,BAL
Derrick Gutierrez,20,30,108,103,12,27,6,0,1,14,1,1,3,28,.262,.296,.350,.646,36,3,2,0,0,0,,0,1999,A,BAL
Mack Haman,23,68,269,246,27,54,9,4,3,37,4,2,14,67,.220,.280,.325,.605,80,6,7,1,1,1,,0,1999,A,BAL
Joey Hammond,21,21,94,81,10,21,1,2,1,7,0,0,13,22,.259,.362,.358,.720,29,4,0,0,0,0,,0,1999,A,BAL
Willie Harris*,21,66,301,272,42,72,13,3,2,32,17,11,20,41,.265,.313,.357,.670,97,4,1,4,4,0,,1,1999,A,BAL
Corey Hoch,23,36,142,115,7,24,2,0,0,12,0,2,23,27,.209,.355,.226,.581,26,2,3,1,0,0,,0,1999,A,BAL
Daren Hooper,22,24,95,90,13,22,7,2,0,5,0,1,3,30,.244,.284,.367,.651,33,6,2,0,0,0,,0,1999,A,BAL
Eric Johnson,19,11,54,47,5,11,5,0,0,7,1,2,6,15,.234,.333,.340,.674,16,1,1,0,0,0,,0,1999,A,BAL
Mike Lopez-Cao*,23,2,8,6,2,1,0,0,1,3,0,0,1,0,.167,.250,.667,.917,4,0,0,0,1,0,,0,1999,A,BAL
Tom McGee,24,71,263,218,37,59,16,2,4,27,0,4,34,52,.271,.372,.417,.789,91,5,4,2,5,2,,0,1999,A,BAL
Ntema Ndungidi*,20,64,271,217,33,42,8,2,0,24,18,2,49,54,.194,.348,.249,.597,54,7,3,1,1,2,,0,1999,A,BAL
Regino Nolasco,19,23,68,59,10,7,0,0,0,6,1,1,5,16,.119,.197,.119,.316,7,1,1,2,1,0,,0,1999,A,BAL
Corey Price#,22,22,92,82,8,20,4,0,0,9,0,0,8,24,.244,.308,.293,.600,24,2,0,1,1,0,,0,1999,A,BAL
Matt Purkiss*,23,107,430,366,44,77,15,0,11,46,0,0,57,124,.210,.326,.342,.667,125,8,6,0,1,0,,0,1999,A,BAL
Tim Raines Jr.,19,117,496,415,80,103,24,8,2,49,49,16,71,130,.248,.359,.359,.718,149,1,3,3,4,1,,1,1999,A,BAL
Keith Reed,20,61,269,240,36,62,14,3,4,25,3,2,22,53,.258,.326,.392,.718,94,4,3,2,2,0,,1,1999,A,BAL
Matt Riordan,21,54,237,204,22,59,12,4,3,38,6,5,24,46,.289,.373,.431,.804,88,0,5,1,3,2,,0,1999,A,BAL
Brian Roberts#,21,47,201,167,22,40,12,1,0,21,17,5,27,42,.240,.347,.323,.670,54,0,1,5,1,0,,1,1999,A,BAL
Brock Rumfield,23,119,485,421,60,96,13,1,4,56,3,0,47,101,.228,.314,.292,.606,123,13,7,7,3,1,,0,1999,A,BAL
Brian Rust,24,21,87,77,11,20,9,1,1,16,0,0,6,27,.260,.302,.442,.744,34,5,0,1,3,1,,0,1999,A,BAL
Mike Seestedt,21,27,95,80,8,21,3,0,0,3,0,0,10,20,.263,.344,.300,.644,24,1,0,5,0,0,,0,1999,A,BAL
