Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Frank Anderson,23,38,141,129,15,25,4,0,4,11,0,2,8,52,.194,.257,.318,.575,41,4,3,1,0,1,,0
B.J. Barns*,21,52,202,174,16,40,8,4,6,25,5,3,25,47,.230,.333,.425,.759,74,5,2,1,0,0,,0
Billy Bone,23,7,29,20,7,4,2,0,1,3,0,0,7,6,.200,.429,.450,.879,9,1,1,1,0,0,,0
Kurt Bultmann,22,13,54,45,4,16,2,0,0,9,1,1,6,4,.356,.423,.400,.823,18,3,0,2,1,0,,0
Antonio Caballero*,20,13,41,38,3,3,0,0,0,2,0,1,3,13,.079,.146,.079,.225,3,0,0,0,0,0,,0
Ambioris Cleto,19,24,84,66,6,7,1,0,0,6,0,2,17,23,.106,.289,.121,.410,8,1,0,1,0,0,,0
Humberto Cota,20,37,156,133,28,36,11,2,2,20,3,1,21,20,.271,.365,.429,.794,57,0,0,0,2,1,,1
J.J. Davis,20,86,367,317,58,84,26,1,19,65,2,5,44,99,.265,.360,.533,.893,169,3,4,0,2,3,,1
Diogenes Diaz,20,13,41,39,1,8,2,0,0,1,0,0,1,12,.205,.225,.256,.481,10,1,0,1,0,0,,0
Jeremy Harts#,19,22,80,68,8,9,1,0,0,1,1,0,10,24,.132,.253,.147,.400,10,1,1,1,0,0,,0
Jay Hobbs*,24,124,498,409,60,103,22,1,21,73,5,5,75,116,.252,.367,.465,.832,190,8,3,5,6,0,,0
J.R. House,19,4,11,11,1,3,0,0,0,0,0,0,0,3,.273,.273,.273,.545,3,0,0,0,0,0,,1
Justin Martin#,23,23,104,85,14,25,1,0,0,5,12,2,17,19,.294,.417,.306,.723,26,0,1,1,0,0,,0
Keith Maxwell,24,62,234,206,26,54,11,1,8,39,2,2,19,49,.262,.350,.442,.792,91,3,9,0,0,0,,0
Delvi Perez,19,25,97,83,13,17,4,0,2,9,2,0,14,26,.205,.320,.325,.645,27,0,0,0,0,0,,0
Mike Piercy*,23,8,23,18,7,3,0,0,0,0,1,1,3,2,.167,.318,.167,.485,3,0,1,1,0,0,,0
Jon Prieto#,19,61,272,244,42,74,9,1,1,21,10,7,22,55,.303,.364,.361,.725,88,4,2,3,1,0,,0
Brian Ralph*,23,16,56,48,7,8,3,0,0,2,3,2,6,8,.167,.273,.229,.502,11,0,1,1,0,0,,0
Jose Reyes,26,23,88,80,11,22,4,1,5,15,3,1,4,18,.275,.341,.538,.878,43,3,4,0,0,0,,0
Ben Risinger,24,124,512,449,56,112,20,3,4,44,2,4,39,80,.249,.324,.334,.658,150,12,12,9,3,0,,0
Carlos Rivera*,21,119,487,457,63,147,30,1,13,86,2,1,15,45,.322,.355,.477,.832,218,13,11,0,4,2,,1
Rolando Segura,20,40,156,142,23,43,8,0,6,21,0,3,12,30,.303,.365,.486,.851,69,3,2,0,0,0,,0
Jason Shelley,22,20,58,54,8,14,2,0,1,6,0,1,1,14,.259,.276,.352,.628,19,0,1,0,2,0,,0
Shaun Skrehot,23,115,493,461,53,108,17,5,1,37,12,8,16,72,.234,.265,.299,.565,138,8,5,7,4,0,,0
Jovanny Sosa,19,108,451,402,61,84,16,1,22,53,2,2,37,145,.209,.286,.418,.704,168,9,8,0,4,1,,0
Rico Washington*,21,76,349,287,70,102,15,1,13,50,5,1,48,45,.355,.453,.551,1.003,158,4,8,0,6,7,,1
Paul Weichard#,19,89,348,316,44,71,7,3,5,37,23,7,28,92,.225,.288,.313,.601,99,4,0,4,0,0,,0
