Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Derrick Bly,24,63,234,220,36,65,14,4,4,29,1,1,9,48,.295,.329,.450,.779,99,8,3,0,2,0,0
Hee-Seop Choi*,20,79,344,290,71,93,18,6,18,70,2,1,50,68,.321,.422,.610,1.032,177,8,2,0,2,0,1
Henry De La Cruz,22,71,243,209,26,45,14,0,6,31,7,4,29,75,.215,.318,.368,.687,77,6,3,1,1,0,0
Chris Dorsett,24,57,173,130,20,30,8,0,2,19,2,2,37,24,.231,.395,.338,.734,44,7,1,1,4,0,0
Nate Frese,21,107,445,373,68,99,27,4,4,49,10,4,58,67,.265,.365,.391,.756,146,13,5,1,8,2,0
Pete Fukuhara,23,60,269,235,39,73,19,2,11,40,7,5,24,31,.311,.383,.549,.932,129,3,5,3,2,1,0
Franklin German,19,84,315,281,49,68,12,2,5,31,12,4,23,75,.242,.312,.352,.664,99,3,7,1,3,0,0
Jeff Goldbach,19,112,475,399,82,108,27,3,18,72,1,4,64,66,.271,.377,.489,.866,195,5,7,0,5,2,0
Matt Griffin,23,5,12,11,0,2,1,0,0,1,0,0,1,4,.182,.250,.273,.523,3,0,0,0,0,0,0
Doug Hall*,24,33,108,90,16,25,8,0,2,18,3,2,16,23,.278,.380,.433,.813,39,3,0,0,2,1,0
David Kelton,19,124,553,509,75,137,17,4,13,68,22,9,39,121,.269,.322,.395,.717,201,11,2,0,3,1,1
Matt Mauck*,20,107,352,298,37,66,9,4,8,59,2,1,45,100,.221,.336,.359,.695,107,5,7,1,1,0,0
Tydus Meadows,21,126,530,449,80,135,32,6,17,74,18,10,66,85,.301,.400,.512,.912,230,13,11,0,4,2,0
Mikel Moreno,22,5,19,19,1,3,0,1,1,2,1,0,0,2,.158,.158,.421,.579,8,0,0,0,0,0,0
Ibrahim Navarro,19,55,176,156,19,31,7,1,1,18,2,0,15,39,.199,.273,.276,.548,43,7,2,0,3,0,0
Corey Patterson*,19,112,509,475,94,152,35,17,20,79,33,9,25,85,.320,.358,.592,.949,281,5,5,0,4,1,1
Juan Pinero#,21,27,101,82,19,24,5,0,1,8,1,2,13,14,.293,.410,.390,.800,32,0,4,1,1,0,0
Tony Schrager,22,122,509,392,83,106,31,4,16,73,8,3,103,101,.270,.421,.492,.914,193,8,5,1,8,2,0
Andrew Vessel,24,13,56,52,7,16,4,2,0,11,1,0,2,3,.308,.339,.462,.801,24,3,1,0,1,0,0
