Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Carlos Acevedo,20,56,201,188,22,53,10,0,1,19,7,2,11,30,.282,.318,.351,.669,66,3,0,0,2,0,,0
Rob Avila,20,3,9,9,1,2,1,0,0,0,0,0,0,4,.222,.222,.333,.556,3,0,0,0,0,0,,0
Shomari Beverly,21,50,187,173,18,34,7,0,6,12,4,2,11,62,.197,.253,.341,.594,59,1,2,1,0,0,,0
Brian Bush,22,38,142,129,12,30,3,0,0,7,4,5,7,32,.233,.298,.256,.554,33,0,5,1,0,0,,0
Shayne Carnes*,22,106,426,396,45,106,28,0,10,55,1,1,26,78,.268,.315,.414,.729,164,18,2,0,2,1,,0
Uriel Casillas,23,73,283,225,30,51,11,2,0,20,4,5,48,33,.227,.377,.293,.671,66,7,7,2,1,0,,0
Ryan Cody,21,1,4,3,1,1,0,0,0,0,0,0,1,1,.333,.500,.333,.833,1,0,0,0,0,0,,0
Jerry Connell,21,31,121,109,9,26,9,1,3,15,1,1,10,46,.239,.306,.422,.728,46,0,1,0,1,0,,0
Carlos Duncan,22,73,308,276,41,60,15,3,11,40,15,4,19,88,.217,.283,.413,.696,114,4,8,1,4,0,,0
Nate Espy,21,83,345,295,37,75,18,2,11,38,3,1,48,56,.254,.359,.441,.800,130,7,1,0,1,2,,0
Alex Fajardo,23,118,515,444,66,108,16,6,6,43,44,10,52,91,.243,.329,.347,.676,154,7,6,10,3,0,,0
Alejandro Giron,20,99,410,387,43,111,15,6,8,59,12,6,15,75,.287,.316,.419,.735,162,8,3,2,3,0,,0
Carlos Guzman*,21,16,52,49,5,8,2,0,0,5,2,0,3,17,.163,.212,.204,.416,10,0,0,0,0,0,,0
Buzz Hannahan,23,22,71,65,5,8,0,0,0,3,3,1,6,12,.123,.197,.123,.320,8,0,0,0,0,0,,0
Takehito Ishida,20,10,34,33,2,8,1,1,0,0,0,1,1,7,.242,.265,.333,.598,11,0,0,0,0,0,,0
Jason Johnson,21,111,484,447,51,118,21,5,1,31,27,11,22,61,.264,.309,.340,.649,152,7,8,5,2,0,,0
Anderson Machado#,18,20,69,60,7,14,4,2,0,7,2,1,7,20,.233,.324,.367,.690,22,0,1,1,0,0,,1
Jorge Padilla,19,44,178,168,13,35,10,1,3,17,0,0,5,44,.208,.247,.333,.581,56,5,4,0,1,0,,1
Wil Polidor#,25,26,98,95,7,21,3,1,0,7,0,1,2,15,.221,.237,.274,.511,26,1,0,1,0,0,,0
Ambiorix Reyes,21,78,277,257,30,63,7,3,0,15,14,5,11,23,.245,.292,.296,.588,76,5,6,3,0,0,,0
Juan Richardson,20,4,14,12,0,2,1,0,0,2,0,0,1,5,.167,.231,.250,.481,3,1,0,1,0,0,,0
Jeremy Salazar,23,98,384,345,37,87,17,0,10,36,1,0,27,90,.252,.316,.388,.704,134,9,7,1,4,0,,0
Eric Schreimann,24,78,296,257,35,62,10,5,12,37,1,1,16,77,.241,.329,.459,.788,118,5,19,1,3,0,,0
Jerry Valdez,25,39,141,126,11,28,5,0,2,13,0,0,11,26,.222,.286,.310,.595,39,2,1,1,2,1,,0
