Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Alfredo Aceves,25,2,2,.500,1.80,7,7,0,1,1,0,50.0,37,10,10,3,6,0,35,0,0,1,184,0.860,6.7,0.5,1.1,6.3,5.83,,1
Wilkins Arias*,27,0,0,,5.93,11,0,3,0,0,0,13.2,14,9,9,1,11,0,16,1,0,1,65,1.829,9.2,0.7,7.2,10.5,1.45,,0
Brian Bruney,26,0,1,.000,3.86,2,1,0,0,0,0,2.1,2,2,1,0,2,0,2,0,0,0,10,1.714,7.7,0.0,7.7,7.7,1.00,,1
Anthony Claggett,23,4,2,.667,2.15,29,0,14,0,0,9,58.2,52,17,14,1,30,2,55,1,0,2,257,1.398,8.0,0.2,4.6,8.4,1.83,,1
Phil Coke*,25,9,4,.692,2.51,23,20,1,1,1,0,118.1,105,39,33,7,39,1,115,0,0,1,484,1.217,8.0,0.5,3.0,8.7,2.95,,1
J.B. Cox,24,0,0,,1.35,5,0,4,0,0,1,6.2,3,1,1,0,2,0,6,0,0,1,25,0.750,4.1,0.0,2.7,8.1,3.00,,0
Mike Dunn*,23,1,0,1.000,0.00,1,0,0,0,0,0,1.2,1,0,0,0,1,0,2,0,0,0,7,1.200,5.4,0.0,5.4,10.8,2.00,,1
Christian Garcia,22,0,0,,3.38,1,0,0,0,0,0,5.1,4,2,2,0,6,0,5,0,0,0,25,1.875,6.8,0.0,10.1,8.4,0.83,,1
Mike Gardner,27,3,5,.375,5.60,33,3,12,0,0,5,53.0,53,38,33,7,41,1,50,2,0,7,249,1.774,9.0,1.2,7.0,8.5,1.22,,0
Eric Hacker,25,7,4,.636,2.76,17,17,0,0,0,0,91.1,83,33,28,3,28,1,84,5,1,4,375,1.215,8.2,0.3,2.8,8.3,3.00,,1
Bo Hall,27,2,2,.500,2.93,21,0,14,0,0,2,30.2,24,11,10,5,10,1,26,0,0,2,124,1.109,7.0,1.5,2.9,7.6,2.60,,0
Steven Jackson,26,1,3,.250,5.74,15,0,6,0,0,2,31.1,28,20,20,2,12,1,37,1,0,0,129,1.277,8.0,0.6,3.4,10.6,3.08,,1
Jason Jones,25,13,7,.650,3.33,25,25,0,1,0,0,148.2,146,64,55,11,49,0,91,3,1,2,624,1.312,8.8,0.7,3.0,5.5,1.86,,0
George Kontos,23,6,11,.353,3.68,27,27,0,0,0,0,151.2,134,76,62,14,57,1,152,4,0,2,635,1.259,8.0,0.8,3.4,9.0,2.67,,1
Zach Kroenke*,24,6,0,1.000,3.09,37,0,9,0,0,1,43.2,28,16,15,4,26,0,44,1,0,3,185,1.237,5.8,0.8,5.4,9.1,1.69,,1
Jeff Marquez,23,1,1,.500,2.93,3,3,0,0,0,0,15.1,12,5,5,0,7,0,12,1,0,0,63,1.239,7.0,0.0,4.1,7.0,1.71,,1
Daniel McCutchen,25,4,3,.571,2.55,9,9,0,0,0,0,53.0,43,16,15,4,18,0,52,1,0,3,215,1.151,7.3,0.7,3.1,8.8,2.89,,1
Mark Melancon,23,6,0,1.000,1.81,19,0,13,0,0,2,49.2,32,14,10,3,12,0,47,0,0,1,190,0.886,5.8,0.5,2.2,8.5,3.92,,1
Jhonny Nunez,22,1,0,1.000,1.86,8,0,2,0,0,0,19.1,16,5,4,2,6,0,26,1,0,0,81,1.138,7.4,0.9,2.8,12.1,4.33,,1
Carl Pavano,32,1,1,.500,3.86,3,3,0,0,0,0,14.0,14,6,6,3,3,0,13,2,0,2,59,1.214,9.0,1.9,1.9,8.4,4.33,,1
