Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Shaun Babula*,31,2,0,1.000,5.29,22,0,10,0,0,0,34.0,40,22,20,2,13,1,24,3,2,1,157,1.559,10.6,0.5,3.4,6.4,1.85,,0
Justin Cassel,23,10,4,.714,3.11,28,28,0,0,0,0,165.0,171,76,57,7,57,0,104,10,0,16,706,1.382,9.3,0.4,3.1,5.7,1.82,,0
Dewon Day,27,1,6,.143,6.61,14,13,0,0,0,0,47.2,51,37,35,3,28,0,35,1,0,0,215,1.657,9.6,0.6,5.3,6.6,1.25,,1
Jack Egbert,25,0,0,,2.25,1,1,0,0,0,0,4.0,5,1,1,0,1,0,4,0,0,0,17,1.500,11.3,0.0,2.3,9.0,4.00,,1
Lucas Harrell,23,3,3,.500,3.46,11,10,0,0,0,0,54.2,56,30,21,3,19,0,34,2,0,3,231,1.372,9.2,0.5,3.1,5.6,1.79,,1
Fernando Hernandez,23,6,5,.545,4.66,41,0,12,0,0,0,58.0,60,32,30,2,29,1,47,4,0,1,260,1.534,9.3,0.3,4.5,7.3,1.62,,1
Eric Hollis,25,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,0,0,1,0,0,0,5,2.000,18.0,0.0,0.0,9.0,,,0
Bobby Jenks,27,0,0,,0.00,1,1,0,0,0,0,1.0,0,0,0,0,0,0,3,0,0,0,3,0.000,0.0,0.0,0.0,27.0,,,1
Jon Link,24,5,4,.556,3.02,56,0,49,0,0,35,56.2,48,21,19,3,27,3,66,2,1,1,249,1.324,7.6,0.5,4.3,10.5,2.44,,1
Esteban Loaiza,36,0,0,,0.00,3,1,0,0,0,0,6.0,3,0,0,0,1,0,3,0,0,0,21,0.667,4.5,0.0,1.5,4.5,3.00,,1
John Lujan,24,3,2,.600,3.43,50,0,22,0,0,4,76.0,64,29,29,6,39,2,51,2,0,1,323,1.355,7.6,0.7,4.6,6.0,1.31,,0
Kyle McCulloch,23,8,11,.421,4.65,28,27,0,0,0,0,156.2,188,91,81,9,60,0,85,4,0,4,695,1.583,10.8,0.5,3.4,4.9,1.42,,0
Ryan O'Malley*,28,4,3,.571,5.32,20,6,3,0,0,0,64.1,100,43,38,3,16,0,46,3,0,0,297,1.803,14.0,0.4,2.2,6.4,2.88,,1
Brian Omogrosso,24,2,3,.400,3.69,17,5,2,0,0,1,39.0,32,19,16,2,25,0,26,1,0,2,166,1.462,7.4,0.5,5.8,6.0,1.04,,1
Aaron Poreda*,21,3,4,.429,2.98,15,15,0,1,0,0,87.2,81,34,29,5,22,0,72,3,0,1,355,1.175,8.3,0.5,2.3,7.4,3.27,,1
Clayton Richard*,24,6,6,.500,2.47,13,13,0,1,1,0,83.2,66,29,23,2,16,0,53,4,0,3,327,0.980,7.1,0.2,1.7,5.7,3.31,,1
Derek Rodriguez,25,5,1,.833,3.38,29,0,6,0,0,1,42.2,30,17,16,2,18,0,44,7,0,0,179,1.125,6.3,0.4,3.8,9.3,2.44,,0
Ryan Rote,25,1,1,.500,4.39,23,0,8,0,0,0,26.2,25,13,13,3,20,1,25,4,0,7,124,1.688,8.4,1.0,6.8,8.4,1.25,,0
Clevelan Santeliz,21,0,1,.000,4.41,10,0,3,0,0,0,16.1,14,8,8,2,8,0,6,3,0,2,69,1.347,7.7,1.1,4.4,3.3,0.75,,0
Kanekoa Texeira,22,3,2,.600,2.01,15,0,7,0,0,1,22.1,18,5,5,2,7,0,24,2,0,2,90,1.119,7.3,0.8,2.8,9.7,3.43,,1
Carlos Torres,25,9,5,.643,3.20,21,17,0,0,0,0,101.1,86,40,36,4,29,0,93,5,0,4,407,1.135,7.6,0.4,2.6,8.3,3.21,,1
Joe Torres*,25,3,1,.750,2.68,59,0,9,0,0,0,50.1,29,15,15,2,31,0,58,3,0,5,213,1.192,5.2,0.4,5.5,10.4,1.87,,0
Joe Winkelsas,34,0,1,.000,10.80,4,0,2,0,0,1,5.0,7,6,6,0,3,0,3,0,0,0,24,2.000,12.6,0.0,5.4,5.4,1.00,,1
Matt Zaleski,26,0,0,,0.00,5,0,1,0,0,0,8.2,7,1,0,0,1,0,3,2,0,0,35,0.923,7.3,0.0,1.0,3.1,3.00,,0
24 Players,24.4,74,63,.540,3.70,137,137,135,2,12,43,1208.2,1183,570,497,62,470,8,910,65,3,53,5168,1.368,8.8,0.5,3.5,6.8,1.94,,0
