Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Andrew Amaro*,22,16,57,45,6,10,1,0,0,3,3,0,11,16,.222,.386,.244,.630,11,0,1,0,0,0,0,2015,Short-Season A,PHI
Venn Biter*,20,58,243,219,30,58,12,3,2,29,9,3,19,50,.265,.324,.374,.698,82,4,1,2,2,1,0,2015,Short-Season A,PHI
Dylan Bosheers,23,40,142,129,10,25,2,2,0,7,0,1,11,29,.194,.255,.240,.496,31,4,0,1,1,0,0,2015,Short-Season A,PHI
Austin Bossart,21,37,146,138,15,46,7,1,1,19,0,2,0,18,.333,.359,.420,.779,58,2,6,1,1,0,0,2015,Short-Season A,PHI
Greg Brodzinski,23,5,20,17,1,5,1,0,0,4,0,0,0,1,.294,.300,.353,.653,6,0,1,0,2,0,0,2015,Short-Season A,PHI
Zach Coppola*,21,58,261,225,32,61,3,0,0,15,19,11,28,40,.271,.350,.284,.635,64,0,0,7,1,0,0,2015,Short-Season A,PHI
William Cuicas#,20,37,138,123,15,23,7,2,0,12,3,1,10,37,.187,.257,.276,.534,34,1,2,2,1,0,0,2015,Short-Season A,PHI
Grenny Cumana,19,32,119,106,15,24,4,0,0,10,3,4,8,4,.226,.297,.264,.561,28,3,3,1,1,0,0,2015,Short-Season A,PHI
Carlos Duran,20,43,180,162,21,40,7,1,2,12,10,5,14,41,.247,.303,.340,.643,55,2,0,2,2,0,0,2015,Short-Season A,PHI
Luis Espiritu,18,13,51,45,8,12,3,0,0,6,3,0,5,16,.267,.333,.333,.667,15,0,0,0,1,0,0,2015,Short-Season A,PHI
Wilson Garcia#,21,2,9,9,0,4,1,0,0,1,1,1,0,1,.444,.444,.556,1.000,5,0,0,0,0,0,0,2015,Short-Season A,PHI
Brendon Hayden*,22,50,205,179,25,52,8,0,3,20,0,2,23,27,.291,.376,.385,.761,69,2,2,0,1,0,0,2015,Short-Season A,PHI
Jan Hernandez,20,57,231,213,25,45,9,2,10,35,5,2,11,69,.211,.258,.413,.671,88,2,3,2,2,0,0,2015,Short-Season A,PHI
Mark Laird*,22,52,224,193,28,55,3,0,0,17,11,3,27,24,.285,.372,.301,.673,58,2,1,1,2,0,0,2015,Short-Season A,PHI
Gustavo Martinez,21,2,4,4,1,1,0,0,0,0,0,1,0,0,.250,.250,.250,.500,1,0,0,0,0,0,0,2015,Short-Season A,PHI
Jesus Posso,20,42,173,161,18,38,9,0,6,21,0,3,7,24,.236,.283,.404,.687,65,2,4,0,1,0,0,2015,Short-Season A,PHI
Jose Pujols,19,66,286,256,43,61,15,2,4,30,5,4,25,81,.238,.311,.359,.671,92,7,3,0,2,0,0,2015,Short-Season A,PHI
Gregori Rivero#,19,31,118,114,12,25,8,1,3,18,0,3,3,16,.219,.237,.386,.623,44,1,0,0,1,0,0,2015,Short-Season A,PHI
Josh Tobias#,22,61,260,240,31,77,19,3,4,37,12,10,14,42,.321,.362,.475,.837,114,3,3,0,3,0,0,2015,Short-Season A,PHI
