Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Leon Byrd#,21,53,205,172,20,35,12,2,0,21,3,3,27,57,.203,.312,.297,.609,51,2,2,0,4,0,0,2015,Short-Season A,TEX
Oliver Caraballo,20,12,42,41,0,9,3,0,0,0,0,0,0,9,.220,.238,.293,.531,12,1,1,0,0,0,0,2015,Short-Season A,TEX
Diego Cedeno*,23,41,170,157,18,39,5,0,1,14,2,2,11,31,.248,.302,.299,.601,47,4,1,1,0,0,0,2015,Short-Season A,TEX
LeDarious Clark,21,65,293,257,46,71,12,7,8,24,29,9,26,73,.276,.354,.471,.825,121,3,6,2,2,1,0,2015,Short-Season A,TEX
Darius Day*,20,54,216,188,26,49,8,1,1,18,13,2,23,68,.261,.349,.330,.679,62,3,3,1,1,0,0,2015,Short-Season A,TEX
Travis Demeritte,20,5,22,20,0,3,0,0,0,0,0,2,2,11,.150,.227,.150,.377,3,1,0,0,0,0,1,2015,Short-Season A,TEX
Ti'Quan Forbes,18,59,236,217,25,57,11,1,0,19,2,2,14,54,.263,.315,.323,.637,70,11,3,1,1,0,0,2015,Short-Season A,TEX
Carlos Garay,20,13,47,45,2,11,2,0,0,7,0,0,1,4,.244,.255,.289,.544,13,3,0,0,1,0,0,2015,Short-Season A,TEX
Sherman Lacrus,21,57,237,209,22,54,18,0,1,23,0,4,20,31,.258,.343,.359,.702,75,7,7,1,0,0,0,2015,Short-Season A,TEX
Dean Long,22,37,132,105,13,24,3,1,1,15,0,1,18,37,.229,.371,.305,.676,32,4,7,0,2,2,0,2015,Short-Season A,TEX
Todd McDonald*,19,29,112,106,8,18,4,0,2,10,0,0,4,36,.170,.198,.264,.462,28,1,0,1,1,0,0,2015,Short-Season A,TEX
Connor McKay,22,33,116,108,15,24,4,3,3,13,1,2,8,36,.222,.276,.398,.674,43,4,0,0,0,0,0,2015,Short-Season A,TEX
Dylan Moore,22,65,269,228,38,58,19,1,7,35,13,1,31,65,.254,.364,.439,.803,100,1,9,0,1,0,1,2015,Short-Season A,TEX
Jamie Potts*,22,57,239,212,26,46,6,1,4,22,3,3,23,42,.217,.290,.311,.601,66,6,0,1,3,1,0,2015,Short-Season A,TEX
Tyler Sanchez,22,43,176,149,24,32,15,0,6,25,0,0,17,44,.215,.318,.436,.754,65,3,7,0,3,0,0,2015,Short-Season A,TEX
Doug Votolato#,24,32,125,100,10,17,2,3,0,3,0,2,23,31,.170,.336,.250,.586,25,2,2,0,0,0,0,2015,Short-Season A,TEX
Yeyson Yrizarri,18,62,257,245,27,65,10,1,2,29,8,6,6,46,.265,.290,.339,.629,83,2,3,2,1,0,0,2015,Short-Season A,TEX
