Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Ryan Aldridge,25,0,0,,2.70,6,0,0,0,0,0,6.2,7,4,2,0,2,0,13,1,0,3,30,1.350,9.5,0.0,2.7,17.6,6.50,0,2009,Rookie,LAA
Jon Bachanov,20,4,0,1.000,3.14,16,0,3,0,0,0,28.2,26,10,10,0,4,0,47,1,1,2,118,1.047,8.2,0.0,1.3,14.8,11.75,0,2009,Rookie,LAA
Suammy Baez,20,3,2,.600,2.70,23,0,7,0,0,1,30.0,31,14,9,1,8,0,30,1,0,4,132,1.300,9.3,0.3,2.4,9.0,3.75,0,2009,Rookie,LAA
Josh Blanco*,19,3,2,.600,3.04,12,8,0,0,0,0,50.1,40,20,17,3,13,0,63,5,0,6,202,1.053,7.2,0.5,2.3,11.3,4.85,0,2009,Rookie,LAA
C.J. Bressoud,24,2,0,1.000,1.42,17,0,6,0,0,0,25.1,23,9,4,1,15,0,36,0,1,5,113,1.500,8.2,0.4,5.3,12.8,2.40,0,2009,Rookie,LAA
Leo Calderon*,22,0,0,,12.27,3,0,1,0,0,0,3.2,8,5,5,0,2,0,5,0,0,0,21,2.727,19.6,0.0,4.9,12.3,2.50,0,2009,Rookie,LAA
Ryan Cisterna,23,0,0,,4.50,6,0,2,0,0,0,6.0,2,3,3,0,3,0,4,0,0,1,23,0.833,3.0,0.0,4.5,6.0,1.33,0,2009,Rookie,LAA
Reyes Dorado,23,0,0,,0.00,2,0,0,0,0,0,1.1,3,0,0,0,0,0,3,0,0,0,7,2.250,20.3,0.0,0.0,20.3,,0,2009,Rookie,LAA
Robert Fish*,21,0,0,,3.00,5,0,0,0,0,0,6.0,1,2,2,0,1,0,9,1,0,0,23,0.333,1.5,0.0,1.5,13.5,9.00,0,2009,Rookie,LAA
Johnny Hellweg,20,2,1,.667,2.96,18,0,14,0,0,6,24.1,16,8,8,0,8,0,25,4,1,7,100,0.986,5.9,0.0,3.0,9.2,3.13,1,2009,Rookie,LAA
Pilljoon Jang,21,6,3,.667,3.83,14,14,0,0,0,0,82.1,77,42,35,5,10,0,72,6,0,3,338,1.057,8.4,0.5,1.1,7.9,7.20,0,2009,Rookie,LAA
Young-Il Jung,20,0,0,,0.00,2,0,0,0,0,0,2.0,1,0,0,0,0,0,3,0,0,0,7,0.500,4.5,0.0,0.0,13.5,,0,2009,Rookie,LAA
Baudilio Lopez,18,4,2,.667,3.72,13,6,0,0,0,0,46.0,54,22,19,0,16,0,35,3,0,6,203,1.522,10.6,0.0,3.1,6.8,2.19,0,2009,Rookie,LAA
Fabio Martinez,19,3,2,.600,3.26,14,13,1,0,0,0,60.2,45,33,22,1,36,0,92,2,0,12,268,1.335,6.7,0.1,5.3,13.6,2.56,0,2009,Rookie,LAA
Heath Nichols,20,1,0,1.000,2.19,18,0,2,0,0,0,24.2,23,13,6,2,11,0,23,3,0,4,114,1.378,8.4,0.7,4.0,8.4,2.09,0,2009,Rookie,LAA
Matt Oye,23,2,0,1.000,2.57,7,2,1,0,0,0,14.0,11,6,4,1,1,0,10,1,0,0,53,0.857,7.1,0.6,0.6,6.4,10.00,0,2009,Rookie,LAA
Ariel Pena,20,5,4,.556,3.83,14,6,1,0,0,0,49.1,46,26,21,2,15,0,47,3,0,3,210,1.236,8.4,0.4,2.7,8.6,3.13,1,2009,Rookie,LAA
Jose Perez,21,1,0,1.000,3.46,4,4,0,0,0,0,13.0,9,5,5,0,3,0,20,0,0,1,50,0.923,6.2,0.0,2.1,13.8,6.67,0,2009,Rookie,LAA
Mike Rocco,23,2,2,.500,2.43,22,0,18,0,0,5,29.2,26,9,8,1,5,0,36,1,2,3,119,1.045,7.9,0.3,1.5,10.9,7.20,0,2009,Rookie,LAA
Ervin Santana,26,0,0,,0.00,1,1,0,0,0,0,3.1,3,0,0,0,0,0,7,0,0,0,13,0.900,8.1,0.0,0.0,18.9,,1,2009,Rookie,LAA
Tyler Skaggs*,17,0,0,,0.00,3,2,0,0,0,0,6.0,4,0,0,0,1,0,7,1,1,0,24,0.833,6.0,0.0,1.5,10.5,7.00,1,2009,Rookie,LAA
