Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Matt Treanor,32,65,234,206,18,49,7,0,2,23,1,0,18,53,.238,.306,.301,.607,60,62,2,3,5,2,1,1
1B,Mike Jacobs*,27,141,519,477,67,118,27,2,32,93,1,0,36,119,.247,.299,.514,.812,108,245,7,1,0,5,10,1
2B,Dan Uggla,28,146,619,531,97,138,37,1,32,92,5,5,77,171,.260,.360,.514,.874,126,273,10,8,0,3,6,1
SS,Hanley Ramirez,24,153,693,589,125,177,34,4,33,67,35,12,92,122,.301,.400,.540,.940,143,318,5,8,0,4,9,1
3B,Jorge Cantu,26,155,685,628,92,174,41,0,29,95,6,2,40,111,.277,.327,.481,.808,108,302,15,10,0,7,6,1
LF,Josh Willingham,29,102,416,351,54,89,21,5,15,51,3,2,48,82,.254,.364,.470,.834,117,165,7,14,1,2,2,1
CF,Cody Ross,27,145,506,461,59,120,29,5,22,73,6,1,33,116,.260,.316,.488,.804,107,225,5,7,0,5,2,1
RF,Jeremy Hermida*,24,142,559,502,74,125,22,3,17,61,6,1,48,138,.249,.323,.406,.729,90,204,12,7,1,1,5,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OF,Luis Gonzalez*,40,136,387,341,30,89,26,1,8,47,1,2,41,43,.261,.336,.413,.749,95,141,10,0,0,5,1,1
CF,Alfredo Amezaga#,30,125,337,311,41,82,13,5,3,32,8,2,19,47,.264,.312,.367,.679,77,114,6,3,4,0,1,1
CI,Wes Helms,32,132,278,251,28,61,11,0,5,31,0,0,17,65,.243,.299,.347,.645,69,87,6,5,0,5,0,1
C,John Baker*,27,61,233,197,32,59,14,0,5,32,0,0,30,48,.299,.392,.447,.839,119,88,6,2,1,3,4,1
C,Mike Rabelo#,28,34,122,109,9,22,1,0,3,10,0,1,8,25,.202,.256,.294,.550,44,32,1,1,1,3,0,1
UT,Robert Andino,24,44,68,63,7,13,2,0,2,9,0,0,4,23,.206,.254,.333,.587,52,21,1,0,1,0,0,1
OF,Jacque Jones*,33,18,44,37,5,4,0,0,0,2,0,0,6,8,.108,.227,.108,.335,-8,4,1,0,0,1,1,1
C,Paul Hoover,32,13,42,40,1,8,1,0,0,2,0,0,2,17,.200,.238,.225,.463,22,9,2,0,0,0,1,1
C,Paul Lo Duca,36,21,40,34,3,10,2,0,0,3,0,0,6,2,.294,.400,.353,.753,100,12,1,0,0,0,0,1
CF,Cameron Maybin,21,8,36,32,9,16,2,0,0,2,4,0,3,8,.500,.543,.563,1.105,191,18,0,0,1,0,0,1
OF,Brett Carroll,25,26,18,17,5,1,0,1,0,1,0,0,1,6,.059,.111,.176,.288,-26,3,0,0,0,0,0,1
3B,Dallas McPherson*,27,11,15,11,3,2,2,0,0,0,0,0,4,5,.182,.400,.364,.764,102,4,0,0,0,0,1,1
1B,Gaby Sanchez,24,5,8,8,0,3,2,0,0,1,0,0,0,2,.375,.375,.625,1.000,156,5,0,0,0,0,0,1
 ,Jason Wood,38,3,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,-2,0,0,0,0,0,0,1
CF,Jai Miller,23,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Ricky Nolasco,25,32,75,63,1,9,2,0,0,5,0,0,2,35,.143,.169,.175,.344,-10,11,1,0,10,0,0,1
P,Scott Olsen*,24,33,73,62,1,8,0,0,0,3,0,0,3,28,.129,.169,.129,.298,-20,8,0,0,8,0,0,1
P,Mark Hendrickson*,34,35,37,35,4,9,2,1,0,1,0,0,1,21,.257,.278,.371,.649,68,13,0,0,1,0,0,1
P,Josh Johnson*,24,14,34,30,1,4,2,0,0,2,0,0,1,18,.133,.161,.200,.361,-6,6,0,0,3,0,0,1
P,Andrew Miller*,23,27,32,30,1,2,0,0,0,3,0,0,0,16,.067,.067,.067,.133,-65,2,0,0,2,0,0,1
P,Chris Volstad,21,15,28,26,2,3,2,0,0,0,0,0,0,14,.115,.115,.192,.308,-21,5,0,0,2,0,0,1
P,Anibal Sanchez,24,10,19,17,0,0,0,0,0,0,0,0,1,7,.000,.056,.000,.056,-84,0,0,0,1,0,0,1
P,Burke Badenhop,25,12,14,12,0,1,0,0,0,0,0,0,0,7,.083,.083,.083,.167,-56,1,0,0,2,0,0,1
P,Doug Waechter,27,44,7,6,0,1,0,0,0,0,0,0,0,1,.167,.167,.167,.333,-12,1,0,0,1,0,0,1
P,Ryan Tucker,21,11,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Rick van den Hurk,23,4,5,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
P,Renyel Pinto*,25,62,4,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,47,0,0,0,2,0,0,1
P,Logan Kensing,25,46,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Frankie De La Cruz,24,6,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Kevin Gregg,30,69,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Justin Miller,30,42,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Joe Nelson,33,55,1,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Lee Gardner,33,7,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
