Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Chris Iannetta,25,104,407,333,50,88,22,2,18,65,0,0,56,92,.264,.390,.505,.895,125,168,6,14,2,2,0,1
1B,Todd Helton*,34,83,361,299,39,79,16,0,7,29,0,0,61,50,.264,.391,.388,.779,99,116,9,1,0,0,8,1
2B,Clint Barmes,29,107,417,393,47,114,25,6,11,44,13,4,17,69,.290,.322,.468,.790,98,184,9,2,4,1,0,1
SS,Troy Tulowitzki,23,101,421,377,48,99,24,2,8,46,1,6,38,56,.263,.332,.401,.732,85,151,16,2,2,2,5,1
3B,Garrett Atkins,28,155,664,611,86,175,32,3,21,99,1,1,40,100,.286,.328,.452,.780,96,276,20,3,0,10,0,1
LF,Matt Holliday,28,139,623,539,107,173,38,2,25,88,28,2,74,104,.321,.409,.538,.947,138,290,9,8,0,2,6,1
CF,Willy Taveras,26,133,538,479,64,120,15,2,1,26,68,7,36,79,.251,.308,.296,.604,55,142,4,5,15,3,0,1
RF,Brad Hawpe*,29,138,569,488,69,138,24,3,25,85,2,2,76,134,.283,.381,.498,.879,121,243,7,3,0,2,6,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,Jeff Baker,27,104,333,299,55,80,22,1,12,48,4,0,26,85,.268,.322,.468,.791,98,140,5,1,1,6,2,1
3B,Ian Stewart*,23,81,304,266,33,69,18,2,10,41,1,1,30,94,.259,.349,.455,.804,102,121,3,7,0,1,4,1
OF,Ryan Spilborghs,28,89,275,233,38,73,14,2,6,36,7,4,38,41,.313,.407,.468,.875,122,109,8,1,0,3,0,1
C,Yorvit Torrealba,29,70,261,236,19,58,17,0,6,31,0,4,12,44,.246,.293,.394,.687,72,93,10,5,5,3,0,1
MI,Omar Quintanilla*,26,81,234,210,28,50,17,0,2,15,0,0,15,46,.238,.288,.348,.635,60,73,3,0,8,1,3,1
CF,Scott Podsednik*,32,93,181,162,22,41,8,1,1,15,12,4,16,28,.253,.322,.333,.656,67,54,3,1,1,1,0,1
OF,Seth Smith*,25,67,123,108,13,28,7,0,4,15,1,0,15,23,.259,.350,.435,.785,98,47,0,0,0,0,0,1
2B,Jonathan Herrera#,23,28,66,61,5,14,1,1,0,3,1,1,4,10,.230,.277,.279,.556,42,17,0,0,1,0,0,1
2B,Jayson Nix,25,22,65,56,2,7,2,0,0,2,1,0,7,17,.125,.234,.161,.395,3,9,1,1,1,0,2,1
1B,Joe Koshansky*,26,18,40,38,5,8,3,0,3,8,0,0,1,17,.211,.250,.526,.776,90,20,2,1,0,0,0,1
CF,Dexter Fowler#,22,13,27,26,3,4,0,0,0,0,0,1,0,5,.154,.185,.154,.339,-12,4,0,1,0,0,0,1
OF,Cory Sullivan*,28,18,24,23,3,5,0,1,0,4,1,0,0,5,.217,.250,.304,.554,40,7,0,1,0,0,0,1
C,Adam Melhuse#,36,7,10,10,2,1,1,0,0,1,0,0,0,4,.100,.100,.200,.300,-26,2,0,0,0,0,0,1
2B,Doug Bernier,28,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
C,Edwin Bellorin,26,3,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,70,1,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Aaron Cook,29,35,78,60,1,14,1,0,0,4,0,0,2,21,.233,.258,.250,.508,30,15,0,0,16,0,0,1
P,Ubaldo Jimenez,24,33,77,67,1,3,0,0,0,0,0,0,3,28,.045,.086,.045,.130,-65,3,1,0,7,0,0,1
P,Jeff Francis*,27,22,49,39,1,5,1,0,0,1,0,0,0,11,.128,.128,.154,.282,-29,6,0,0,10,0,0,1
P,Jorge De La Rosa*,27,26,45,40,2,6,0,0,0,6,0,0,0,14,.150,.146,.150,.296,-24,6,0,0,4,1,0,1
P,Glendon Rusch*,33,24,20,17,0,1,0,0,0,0,0,0,0,2,.059,.059,.059,.118,-70,1,0,0,3,0,0,1
P,Liván Hernández,33,8,19,17,1,4,0,0,0,1,0,0,0,1,.235,.235,.235,.471,20,4,0,0,2,0,0,1
P,Greg Reynolds,22,13,17,15,1,3,2,0,0,0,0,0,1,5,.200,.250,.333,.583,47,5,0,0,1,0,0,1
P,Mark Redman*,34,10,15,12,0,0,0,0,0,0,0,0,0,6,.000,.000,.000,.000,-100,0,1,0,3,0,0,1
P,Franklin Morales*,22,5,11,10,1,1,0,0,0,0,0,0,0,2,.100,.100,.100,.200,-49,1,1,0,1,0,0,1
P,Kip Wells,31,15,6,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Jason Hirsh,26,4,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jason Grilli,31,47,4,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,1,0,0,1
P,Valerio De Los Santos*,35,2,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Matt Herges*,38,54,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Ryan Speier,28,38,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Luis Vizcaino,33,41,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Manny Corpas,25,74,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Cedrick Bowers#,30,5,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
P,Alberto Arias,24,12,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jose Capellan,27,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Taylor Buchholz,26,59,1,0,0,0,0,0,0,1,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
P,Juan Morillo,24,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Brian Fuentes*,32,63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Micah Bowie*,33,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Steven Register,25,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Josh Newman*,26,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,27.5,162,6312,5557,747,1462,310,28,160,714,141,37,570,1209,.263,.336,.415,.751,89,2308,119,57,90,38,36,1
,Rank in 16 NL teams,,,,7,8,5,7,8,9,,1,10,7,13,6,5,7,8,,7,,6,,13,,1
,Non-Pitcher Totals,27.5,162,5950,5254,738,1425,306,28,160,701,141,37,562,1104,.271,.346,.431,.777,96,2267,115,57,40,37,36,1
,Pitcher Totals,27.6,162,362,303,9,37,4,0,0,13,0,0,8,105,.122,.144,.135,.280,-28,41,4,0,50,1,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
