Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Geovany Soto,25,141,563,494,66,141,35,2,23,86,0,1,62,121,.285,.364,.504,.868,119,249,11,2,0,5,6,1
1B,Derrek Lee,32,155,698,623,93,181,41,3,20,90,8,2,71,119,.291,.361,.462,.823,109,288,27,0,0,4,3,1
2B,Mark DeRosa,33,149,593,505,103,144,30,3,21,87,6,0,69,106,.285,.376,.481,.857,117,243,9,9,2,8,0,1
SS,Ryan Theriot,28,149,661,580,85,178,19,4,1,38,22,13,73,58,.307,.387,.359,.745,93,208,19,3,4,1,1,1
3B,Aramis Ramirez,30,149,645,554,97,160,44,1,27,111,2,2,74,94,.289,.380,.518,.898,127,287,13,11,0,6,7,1
LF,Alfonso Soriano,32,109,503,453,76,127,27,0,29,75,19,3,43,103,.280,.344,.532,.876,120,241,9,3,0,4,11,1
CF,Jim Edmonds*,38,85,298,250,47,64,17,2,19,49,0,1,45,58,.256,.369,.568,.937,135,142,7,1,0,2,2,1
RF,Kosuke Fukudome*,31,150,590,501,79,129,25,3,10,58,12,4,81,104,.257,.359,.379,.738,89,190,7,1,2,5,9,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,Reed Johnson,31,109,374,333,52,101,21,0,6,50,5,6,19,68,.303,.358,.420,.778,98,140,3,12,5,5,1,1
2B,Mike Fontenot*,28,119,284,243,42,74,22,1,9,40,2,0,34,51,.305,.395,.514,.909,131,125,1,3,3,1,2,1
MI,Ronny Cedeno,25,99,236,216,36,58,12,0,2,28,4,1,18,41,.269,.328,.352,.680,74,76,6,1,1,0,2,1
C,Henry Blanco,36,58,128,120,15,35,3,0,3,12,0,0,6,22,.292,.325,.392,.717,83,47,4,0,2,0,1,1
UT,Daryle Ward*,33,89,119,102,8,22,7,0,4,17,0,0,16,24,.216,.319,.402,.721,83,41,4,0,0,1,3,1
CF,Felix Pie*,23,43,93,83,9,20,2,1,1,10,3,0,7,29,.241,.312,.325,.637,64,27,3,2,0,1,0,1
UT,Micah Hoffpauir*,28,33,80,73,14,25,8,0,2,8,1,0,6,24,.342,.400,.534,.934,136,39,0,1,0,0,0,1
UT,Eric Patterson*,25,13,44,38,5,9,1,0,1,7,2,1,5,12,.237,.318,.342,.660,69,13,1,0,0,1,0,1
OF,Matt Murton,26,19,42,40,2,10,2,0,0,6,0,0,1,5,.250,.286,.300,.586,50,12,2,1,0,0,0,1
3B,Casey McGehee,25,9,25,24,1,4,1,0,0,5,0,0,0,8,.167,.160,.208,.368,-7,5,1,0,0,1,0,1
C,Koyie Hill#,29,10,22,21,0,2,1,0,0,1,0,0,0,12,.095,.095,.143,.238,-40,3,0,0,1,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
