Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Paul Balestrieri,22,3,4,.429,6.49,14,12,1,0,0,0,52.2,68,46,38,1,28,0,40,7,0,4,254,1.823,11.6,0.2,4.8,6.8,1.43,0,2017,Short-Season A,STL
Robert Calvano,24,0,0,,6.75,4,0,2,0,0,0,5.1,8,4,4,0,4,0,3,2,0,1,29,2.250,13.5,0.0,6.8,5.1,0.75,0,2017,Short-Season A,STL
Daniel Castano*,22,9,3,.750,2.57,14,14,0,1,0,0,91.0,87,33,26,3,13,0,81,3,1,5,368,1.099,8.6,0.3,1.3,8.0,6.23,1,2017,Short-Season A,STL
Anthony Ciavarella*,23,0,1,.000,8.44,6,1,2,0,0,0,10.2,17,10,10,1,11,0,13,2,0,1,59,2.625,14.3,0.8,9.3,11.0,1.18,0,2017,Short-Season A,STL
Jesus Cruz,22,1,0,1.000,1.93,5,0,4,0,0,1,4.2,4,1,1,0,0,0,8,0,0,0,17,0.857,7.7,0.0,0.0,15.4,,1,2017,Short-Season A,STL
Alex FaGalde,23,1,2,.333,2.61,8,0,3,0,0,0,10.1,15,6,3,1,4,0,12,1,0,1,51,1.839,13.1,0.9,3.5,10.5,3.00,0,2017,Short-Season A,STL
Steven Farinaro,21,2,1,.667,4.93,18,1,6,0,0,0,38.1,38,26,21,3,25,1,25,3,1,2,177,1.643,8.9,0.7,5.9,5.9,1.00,0,2017,Short-Season A,STL
Noel Gonzalez,23,0,0,,2.79,21,0,12,0,0,3,29.0,29,10,9,1,14,1,32,4,0,10,129,1.483,9.0,0.3,4.3,9.9,2.29,0,2017,Short-Season A,STL
Robbie Gordon,24,1,6,.143,2.86,20,0,11,0,0,2,34.2,26,15,11,2,15,2,47,4,0,4,148,1.183,6.8,0.5,3.9,12.2,3.13,0,2017,Short-Season A,STL
Will Latcham,21,3,1,.750,2.05,18,0,8,0,0,4,30.2,26,11,7,3,11,0,41,1,0,4,126,1.207,7.6,0.9,3.2,12.0,3.73,0,2017,Short-Season A,STL
Levi MaVorhis,22,1,1,.500,2.06,17,3,3,0,0,2,43.2,36,11,10,4,11,0,39,1,0,5,176,1.076,7.4,0.8,2.3,8.0,3.55,0,2017,Short-Season A,STL
Jonathon Mulford,22,2,5,.286,3.95,15,15,0,0,0,0,73.0,87,40,32,4,45,3,61,5,0,7,339,1.808,10.7,0.5,5.5,7.5,1.36,0,2017,Short-Season A,STL
Johan Oviedo,19,2,2,.500,4.56,8,8,0,0,0,0,47.1,53,30,24,3,18,0,39,1,1,6,208,1.500,10.1,0.6,3.4,7.4,2.17,1,2017,Short-Season A,STL
Anthony Shew,23,2,2,.500,3.38,4,4,0,0,0,0,24.0,20,9,9,1,2,0,27,1,0,1,91,0.917,7.5,0.4,0.8,10.1,13.50,0,2017,Short-Season A,STL
Keaton Siomkin,25,0,0,,0.00,2,0,0,0,0,0,3.1,2,0,0,0,0,0,3,0,0,0,12,0.600,5.4,0.0,0.0,8.1,,0,2017,Short-Season A,STL
Andrew Summerville*,21,4,1,.800,1.64,13,10,1,0,0,1,60.1,44,13,11,4,26,0,52,3,0,1,243,1.160,6.6,0.6,3.9,7.8,2.00,0,2017,Short-Season A,STL
Sam Tewes,22,3,3,.500,3.83,7,7,0,0,0,0,42.1,51,25,18,3,9,0,31,2,0,2,184,1.417,10.8,0.6,1.9,6.6,3.44,0,2017,Short-Season A,STL
Colton Thomson*,24,0,0,,2.45,8,0,1,0,0,0,11.0,12,5,3,0,3,0,20,0,0,0,48,1.364,9.8,0.0,2.5,16.4,6.67,0,2017,Short-Season A,STL
Leland Tilley,25,1,0,1.000,0.66,9,0,3,0,0,0,13.2,8,5,1,0,5,0,14,2,0,0,53,0.951,5.3,0.0,3.3,9.2,2.80,0,2017,Short-Season A,STL
Spencer Trayner,22,5,1,.833,2.52,17,0,11,0,0,5,25.0,23,9,7,2,14,2,25,2,0,0,110,1.480,8.3,0.7,5.0,9.0,1.79,0,2017,Short-Season A,STL
Jason Zgardowski,23,0,2,.000,4.61,11,0,6,0,0,2,13.2,15,8,7,1,2,0,11,3,0,5,61,1.244,9.9,0.7,1.3,7.2,5.50,0,2017,Short-Season A,STL
