Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Blake Allen,21,7,3,.700,2.13,28,0,18,0,0,8,50.2,35,13,12,0,8,4,55,1,0,2,193,0.849,6.2,0.0,1.4,9.8,6.88,0
Steve Andrade,23,0,0,,0.00,1,0,0,0,0,0,2.0,3,0,0,0,0,0,5,0,0,0,9,1.500,13.5,0.0,0.0,22.5,,1
Tony Arthur*,22,7,1,.875,3.76,10,10,0,1,1,0,55.0,48,32,23,5,11,0,49,2,0,4,222,1.073,7.9,0.8,1.8,8.0,4.45,0
Ryan Bailey,21,4,1,.800,3.96,15,6,1,0,0,1,52.1,62,29,23,2,16,0,48,2,1,8,239,1.490,10.7,0.3,2.8,8.3,3.00,0
Larry Bowles*,22,4,1,.800,5.60,19,1,4,0,0,0,27.1,32,18,17,4,6,0,25,0,0,3,116,1.390,10.5,1.3,2.0,8.2,4.17,0
Stan Bukowski,19,0,0,,1.29,5,0,2,0,0,0,7.0,9,3,1,0,2,0,2,0,0,2,30,1.571,11.6,0.0,2.6,2.6,1.00,0
Leonardo D'Amico,19,1,0,1.000,9.00,1,0,0,0,0,0,2.0,4,2,2,0,1,0,4,0,0,1,11,2.500,18.0,0.0,4.5,18.0,4.00,0
Jason Dennis*,22,5,0,1.000,2.05,14,13,1,0,0,0,74.2,53,20,17,3,21,0,79,2,0,2,299,0.991,6.4,0.4,2.5,9.5,3.76,0
Jarret Gruban,22,0,0,,0.00,1,0,0,0,0,0,1.0,2,1,0,0,0,0,0,0,0,0,5,2.000,18.0,0.0,0.0,0.0,,0
Dan Jackson,22,0,0,,6.00,7,0,4,0,0,3,9.0,11,6,6,0,5,0,13,0,0,0,43,1.778,11.0,0.0,5.0,13.0,2.60,0
Pedro Liriano,20,11,2,.846,2.78,15,14,1,0,0,0,77.2,80,39,24,3,31,0,76,5,3,4,342,1.429,9.3,0.3,3.6,8.8,2.45,1
Heath Luther*,22,0,0,,0.00,3,0,0,0,0,0,3.1,4,0,0,0,1,0,2,0,0,0,15,1.500,10.8,0.0,2.7,5.4,2.00,0
Mark O'Sullivan,22,1,2,.333,3.97,22,0,11,0,0,2,34.0,35,23,15,5,16,2,36,3,0,1,157,1.500,9.3,1.3,4.2,9.5,2.25,0
Brad Pinkerton*,21,0,2,.000,5.60,17,1,6,0,0,0,35.1,37,24,22,3,13,0,35,2,0,5,157,1.415,9.4,0.8,3.3,8.9,2.69,0
Ervin Santana,18,2,1,.667,7.71,4,4,0,0,0,0,18.2,19,17,16,1,12,1,22,2,1,3,93,1.661,9.2,0.5,5.8,10.6,1.83,1
Steven Shell,18,0,3,.000,7.17,14,4,3,0,0,1,37.2,52,31,30,3,15,0,33,9,0,3,182,1.779,12.4,0.7,3.6,7.9,2.20,1
Cliff Smith,21,2,1,.667,3.34,21,0,7,0,0,1,35.0,29,20,13,5,15,1,47,2,0,7,151,1.257,7.5,1.3,3.9,12.1,3.13,0
Jaime Steward*,22,1,0,1.000,5.40,1,0,0,0,0,0,6.2,7,4,4,1,1,0,9,1,0,0,29,1.200,9.5,1.4,1.4,12.2,9.00,0
Kris Sutton,22,2,1,.667,3.96,23,0,15,0,0,4,25.0,43,20,11,0,8,2,20,1,0,4,130,2.040,15.5,0.0,2.9,7.2,2.50,0
Joe Torres*,18,2,2,.500,4.02,9,8,0,0,0,0,31.1,32,20,14,2,15,0,39,5,0,5,145,1.500,9.2,0.6,4.3,11.2,2.60,0
Jake Woods*,19,4,3,.571,5.29,15,14,1,1,1,0,64.2,70,41,38,6,29,0,84,2,2,2,291,1.531,9.7,0.8,4.0,11.7,2.90,1
Shayne Wright,20,0,0,,3.00,1,1,0,0,0,0,6.0,3,2,2,0,0,0,5,1,0,1,22,0.500,4.5,0.0,0.0,7.5,,0
