Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Brian McCann*,22,130,492,442,61,147,34,0,24,93,2,0,41,54,.333,.388,.572,.961,143,253,12,3,0,6,8,1
1B,Adam LaRoche*,26,149,557,492,89,140,38,1,32,90,0,2,55,128,.285,.354,.561,.915,130,276,9,2,1,7,5,1
2B,Marcus Giles,28,141,626,550,87,144,32,2,11,60,10,5,62,105,.262,.341,.387,.729,87,213,12,6,5,3,0,1
SS,Edgar Renteria,29,149,673,598,100,175,40,2,14,70,17,6,62,89,.293,.361,.436,.797,104,261,17,3,8,2,0,1
3B,Chipper Jones#,34,110,477,411,87,133,28,3,26,86,6,1,61,73,.324,.409,.596,1.005,154,245,12,1,0,4,4,1
LF,Ryan Langerhans*,26,131,369,315,46,76,16,3,7,28,1,2,50,91,.241,.350,.378,.727,87,119,9,3,0,1,8,1
CF,Andruw Jones,29,156,669,565,107,148,29,0,41,129,4,1,82,127,.262,.363,.531,.894,126,300,13,13,0,9,9,1
RF,Jeff Francoeur,22,162,686,651,83,169,24,6,29,103,1,6,23,132,.260,.293,.449,.742,87,292,15,9,0,3,6,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
LF,Matt Diaz,28,124,323,297,37,97,15,4,7,32,5,5,11,49,.327,.364,.475,.839,114,141,9,9,1,4,3,1
3B,Wilson Betemit#,24,88,219,199,30,56,16,0,9,29,2,1,19,57,.281,.344,.497,.842,113,99,4,0,1,0,3,1
2B,Pete Orr*,27,102,164,154,22,39,3,4,1,8,2,4,5,30,.253,.277,.344,.621,59,53,1,0,5,0,1,1
C,Todd Pratt,39,62,152,135,14,28,6,0,4,19,1,0,12,43,.207,.272,.341,.612,56,46,4,1,1,3,0,1
UT,Scott Thorman*,24,55,133,128,13,30,11,0,5,14,1,0,5,21,.234,.263,.438,.701,76,56,0,0,0,0,0,1
3B,Willy Aybar#,23,36,127,115,17,36,6,0,1,8,0,2,10,19,.313,.373,.391,.764,97,45,2,1,1,0,0,1
1B,Brian Jordan,39,48,101,91,11,21,2,0,3,10,0,0,7,23,.231,.287,.352,.639,63,32,3,1,0,2,0,1
IF,Martin Prado,22,24,49,42,3,11,1,1,1,9,0,0,5,7,.262,.340,.405,.745,91,17,2,0,2,0,0,1
SS,Tony Pena,25,40,46,44,12,10,2,0,1,3,0,0,2,10,.227,.261,.341,.602,53,15,1,0,0,0,1,1
C,Brayan Pena#,24,23,43,41,9,11,2,0,1,5,0,0,2,5,.268,.302,.390,.693,76,16,2,0,0,0,0,1
UT,Daryle Ward*,31,20,27,26,2,8,1,0,1,7,0,0,1,6,.308,.333,.462,.795,102,12,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,John Smoltz,39,33,86,64,5,8,3,0,0,4,0,0,4,27,.125,.176,.172,.348,-10,11,2,0,18,0,0,1
P,Tim Hudson,30,34,79,63,4,6,1,0,0,3,0,0,2,18,.095,.123,.111,.234,-39,7,0,0,14,0,0,1
P,Chuck James*,24,24,40,35,2,1,0,0,0,0,0,0,1,14,.029,.056,.029,.084,-77,1,1,0,4,0,0,1
P,John Thomson,32,18,32,30,1,8,2,0,0,4,0,0,0,10,.267,.267,.333,.600,53,10,0,0,2,0,0,1
P,Jorge Sosa,28,24,28,20,4,3,0,0,3,3,0,0,2,8,.150,.227,.600,.827,102,12,0,0,6,0,0,1
