Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Miguel Olivo,27,127,452,430,52,113,22,3,16,58,2,3,9,103,.263,.287,.440,.727,87,189,9,7,3,3,4,1
1B,Mike Jacobs*,25,136,520,469,54,123,37,1,20,77,3,0,45,105,.262,.325,.473,.798,106,222,16,1,0,5,2,1
2B,Dan Uggla,26,154,683,611,105,172,26,7,27,90,6,6,48,123,.282,.339,.480,.818,112,293,5,9,7,8,1,1
SS,Hanley Ramirez,22,158,700,633,119,185,46,11,17,59,51,15,56,128,.292,.353,.480,.833,116,304,7,4,5,2,0,1
3B,Miguel Cabrera,23,158,676,576,112,195,50,2,26,114,9,6,86,108,.339,.430,.568,.998,159,327,18,10,0,4,27,1
LF,Josh Willingham,27,142,573,502,62,139,28,2,26,74,2,0,54,109,.277,.356,.496,.852,121,249,13,11,0,6,2,1
CF,Reggie Abercrombie,25,111,281,255,39,54,12,2,5,24,6,5,18,78,.212,.271,.333,.604,58,85,2,3,4,1,2,1
RF,Jeremy Hermida*,22,99,348,307,37,77,19,1,5,28,4,1,33,70,.251,.332,.368,.700,84,113,6,5,2,1,3,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,Alfredo Amezaga#,28,132,378,334,42,87,9,3,3,19,20,12,33,46,.260,.332,.332,.664,76,111,5,3,7,1,4,1
OF,Cody Ross,25,91,279,250,30,53,11,1,11,37,0,1,22,61,.212,.284,.396,.680,76,99,8,4,1,2,0,1
1B,Wes Helms,30,140,278,240,30,79,19,5,10,47,0,4,21,55,.329,.390,.575,.965,149,138,7,6,6,5,1,1
RF,Joe Borchard#,27,108,261,230,30,53,7,1,10,28,0,2,28,66,.230,.322,.400,.722,88,92,5,3,0,0,3,1
C,Matt Treanor,30,67,185,157,12,36,6,1,2,14,0,1,19,34,.229,.328,.318,.646,71,50,4,5,2,2,4,1
RF,Chris Aguila,27,47,104,95,5,22,8,1,0,7,2,1,9,26,.232,.298,.337,.635,67,32,2,0,0,0,1,1
CF,Eric Reed*,25,42,47,41,6,4,0,0,0,0,3,1,2,10,.098,.178,.098,.275,-25,4,1,2,2,0,1,1
SS,Robert Andino,22,11,28,24,0,4,1,0,0,2,1,0,1,6,.167,.185,.208,.394,3,5,0,0,1,2,0,1
RF,Matthew Cepicky*,28,9,19,18,0,2,0,0,0,0,0,0,1,4,.111,.158,.111,.269,-27,2,0,0,0,0,0,1
IF,Jason Wood,36,12,14,13,3,6,2,0,0,1,1,0,1,2,.462,.500,.615,1.115,191,8,0,0,0,0,0,1
C,Paul Hoover,30,4,5,5,0,2,0,0,0,1,0,0,0,0,.400,.400,.400,.800,112,2,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Dontrelle Willis*,24,32,76,64,8,11,0,1,3,10,0,0,6,13,.172,.243,.344,.587,52,22,0,0,6,0,0,1
P,Scott Olsen*,22,31,64,58,3,11,2,0,0,8,0,0,0,18,.190,.190,.224,.414,8,13,0,0,6,0,0,1
P,Ricky Nolasco,23,34,49,41,2,7,0,0,1,5,0,0,2,19,.171,.209,.244,.453,19,10,0,0,6,0,0,1
P,Josh Johnson*,22,30,49,42,1,4,2,0,0,3,0,0,1,23,.095,.116,.143,.259,-32,6,0,0,6,0,0,1
P,Brian Moehler,34,29,40,31,1,2,0,0,0,2,0,0,1,15,.065,.121,.065,.186,-49,2,0,1,7,0,0,1
P,Anibal Sanchez,22,17,38,35,1,4,0,0,0,2,0,0,0,14,.114,.114,.114,.229,-40,4,1,0,3,0,0,1
P,Jason Vargas*,23,12,17,16,1,5,1,0,0,1,0,0,1,2,.313,.353,.375,.728,92,6,0,0,0,0,0,1
P,Sergio Mitre,25,16,14,12,2,2,1,0,0,1,0,0,0,4,.167,.167,.250,.417,7,3,0,0,2,0,0,1
