Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Josh Arteaga,26,108,362,328,29,72,11,0,7,27,2,0,27,66,.220,.280,.317,.597,104,10,2,1,4,4,,0
Jose Ascanio,21,24,6,5,1,1,0,0,1,1,0,0,0,2,.200,.200,.800,1.000,4,0,0,1,0,0,,1
Ryan Basner,24,35,11,11,0,1,0,0,0,0,0,0,0,2,.091,.091,.091,.182,1,0,0,0,0,0,,0
Gregor Blanco*,22,66,302,251,45,72,16,3,0,9,17,6,43,57,.287,.397,.375,.772,94,3,3,5,0,0,,1
Francisley Bueno*,25,17,21,18,1,5,1,0,0,1,0,0,0,4,.278,.278,.333,.611,6,0,0,3,0,0,,1
Josh Burrus,22,76,309,291,35,62,12,0,3,28,5,4,13,69,.213,.252,.285,.538,83,11,3,0,2,0,,0
Paul Bush,26,20,16,14,1,4,1,0,0,1,0,0,2,3,.286,.375,.357,.732,5,0,0,0,0,0,,0
Bárbaro Cañizares,26,78,312,279,33,84,18,1,4,33,0,0,28,44,.301,.365,.416,.781,116,14,2,0,3,0,,1
Dave Coggin,29,6,6,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,,1
Dan Curtis,26,15,17,15,0,2,0,0,0,0,0,0,1,4,.133,.188,.133,.321,2,1,0,1,0,0,,0
Bobby Darula*,31,21,58,56,7,14,3,0,1,3,2,1,2,3,.250,.276,.357,.633,20,2,0,0,0,1,,0
Kyle Davies,22,4,6,5,1,2,1,0,0,1,0,0,1,2,.400,.500,.600,1.100,3,0,0,0,0,0,,1
Joey Devine,22,6,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Bryan Digby,24,12,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,0
Carlos Duran*,23,4,7,5,0,0,0,0,0,1,1,0,2,0,.000,.286,.000,.286,0,0,0,0,0,0,,0
Brady Endl,24,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Yunel Escobar,23,121,501,428,55,113,21,4,2,45,7,9,59,77,.264,.361,.346,.707,148,20,8,2,4,1,,1
Matt Esquivel,23,68,277,253,26,65,16,1,5,38,4,5,18,71,.257,.321,.387,.709,98,9,6,0,0,1,,0
Matt Harrison*,20,13,21,20,0,2,0,0,0,1,0,0,0,10,.100,.100,.100,.200,2,0,0,1,0,0,,1
Luis Hernandez#,22,104,413,380,39,102,12,4,1,29,4,4,20,46,.268,.308,.329,.637,125,8,3,7,3,1,,1
Willie James#,25,6,17,15,2,2,0,0,0,1,0,0,1,2,.133,.235,.133,.369,2,0,1,0,0,0,,0
Brandon Jones*,22,48,194,176,18,48,9,3,7,25,4,2,15,38,.273,.326,.477,.804,84,3,0,1,2,1,,1
Chipper Jones#,34,2,6,6,1,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,1,0,0,0,0,0,,1
Onil Joseph#,24,92,357,338,33,90,10,4,3,31,7,7,13,90,.266,.297,.346,.643,117,2,3,0,3,3,,0
Anthony Lerew*,23,9,18,18,0,3,0,0,0,2,1,0,0,5,.167,.167,.167,.333,3,1,0,0,0,0,,1
Carl Loadenthal*,24,19,56,48,7,8,2,0,1,4,5,0,6,5,.167,.268,.271,.539,13,0,1,0,1,0,,0
Macay McBride*,23,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,,1
Dax Norris,34,16,47,43,2,12,1,0,0,4,0,0,2,6,.279,.304,.302,.607,13,2,0,1,1,0,,0
Eddie Perez,38,13,47,43,5,12,0,0,2,5,0,0,4,11,.279,.340,.419,.759,18,2,0,0,0,0,,1
Martin Prado,22,43,191,176,17,49,6,2,1,15,2,2,14,35,.278,.330,.352,.682,62,5,0,0,1,0,,1
Mike Rosamond,28,104,366,338,47,82,19,3,15,47,5,2,20,117,.243,.292,.450,.742,152,10,5,0,3,1,,0
Mike Rozema*,24,80,296,271,26,63,9,2,0,21,4,3,16,54,.232,.279,.280,.559,76,5,3,2,4,2,,0
Jarrod Saltalamacchia#,21,92,377,313,30,72,18,1,9,39,0,1,55,71,.230,.353,.380,.733,119,8,6,0,3,4,,1
Arty Santos,24,26,6,6,0,1,0,0,0,0,0,0,0,3,.167,.167,.167,.333,1,0,0,0,0,0,,0
Eric Schmitt,27,29,7,6,0,0,0,0,0,0,0,0,1,5,.000,.143,.000,.143,0,0,0,0,0,0,,0
Zach Schreiber,24,35,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,0,0,0,0,,0
Ray Serrano,25,70,234,227,23,55,14,0,3,22,1,1,3,36,.242,.255,.344,.599,78,4,1,3,0,0,,0
Dan Smith*,22,28,14,12,0,3,0,0,0,3,0,0,0,5,.250,.250,.250,.500,3,1,0,2,0,0,,0
Will Startup*,21,16,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Phil Stockman,26,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Ivan Terrazas*,22,16,55,52,2,14,4,0,0,3,1,1,3,11,.269,.309,.346,.655,18,1,0,0,0,0,,0
John Thomson,32,1,1,1,0,1,1,0,0,0,0,0,0,0,1.000,1.000,2.000,3.000,2,0,0,0,0,0,,1
Jaime Trejo,22,7,15,14,0,2,0,0,0,1,0,0,0,5,.143,.143,.143,.286,2,0,0,1,0,0,,0
Glenn Tucker#,25,50,6,6,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,0,0,0,0,0,0,,0
Chris Waters*,25,27,39,36,3,7,1,0,0,1,0,0,0,8,.194,.194,.222,.417,8,0,0,3,0,0,,1
Dave Watkins,24,4,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,1,0,0,0,0,0,,0
Sean White,25,21,23,20,0,2,1,0,0,0,0,0,1,9,.100,.143,.150,.293,3,1,0,2,0,0,,1
Jonny Williams*,27,3,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Matt Wright,24,15,20,20,0,0,0,0,0,0,0,0,0,8,.000,.000,.000,.000,0,0,0,0,0,0,,0
Matt Young*,23,13,59,50,3,11,1,0,0,6,1,1,7,9,.220,.310,.240,.550,12,1,0,1,1,0,,1
50 Players,24.0,138,5115,4616,492,1140,208,28,65,448,73,49,378,1009,.247,.308,.346,.655,1599,124,47,39,35,19,,0
