Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Javier Vazquez,30,15,8,.652,3.74,32,32,0,2,0,0,216.2,197,95,90,29,50,2,213,7,0,5,882,1.140,8.2,1.2,2.1,8.8,4.26,1,2007,MLB,CHW
Jon Garland,27,10,13,.435,4.23,32,32,0,2,1,0,208.1,219,114,98,19,57,3,98,4,0,1,883,1.325,9.5,0.8,2.5,4.2,1.72,1,2007,MLB,CHW
Mark Buehrle*,28,10,9,.526,3.63,30,30,0,3,1,0,201.0,208,86,81,22,45,5,115,5,0,1,835,1.259,9.3,1.0,2.0,5.1,2.56,1,2007,MLB,CHW
José Contreras,35,10,17,.370,5.57,32,30,2,2,2,0,189.0,232,134,117,21,62,1,113,15,0,3,858,1.556,11.0,1.0,3.0,5.4,1.82,1,2007,MLB,CHW
John Danks*,22,6,13,.316,5.50,26,26,0,0,0,0,139.0,160,92,85,28,54,4,109,4,0,3,622,1.540,10.4,1.8,3.5,7.1,2.02,1,2007,MLB,CHW
Bobby Jenks,26,3,5,.375,2.77,66,0,62,0,0,40,65.0,45,20,20,2,13,4,56,1,0,4,249,0.892,6.2,0.3,1.8,7.8,4.31,1,2007,MLB,CHW
Matt Thornton*,30,4,4,.500,4.79,68,0,13,0,0,2,56.1,59,31,30,4,26,6,55,2,0,3,249,1.509,9.4,0.6,4.2,8.8,2.12,1,2007,MLB,CHW
Boone Logan*,22,2,1,.667,4.97,68,0,13,0,0,0,50.2,59,30,28,7,20,3,35,0,0,2,226,1.559,10.5,1.2,3.6,6.2,1.75,1,2007,MLB,CHW
Mike MacDougal,30,2,5,.286,6.80,54,0,8,0,0,0,42.1,50,37,32,3,33,3,39,2,0,8,208,1.961,10.6,0.6,7.0,8.3,1.18,1,2007,MLB,CHW
Ryan Bukvich,29,1,0,1.000,5.05,45,0,7,0,0,0,35.2,36,23,20,5,24,1,18,3,0,3,170,1.682,9.1,1.3,6.1,4.5,0.75,1,2007,MLB,CHW
Gavin Floyd,24,1,5,.167,5.27,16,10,4,0,0,0,70.0,85,45,41,17,19,0,49,6,0,1,314,1.486,10.9,2.2,2.4,6.3,2.58,1,2007,MLB,CHW
Nick Masset,25,2,3,.400,7.09,27,1,4,0,0,0,39.1,52,33,31,2,26,5,21,2,0,4,193,1.983,11.9,0.5,5.9,4.8,0.81,1,2007,MLB,CHW
David Aardsma,25,2,1,.667,6.40,25,0,7,0,0,0,32.1,39,24,23,4,17,3,36,1,0,2,151,1.732,10.9,1.1,4.7,10.0,2.12,1,2007,MLB,CHW
Ehren Wassermann,26,1,1,.500,2.74,33,0,6,0,0,0,23.0,20,9,7,0,7,4,14,2,0,1,94,1.174,7.8,0.0,2.7,5.5,2.00,1,2007,MLB,CHW
Andy Sisco*,24,0,1,.000,8.36,19,0,6,0,0,0,14.0,19,13,13,2,11,0,13,1,0,3,74,2.143,12.2,1.3,7.1,8.4,1.18,1,2007,MLB,CHW
Mike Myers*,38,1,0,1.000,11.20,17,0,3,0,0,0,13.2,21,19,17,3,7,2,6,1,0,0,70,2.049,13.8,2.0,4.6,4.0,0.86,1,2007,MLB,CHW
Dewon Day,26,0,1,.000,11.25,13,0,6,0,0,0,12.0,19,15,15,1,9,0,7,2,0,1,65,2.333,14.3,0.8,6.8,5.3,0.78,1,2007,MLB,CHW
Charlie Haeger,23,0,1,.000,7.15,8,0,5,0,0,0,11.1,17,11,9,3,8,2,1,1,0,0,59,2.206,13.5,2.4,6.4,0.8,0.13,1,2007,MLB,CHW
Lance Broadway,23,1,1,.500,0.87,4,1,1,0,0,0,10.1,5,2,1,0,5,0,14,0,0,0,41,0.968,4.4,0.0,4.4,12.2,2.80,1,2007,MLB,CHW
Heath Phillips*,25,1,1,.500,3.68,6,0,5,0,0,0,7.1,10,3,3,1,4,1,2,0,0,0,34,1.909,12.3,1.2,4.9,2.5,0.50,1,2007,MLB,CHW
Bret Prinz,30,0,0,,8.10,4,0,1,0,0,0,3.1,4,3,3,1,2,1,1,0,0,0,16,1.800,10.8,2.7,5.4,2.7,0.50,1,2007,MLB,CHW
