Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Greg Beck,25,4,3,.571,5.67,10,8,0,1,0,0,46.0,49,31,29,8,16,0,37,2,0,2,204,1.413,9.6,1.6,3.1,7.2,2.31,0,1998,AAA,MIL
Bobby Chouinard,26,2,1,.667,4.93,7,7,0,0,0,0,42.0,52,31,23,5,15,0,33,0,1,1,192,1.595,11.1,1.1,3.2,7.1,2.20,1,1998,AAA,MIL
Brad Cornett,29,3,3,.500,3.65,12,8,0,0,0,0,61.2,64,30,25,9,14,0,34,2,0,1,256,1.265,9.3,1.3,2.0,5.0,2.43,1,1998,AAA,MIL
Valerio De Los Santos*,25,0,0,,3.60,5,0,2,0,0,0,5.0,4,2,2,0,0,0,0,0,0,0,19,0.800,7.2,0.0,0.0,0.0,,1,1998,AAA,MIL
Matt Dunbar*,29,1,3,.250,6.14,50,0,18,0,0,0,55.2,74,47,38,6,32,1,45,7,1,5,281,1.904,12.0,1.0,5.2,7.3,1.41,1,1998,AAA,MIL
Robert Ellis,27,10,10,.500,5.63,30,28,0,0,0,0,150.1,171,103,94,21,78,1,79,8,0,13,693,1.656,10.2,1.3,4.7,4.7,1.01,1,1998,AAA,MIL
Horacio Estrada*,22,0,0,,3.00,2,2,0,0,0,0,12.0,10,4,4,1,5,0,4,0,0,0,50,1.250,7.5,0.8,3.8,3.0,0.80,1,1998,AAA,MIL
Rick Greene,27,6,6,.500,3.51,58,0,44,0,0,18,66.2,73,31,26,6,33,7,44,3,0,2,302,1.590,9.9,0.8,4.5,5.9,1.33,1,1998,AAA,MIL
Rod Henderson,27,11,5,.688,2.97,22,19,1,1,0,0,121.1,100,45,40,4,39,0,68,4,0,1,493,1.146,7.4,0.3,2.9,5.0,1.74,1,1998,AAA,MIL
Joe Hudson,27,1,0,1.000,5.11,9,0,1,0,0,0,12.1,13,7,7,1,5,1,4,2,0,0,57,1.459,9.5,0.7,3.6,2.9,0.80,1,1998,AAA,MIL
Blas Minor,32,1,0,1.000,5.00,3,1,0,0,0,0,9.0,11,6,5,0,2,0,9,0,0,0,39,1.444,11.0,0.0,2.0,9.0,4.50,1,1998,AAA,MIL
Greg Mullins*,26,1,3,.250,3.55,61,0,39,0,0,18,66.0,57,26,26,5,23,2,86,2,1,2,279,1.212,7.8,0.7,3.1,11.7,3.74,1,1998,AAA,MIL
Jim Nix,27,2,2,.500,7.01,27,1,8,0,0,0,34.2,43,28,27,4,24,2,28,0,0,1,169,1.933,11.2,1.0,6.2,7.3,1.17,0,1998,AAA,MIL
Mike Pasqualicchio*,23,0,0,,3.00,1,1,0,0,0,0,6.0,6,2,2,1,4,0,5,0,0,0,25,1.667,9.0,1.5,6.0,7.5,1.25,0,1998,AAA,MIL
Bronswell Patrick,27,3,1,.750,4.30,6,6,0,0,0,0,37.2,43,21,18,6,9,0,28,1,0,3,167,1.381,10.3,1.4,2.2,6.7,3.11,1,1998,AAA,MIL
Kyle Peterson,22,1,0,1.000,7.94,1,1,0,0,0,0,5.2,8,5,5,0,2,0,4,0,0,0,27,1.765,12.7,0.0,3.2,6.4,2.00,1,1998,AAA,MIL
Alberto Reyes,28,0,1,.000,8.31,3,2,0,0,0,0,4.1,5,5,4,1,2,0,5,0,0,0,20,1.615,10.4,2.1,4.2,10.4,2.50,1,1998,AAA,MIL
Frankie Rodriguez,25,4,3,.571,3.77,47,3,10,0,0,2,90.2,88,39,38,11,38,3,88,4,1,6,385,1.390,8.7,1.1,3.8,8.7,2.32,0,1998,AAA,MIL
Rafael Roque*,26,5,2,.714,3.62,9,8,0,0,0,0,49.2,42,21,20,2,19,1,43,4,0,1,207,1.228,7.6,0.4,3.4,7.8,2.26,1,1998,AAA,MIL
Johnny Ruffin,26,5,3,.625,3.00,35,2,11,0,0,0,60.0,40,27,20,4,48,2,57,1,0,7,262,1.467,6.0,0.6,7.2,8.6,1.19,1,1998,AAA,MIL
Al Sadler,26,2,2,.500,5.40,25,0,6,0,0,0,33.1,29,21,20,6,18,1,39,1,0,4,149,1.410,7.8,1.6,4.9,10.5,2.17,0,1998,AAA,MIL
Travis Smith,25,4,6,.400,5.32,12,11,0,0,0,0,67.2,77,44,40,9,25,1,36,2,0,3,296,1.507,10.2,1.2,3.3,4.8,1.44,1,1998,AAA,MIL
Tim Van Egmond,29,6,11,.353,4.44,24,20,1,0,0,0,131.2,132,72,65,23,45,2,99,9,1,6,569,1.344,9.0,1.6,3.1,6.8,2.20,1,1998,AAA,MIL
Paul Wagner,30,1,0,1.000,8.76,3,3,0,0,0,0,12.1,17,12,12,3,5,0,6,0,0,1,58,1.784,12.4,2.2,3.6,4.4,1.20,1,1998,AAA,MIL
Brad Woodall*,29,1,1,.500,3.90,5,5,0,0,0,0,30.0,32,19,13,3,15,0,27,0,0,4,135,1.567,9.6,0.9,4.5,8.1,1.80,1,1998,AAA,MIL
Kelly Wunsch*,25,3,1,.750,3.83,9,8,0,0,0,0,51.2,53,23,22,6,15,0,36,3,0,2,220,1.316,9.2,1.0,2.6,6.3,2.40,1,1998,AAA,MIL
Eddie Zosky,30,0,0,,0.00,1,0,1,0,0,0,0.1,1,0,0,0,0,0,1,0,0,0,2,3.000,27.0,0.0,0.0,27.0,,1,1998,AAA,MIL
