Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB,Year,Level,Org
Roberto Alleyne,21,76,283,248,39,58,14,2,8,33,5,2,25,73,.234,.311,.403,.714,100,6,5,0,5,0,,0,1998,A,HOU
Joe Cathey#,22,114,460,399,57,93,15,2,2,28,19,14,35,84,.233,.307,.296,.603,118,1,8,17,1,1,,0,1998,A,HOU
Scott Chapman,20,82,295,277,28,66,14,1,5,28,7,5,9,67,.238,.276,.350,.627,97,12,6,2,1,1,,0,1998,A,HOU
Eric Cole,22,132,530,500,73,140,30,6,11,83,32,15,24,104,.280,.319,.430,.749,215,7,5,0,1,0,,0,1998,A,HOU
Pat Cutshall,23,114,464,422,52,104,20,3,5,54,15,11,33,44,.246,.304,.344,.647,145,12,4,0,5,0,,0,1998,A,HOU
Jim Duffy,23,37,134,123,16,32,8,0,3,17,5,0,9,34,.260,.316,.398,.714,49,3,1,1,0,1,,0,1998,A,HOU
Matt Hyers#,22,58,145,122,22,29,6,1,0,15,8,5,20,28,.238,.350,.303,.653,37,2,1,2,0,0,,0,1998,A,HOU
Kyle Logan*,22,110,397,352,50,93,22,2,4,49,22,13,36,50,.264,.332,.372,.704,131,4,2,2,5,3,,0,1998,A,HOU
Jay Mansavage#,22,85,293,268,31,58,16,0,1,19,13,2,19,67,.216,.267,.287,.555,77,4,0,5,1,3,,0,1998,A,HOU
Aaron McNeal,20,112,407,370,54,105,15,1,14,61,3,3,31,112,.284,.347,.443,.791,164,12,5,1,0,2,,0,1998,A,HOU
Aaron Miles#,21,108,403,369,42,90,22,6,2,37,28,13,25,52,.244,.293,.352,.645,130,7,1,7,1,3,,1,1998,A,HOU
Doug Murray*,23,21,37,33,4,7,0,0,1,3,0,0,1,10,.212,.297,.303,.600,10,1,3,0,0,0,,0,1998,A,HOU
Javier Ochoa,19,5,8,7,1,0,0,0,0,0,0,0,1,2,.000,.125,.000,.125,0,0,0,0,0,0,,0,1998,A,HOU
Wilfredo Rodriguez*,19,28,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,0,0,0,0,,1,1998,A,HOU
Mike Rose#,21,88,324,267,48,81,13,2,7,40,10,8,52,56,.303,.417,.446,.863,119,5,1,3,1,3,,1,1998,A,HOU
J.J. Thomas,22,103,408,342,67,88,14,2,21,69,8,3,58,115,.257,.369,.494,.863,169,3,4,1,3,2,,0,1998,A,HOU
Alejandro Vasquez*,20,18,37,35,2,4,0,0,1,5,0,1,2,4,.114,.162,.200,.362,7,1,0,0,0,1,,0,1998,A,HOU
Barry Wesson,21,138,532,493,71,124,21,2,7,43,22,12,32,90,.252,.304,.345,.649,170,11,5,2,0,1,,1,1998,A,HOU
