Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Antuan Bunkley,22,129,553,492,74,146,32,0,8,91,4,2,47,64,.297,.362,.411,.772,202,8,7,0,7,2,,0
Ron Bush,21,4,13,12,2,2,0,0,0,1,0,0,1,3,.167,.231,.167,.397,2,0,0,0,0,0,,0
Ryan Grimmett,23,113,491,412,68,94,11,10,1,33,48,14,55,123,.228,.328,.311,.639,128,3,8,13,3,3,,0
Mandy Jacomino*,24,93,317,273,35,57,15,0,5,40,2,1,41,63,.209,.312,.319,.631,87,5,1,0,2,3,,0
Dan Lauterhahn,22,94,341,305,34,67,21,0,0,17,8,2,24,56,.220,.279,.289,.568,88,3,2,8,2,0,,0
Jeremiah Lignitz*,21,44,139,125,9,22,4,0,0,12,0,0,11,45,.176,.246,.208,.454,26,2,1,1,1,1,,0
Rod Lindsey,22,45,191,158,37,43,7,4,3,17,24,8,22,42,.272,.393,.424,.817,67,1,10,0,1,1,,1
Antonio McKinney,20,5,16,14,0,1,0,0,0,2,0,0,1,4,.071,.125,.071,.196,1,0,0,0,1,0,,0
Juan Mora*,20,88,331,308,33,71,15,5,3,38,7,3,14,103,.231,.270,.341,.611,105,3,3,5,1,0,,0
Rich Ozarowski#,23,92,341,299,47,78,22,2,2,27,5,4,32,49,.261,.338,.368,.706,110,5,4,4,2,1,,0
Brian Rios,23,100,375,343,44,91,18,1,3,46,5,4,23,60,.265,.315,.350,.664,120,6,3,3,3,2,,0
Mike Rivera,21,108,426,403,40,111,34,3,9,67,0,2,15,68,.275,.301,.442,.743,178,8,2,1,5,0,,1
Pedro Santana,21,118,484,438,79,115,21,7,4,45,64,7,28,93,.263,.317,.370,.687,162,4,9,4,5,0,,1
Heath Schesser,22,93,368,323,48,67,14,1,0,19,1,1,33,67,.207,.290,.257,.547,83,6,6,3,3,0,,0
Alex Steele,22,123,497,424,53,105,18,3,6,47,0,7,62,137,.248,.352,.347,.698,147,9,7,2,2,1,,0
Alexis Zapata,21,103,423,376,57,112,18,4,11,70,20,8,36,101,.298,.357,.455,.812,171,7,2,3,6,0,,0
