Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Ramon Borrego#,20,119,498,422,61,110,18,3,5,55,17,10,59,75,.261,.351,.353,.704,149,4,2,11,4,0,0
Michael Cuddyer,19,129,572,497,82,137,37,7,12,81,16,7,61,107,.276,.364,.451,.814,224,13,10,0,4,3,1
Jamal Harrison,20,107,440,389,58,108,25,3,8,49,7,5,40,93,.278,.357,.419,.776,163,11,9,0,2,1,0
Aaron Jaworowski*,22,51,209,190,28,51,14,1,3,28,0,0,16,50,.268,.335,.400,.735,76,3,3,0,0,0,0
Matt LeCroy,22,64,269,225,33,62,17,1,9,40,0,0,34,45,.276,.387,.480,.867,108,9,8,0,2,1,1
Manny Lopez,20,115,440,395,62,108,17,4,7,53,6,4,38,80,.273,.341,.390,.731,154,15,3,3,1,2,0
Jason McConnell#,22,91,363,316,52,82,12,3,2,23,19,10,31,48,.259,.338,.335,.673,106,5,7,8,1,1,0
Joe McHenry*,22,46,162,144,21,37,4,2,0,11,3,0,15,46,.257,.331,.313,.644,45,3,1,2,0,0,0
Dave Orndorff,20,99,434,380,68,99,20,4,6,47,30,12,44,91,.261,.348,.382,.730,145,5,7,3,0,0,0
Felix Pagan,23,69,265,225,36,62,21,3,7,40,2,1,34,56,.276,.371,.489,.860,110,5,2,1,3,0,0
Frankie Pena,21,47,146,132,16,25,4,0,4,17,0,0,9,34,.189,.234,.311,.545,41,3,0,1,4,0,0
Michael Restovich,19,11,49,45,9,20,5,2,0,6,0,0,4,12,.444,.490,.644,1.134,29,1,0,0,0,0,1
Mike Ryan*,20,113,465,412,68,131,24,6,9,72,7,4,44,92,.318,.381,.471,.852,194,8,1,3,5,2,1
Jon Schaeffer,22,122,500,414,77,117,31,5,10,64,3,5,55,117,.283,.392,.454,.846,188,16,23,3,5,2,0
Allen Shrum,22,6,17,17,0,1,0,0,0,0,0,0,0,8,.059,.059,.059,.118,1,0,0,0,0,0,0
Nestor Smith#,20,115,472,414,59,107,18,7,8,53,7,8,38,103,.258,.339,.394,.733,163,10,14,3,3,2,0
Bruce Sutton,21,42,136,117,12,27,13,1,0,11,0,2,11,44,.231,.319,.359,.677,42,1,5,1,2,1,0
