Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Shaun Anderson,23,6,5,.545,3.45,17,16,0,0,0,0,94.0,93,42,36,9,22,0,93,2,0,7,392,1.223,8.9,0.9,2.1,8.9,4.23,,1
Ray Black,28,0,0,,0.90,10,0,7,0,0,4,10.0,4,2,1,0,4,0,20,0,1,1,38,0.800,3.6,0.0,3.6,18.0,5.00,,1
Daniel Camarena*,25,0,0,,2.57,1,1,0,0,0,0,7.0,6,4,2,1,1,0,2,0,0,1,28,1.000,7.7,1.3,1.3,2.6,2.00,,1
Mike Connolly,26,3,4,.429,5.11,20,7,0,0,0,0,61.2,64,35,35,4,24,0,48,2,0,2,265,1.427,9.3,0.6,3.5,7.0,2.00,,0
Tyler Cyr,25,0,1,.000,6.00,8,0,7,0,0,3,9.0,7,6,6,0,6,0,8,0,0,3,40,1.444,7.0,0.0,6.0,8.0,1.33,,0
Carlos Diaz*,24,2,0,1.000,3.12,32,0,7,0,0,0,40.1,32,15,14,1,23,1,36,4,0,1,175,1.364,7.1,0.2,5.1,8.0,1.57,,0
Jose Flores,29,0,1,.000,6.94,6,2,1,0,0,0,11.2,20,10,9,0,5,1,9,0,0,1,57,2.143,15.4,0.0,3.9,6.9,1.80,,0
Matt Gage*,25,0,2,.000,3.18,4,4,0,0,0,0,22.2,24,12,8,3,3,0,15,0,0,1,94,1.191,9.5,1.2,1.2,6.0,5.00,,0
Ian Gardeck,27,0,0,,0.00,6,0,1,0,0,0,6.0,5,3,0,0,3,0,6,0,0,0,28,1.333,7.5,0.0,4.5,9.0,2.00,,0
Caleb Gindl*,29,0,1,.000,0.00,1,0,1,0,0,0,0.2,0,1,0,0,1,1,0,0,0,0,3,1.500,0.0,0.0,13.5,0.0,0.00,,1
Ryan Halstead,26,4,4,.500,2.72,32,0,5,0,0,0,56.1,52,24,17,5,15,1,51,0,1,9,229,1.189,8.3,0.8,2.4,8.1,3.40,,0
Chris Heston,30,1,0,1.000,5.00,3,1,0,0,0,0,9.0,10,5,5,1,3,0,7,1,0,1,39,1.444,10.0,1.0,3.0,7.0,2.33,,1
Taylor Hill,29,0,8,.000,5.40,14,10,1,0,0,0,51.2,66,38,31,10,11,0,37,3,0,1,235,1.490,11.5,1.7,1.9,6.4,3.36,,1
Chase Johnson,26,2,5,.286,3.86,18,18,0,0,0,0,58.1,52,31,25,3,21,0,37,2,0,11,245,1.251,8.0,0.5,3.2,5.7,1.76,,0
Jordan Johnson,24,6,7,.462,3.63,15,15,0,2,0,0,79.1,80,38,32,3,31,0,77,3,3,14,344,1.399,9.1,0.3,3.5,8.7,2.48,,0
Dusten Knight,27,4,1,.800,2.27,20,0,7,0,0,4,35.2,26,12,9,2,10,0,35,1,0,3,143,1.009,6.6,0.5,2.5,8.8,3.50,,1
Will LaMarche,26,0,1,.000,5.28,15,0,4,0,0,0,30.2,37,19,18,6,14,0,29,3,0,5,143,1.663,10.9,1.8,4.1,8.5,2.07,,0
Peter Lannoo,23,0,0,,0.00,1,0,0,0,0,0,1.2,2,0,0,0,0,0,2,0,0,0,7,1.200,10.8,0.0,0.0,10.8,,,0
Jake McCasland,26,4,7,.364,4.66,32,14,4,0,0,0,106.1,117,61,55,7,43,2,75,2,0,7,474,1.505,9.9,0.6,3.6,6.3,1.74,,0
Dillon McNamara,26,4,2,.667,1.20,33,0,18,0,0,7,45.0,29,15,6,0,8,0,50,1,0,1,168,0.822,5.8,0.0,1.6,10.0,6.25,,0
Conner Menez*,23,6,4,.600,4.38,15,15,0,0,0,0,74.0,73,37,36,1,34,0,92,7,0,9,326,1.446,8.9,0.1,4.1,11.2,2.71,,1
Connor Overton,24,0,1,.000,4.91,7,2,0,0,0,0,18.1,23,12,10,3,7,0,19,1,0,0,86,1.636,11.3,1.5,3.4,9.3,2.71,,1
Olbis Parra,23,0,0,,0.00,2,0,2,0,0,0,4.0,3,1,0,0,1,0,1,0,0,0,16,1.000,6.8,0.0,2.3,2.3,1.00,,0
Dylan Rheault,26,0,0,,3.38,2,0,1,0,0,0,2.2,4,2,1,0,4,0,4,1,0,1,16,3.000,13.5,0.0,13.5,13.5,1.00,,0
Nolan Riggs,25,0,1,.000,9.00,2,0,0,0,0,0,6.0,5,6,6,0,4,1,9,0,1,1,27,1.500,7.5,0.0,6.0,13.5,2.25,,0
Frank Rubio,23,1,0,1.000,4.50,1,0,0,0,0,0,4.0,5,2,2,0,0,0,3,0,0,0,16,1.250,11.3,0.0,0.0,6.8,,,0
Pat Ruotolo,23,1,1,.500,2.42,23,0,13,0,0,4,26.0,18,7,7,5,10,0,36,1,0,1,105,1.077,6.2,1.7,3.5,12.5,3.60,,0
Jeff Samardzija,33,0,0,,0.00,1,1,0,0,0,0,4.0,1,0,0,0,1,0,1,1,0,0,15,0.500,2.3,0.0,2.3,2.3,1.00,,1
Caleb Simpson,26,4,3,.571,1.53,29,0,26,0,0,10,29.1,22,10,5,0,29,4,37,2,0,6,137,1.739,6.8,0.0,8.9,11.4,1.28,,0
Dan Slania,26,1,3,.250,2.43,47,1,18,0,0,1,70.1,51,20,19,7,21,0,69,2,0,5,275,1.024,6.5,0.9,2.7,8.8,3.29,,1
Cory Taylor,24,8,1,.889,3.95,11,11,0,0,0,0,54.2,53,24,24,8,27,0,31,2,0,1,241,1.463,8.7,1.3,4.4,5.1,1.15,,0
Franklin Van Gurp,22,0,0,,12.00,1,0,0,0,0,0,3.0,3,4,4,1,1,0,3,0,0,0,13,1.333,9.0,3.0,3.0,9.0,3.00,,0
Logan Webb,21,1,2,.333,3.82,6,6,0,0,0,0,30.2,30,16,13,4,11,1,26,1,0,1,132,1.337,8.8,1.2,3.2,7.6,2.36,,1
Garrett Williams*,23,3,9,.250,6.06,33,15,3,0,0,1,81.2,96,63,55,6,61,1,73,13,0,4,408,1.922,10.6,0.7,6.7,8.0,1.20,,0
Sam Wolff,27,1,2,.333,6.91,22,0,11,0,0,5,27.1,36,24,21,1,16,0,38,1,0,6,133,1.902,11.9,0.3,5.3,12.5,2.38,,0
35 Players,25.3,62,76,.449,3.91,139,139,137,2,6,39,1173.0,1149,601,510,91,475,13,1079,56,6,104,5093,1.384,8.8,0.7,3.6,8.3,2.27,,0
