Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Dan Altavilla,25,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,2,0,0,0,3,0.000,0.0,0.0,0.0,18.0,,,1
Nathan Bannister,24,7,9,.438,6.07,26,24,0,1,1,0,138.0,173,98,93,22,48,1,84,4,0,6,622,1.601,11.3,1.4,3.1,5.5,1.75,,0
Bryan Bonnell,24,3,3,.500,3.17,32,0,14,0,0,2,48.1,52,22,17,6,12,0,38,2,0,5,205,1.324,9.7,1.1,2.2,7.1,3.17,,0
Lindsey Caughel,27,1,0,1.000,6.00,1,0,0,0,0,0,3.0,3,2,2,0,0,0,4,1,0,0,13,1.000,9.0,0.0,0.0,12.0,,,0
Chase De Jong,24,5,5,.500,3.80,21,21,0,0,0,0,120.2,122,60,51,12,34,1,89,8,0,7,514,1.293,9.1,0.9,2.5,6.6,2.62,,1
Matthew Festa,25,5,2,.714,2.76,44,0,41,0,0,20,49.0,50,18,15,6,12,0,67,2,0,1,208,1.265,9.2,1.1,2.2,12.3,5.58,,1
Trevor Frank,27,0,2,.000,5.29,10,0,4,0,0,0,17.0,14,11,10,4,6,1,20,2,0,0,74,1.176,7.4,2.1,3.2,10.6,3.33,,0
Darin Gillies,25,2,1,.667,4.58,15,0,6,0,0,1,19.2,16,11,10,2,8,0,23,0,0,2,81,1.220,7.3,0.9,3.7,10.5,2.88,,0
Ashton Goudeau,25,4,5,.444,4.38,9,9,0,1,1,0,51.1,51,26,25,5,14,1,35,5,0,1,213,1.266,8.9,0.9,2.5,6.1,2.50,,1
Spencer Herrmann*,24,6,5,.545,5.01,29,7,3,0,0,0,64.2,74,38,36,3,28,2,55,1,0,5,288,1.577,10.3,0.4,3.9,7.7,1.96,,0
Austin Hutchison,23,0,0,,4.50,1,0,1,0,0,0,2.0,5,1,1,0,0,0,1,0,0,0,11,2.500,22.5,0.0,0.0,4.5,,,0
Tyler Jackson,24,1,1,.500,7.63,4,1,1,0,0,0,15.1,23,13,13,3,5,0,11,0,0,0,75,1.826,13.5,1.8,2.9,6.5,2.20,,0
Johendi Jiminian,25,4,4,.500,3.49,16,16,0,0,0,0,69.2,67,30,27,8,31,0,52,0,0,4,300,1.407,8.7,1.0,4.0,6.7,1.68,,0
Scott Kuzminsky,26,1,1,.500,3.86,14,0,2,0,0,0,28.0,27,16,12,4,20,0,16,3,0,4,130,1.679,8.7,1.3,6.4,5.1,0.80,,0
Chris Mazza,28,1,0,1.000,1.33,4,4,0,0,0,0,27.0,15,6,4,1,4,0,23,1,0,1,100,0.704,5.0,0.3,1.3,7.7,5.75,,1
Anthony McIver*,26,0,0,,13.03,6,0,1,0,0,0,9.2,14,14,14,2,6,0,8,0,0,2,47,2.069,13.0,1.9,5.6,7.4,1.33,,0
David McKay,23,5,1,.833,2.49,35,0,14,0,0,1,50.2,36,18,14,3,21,0,71,4,0,5,211,1.125,6.4,0.5,3.7,12.6,3.38,,1
Wyatt Mills,23,0,2,.000,10.13,9,0,3,0,0,0,10.2,18,13,12,0,4,1,10,4,0,1,58,2.063,15.2,0.0,3.4,8.4,2.50,,1
Anthony Misiewicz*,23,3,12,.200,5.51,21,21,0,0,0,0,98.0,133,73,60,14,29,0,91,1,0,4,454,1.653,12.2,1.3,2.7,8.4,3.14,,1
Andrew Moore,24,3,1,.750,3.04,9,9,0,0,0,0,50.1,38,17,17,6,14,0,47,2,0,0,199,1.033,6.8,1.1,2.5,8.4,3.36,,1
Steve Moyers*,24,0,0,,27.00,1,0,0,0,0,0,1.0,3,3,3,1,1,0,1,1,0,0,8,4.000,27.0,9.0,9.0,9.0,1.00,,0
Stephen Perakslis,27,3,2,.600,6.05,28,0,12,0,0,2,41.2,48,32,28,6,11,1,27,5,1,3,186,1.416,10.4,1.3,2.4,5.8,2.45,,0
Williams Perez,27,6,1,.857,2.28,13,13,0,1,0,0,79.0,69,25,20,5,13,0,68,3,0,2,319,1.038,7.9,0.6,1.5,7.7,5.23,,1
Joe Pistorese*,25,0,0,,9.53,3,0,2,0,0,0,5.2,8,6,6,2,4,0,2,0,0,0,29,2.118,12.7,3.2,6.4,3.2,0.50,,0
Max Povse,24,4,3,.571,3.41,10,10,0,0,0,0,60.2,62,24,23,2,19,0,60,5,0,5,259,1.335,9.2,0.3,2.8,8.9,3.16,,1
Erasmo Ramirez,28,0,0,,2.25,1,1,0,0,0,0,4.0,4,2,1,0,0,0,6,0,0,0,16,1.000,9.0,0.0,0.0,13.5,,,1
Nick Rumbelow,26,0,0,,0.00,2,0,2,0,0,0,2.0,2,0,0,0,0,0,1,0,0,0,8,1.000,9.0,0.0,0.0,4.5,,,1
Daniel Schlereth*,32,0,0,,1.35,8,0,1,0,0,0,6.2,4,2,1,0,3,0,10,0,0,0,28,1.050,5.4,0.0,4.1,13.5,3.33,,1
Ryan Scott,23,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,1,0,0,0,0,0,6,3.000,18.0,0.0,9.0,0.0,0.00,,0
Matt Tenuta*,24,1,3,.250,2.98,28,0,4,0,0,1,45.1,43,18,15,0,14,1,52,3,1,5,191,1.257,8.5,0.0,2.8,10.3,3.71,,0
Nick Vincent,31,0,0,,0.00,1,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,4,1.000,9.0,0.0,0.0,0.0,,,1
Matt Walker,23,5,1,.833,3.63,39,0,17,0,0,3,62.0,59,29,25,5,22,1,56,2,0,12,266,1.306,8.6,0.7,3.2,8.1,2.55,,0
Art Warren,25,1,2,.333,1.72,14,0,7,0,0,2,15.2,10,7,3,0,14,0,22,0,0,4,69,1.532,5.7,0.0,8.0,12.6,1.57,,1
Rob Whalen,24,0,2,.000,7.50,2,2,0,0,0,0,6.0,10,7,5,1,3,0,8,0,0,0,32,2.167,15.0,1.5,4.5,12.0,2.67,,1
34 Players,24.6,71,68,.511,4.21,139,139,136,3,5,32,1205.2,1256,643,564,123,401,10,1060,59,2,79,5227,1.374,9.4,0.9,3.0,7.9,2.64,,0
