Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Mike Adams*,24,1,3,.250,3.47,35,0,25,0,0,6,59.2,66,29,23,5,18,0,44,4,0,1,262,1.408,10.0,0.8,2.7,6.6,2.44,0
Trey Ball*,21,9,13,.409,4.73,25,25,0,0,0,0,129.1,129,78,68,16,60,0,77,3,1,12,564,1.461,9.0,1.1,4.2,5.4,1.28,0
Denny Bautista,34,3,0,1.000,4.88,4,4,0,0,0,0,24.0,28,14,13,3,5,0,10,0,0,0,103,1.375,10.5,1.1,1.9,3.8,2.00,1
Ty Buttrey,22,8,10,.444,4.20,21,21,0,0,0,0,115.2,117,62,54,5,45,0,81,5,1,13,494,1.401,9.1,0.4,3.5,6.3,1.80,1
Jacob Dahlstrand,23,3,0,1.000,1.96,4,4,0,0,0,0,23.0,14,6,5,0,6,0,14,0,0,3,88,0.870,5.5,0.0,2.3,5.5,2.33,0
Taylor Grover,24,2,2,.500,3.62,34,1,20,0,0,4,74.2,54,36,30,6,35,0,61,5,0,6,312,1.192,6.5,0.7,4.2,7.4,1.74,0
Joe Gunkel,23,1,1,.500,2.05,8,2,4,0,0,2,22.0,16,6,5,2,4,0,22,0,0,2,84,0.909,6.5,0.8,1.6,9.0,5.50,0
Michael Gunn*,22,0,0,,0.00,1,0,1,0,0,0,1.0,1,1,0,0,2,0,0,0,0,0,6,3.000,9.0,0.0,18.0,0.0,0.00,0
Williams Jerez*,23,1,0,1.000,0.73,5,0,2,0,0,0,12.1,11,2,1,0,4,0,12,1,0,0,52,1.216,8.0,0.0,2.9,8.8,3.00,1
Kyle Kaminska,26,1,2,.333,3.12,12,1,7,0,0,3,34.2,39,12,12,2,3,0,24,0,0,1,137,1.212,10.1,0.5,0.8,6.2,8.00,0
Kyle Kraus,25,2,2,.500,1.34,14,1,10,0,0,2,47.0,38,14,7,1,11,0,33,3,0,4,190,1.043,7.3,0.2,2.1,6.3,3.00,0
Austin Maddox,24,1,4,.200,3.71,20,0,20,0,0,10,26.2,24,13,11,2,5,0,22,2,0,4,112,1.088,8.1,0.7,1.7,7.4,4.40,1
Jorge Marban,26,2,1,.667,1.69,8,0,5,0,0,1,16.0,14,7,3,1,7,0,13,1,0,3,70,1.313,7.9,0.6,3.9,7.3,1.86,0
Kevin McAvoy,21,11,9,.550,3.89,26,26,0,0,0,0,141.0,136,72,61,5,71,0,82,8,3,6,609,1.468,8.7,0.3,4.5,5.2,1.15,0
Kuehl McEachern,22,0,0,,5.87,4,0,2,0,0,0,7.2,12,5,5,1,2,0,6,1,0,1,37,1.826,14.1,1.2,2.3,7.0,3.00,0
Daniel McGrath*,20,4,6,.400,3.84,17,17,0,0,0,0,84.1,72,43,36,6,37,0,71,2,0,6,359,1.292,7.7,0.6,3.9,7.6,1.92,0
Chandler Shepherd,22,0,2,.000,3.61,28,0,23,0,0,6,52.1,48,23,21,3,7,0,46,1,0,5,212,1.051,8.3,0.5,1.2,7.9,6.57,1
Brandon Show,22,1,1,.500,2.83,12,0,5,0,0,2,35.0,33,14,11,1,7,0,13,1,0,3,141,1.143,8.5,0.3,1.8,3.3,1.86,0
Teddy Stankiewicz,21,5,11,.313,4.01,25,25,0,1,1,0,141.1,149,74,63,11,32,0,77,8,1,6,585,1.281,9.5,0.7,2.0,4.9,2.41,0
German Taveras,22,4,4,.500,5.04,30,0,13,0,0,2,60.2,53,41,34,3,35,3,48,3,3,6,272,1.451,7.9,0.4,5.2,7.1,1.37,0
Aaron Wilkerson,26,7,2,.778,2.96,17,12,1,0,0,0,79.0,62,28,26,0,21,0,85,0,0,0,310,1.051,7.1,0.0,2.4,9.7,4.05,1
Luis Ysla*,23,0,0,,0.00,2,0,0,0,0,0,5.0,0,0,0,0,2,0,6,0,0,0,17,0.400,0.0,0.0,3.6,10.8,3.00,0
