Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Ross Atkins,25,6,8,.429,5.77,33,7,5,0,0,3,87.1,90,60,56,10,47,0,43,6,1,5,398,1.569,9.3,1.0,4.8,4.4,0.91,0
Mike Bacsik*,21,11,11,.500,4.64,26,26,0,1,0,0,149.1,164,84,77,24,47,0,84,7,0,4,647,1.413,9.9,1.4,2.8,5.1,1.79,1
J.D. Brammer,24,3,2,.600,4.76,47,0,24,0,0,8,75.2,53,44,40,6,60,0,69,9,3,11,349,1.493,6.3,0.7,7.1,8.2,1.15,0
Jamie Brown,22,5,9,.357,4.57,23,23,0,1,0,0,138.0,140,72,70,11,39,1,98,13,3,2,586,1.297,9.1,0.7,2.5,6.4,2.51,1
Jared Camp,24,1,2,.333,6.50,17,0,13,0,0,7,18.0,22,17,13,0,16,0,18,2,1,2,92,2.111,11.0,0.0,8.0,9.0,1.13,0
Jim Dedrick,31,1,0,1.000,9.00,2,0,1,0,0,0,3.0,4,3,3,2,0,0,0,0,0,0,13,1.333,12.0,6.0,0.0,0.0,,1
Sean DePaula,25,1,0,1.000,3.54,14,0,6,0,0,1,28.0,20,11,11,2,17,0,31,2,0,2,122,1.321,6.4,0.6,5.5,10.0,1.82,1
Marc Deschenes,26,3,2,.600,3.31,43,0,26,0,0,3,65.1,57,28,24,5,31,6,64,2,0,3,277,1.347,7.9,0.7,4.3,8.8,2.06,0
Ruben Escobar,23,0,0,,16.20,1,0,0,0,0,0,1.2,5,3,3,1,0,0,0,0,1,0,11,3.000,27.0,5.4,0.0,0.0,,0
Alberto Garza,22,3,5,.375,9.35,10,9,0,0,0,0,42.1,54,46,44,5,41,0,38,3,0,4,216,2.244,11.5,1.1,8.7,8.1,0.93,0
Dwight Gooden,34,0,0,,3.00,1,1,0,0,0,0,3.0,3,2,1,0,1,0,2,0,0,0,12,1.333,9.0,0.0,3.0,6.0,2.00,1
Jimmy Hamilton*,23,0,2,.000,3.73,25,0,10,0,0,2,31.1,19,14,13,1,24,2,27,1,0,4,134,1.372,5.5,0.3,6.9,7.8,1.13,0
Tom Martin*,29,0,0,,1.00,3,3,0,0,0,0,9.0,4,1,1,0,3,0,9,1,0,0,34,0.778,4.0,0.0,3.0,9.0,3.00,1
Willie Martinez,21,9,8,.529,4.09,24,24,0,0,0,0,147.1,163,83,67,20,45,0,91,3,0,8,639,1.412,10.0,1.2,2.7,5.6,2.02,1
Mike Matthews*,25,0,5,.000,8.77,6,6,0,0,0,0,25.2,36,30,25,7,15,0,10,2,2,0,127,1.987,12.6,2.5,5.3,3.5,0.67,1
Richard Negrette,23,1,3,.250,6.13,33,0,10,0,0,1,47.0,49,35,32,2,47,0,34,3,0,7,230,2.043,9.4,0.4,9.0,6.5,0.72,0
Jim Poole*,33,0,0,,0.00,2,0,0,0,0,0,2.2,0,0,0,0,0,0,4,0,0,1,7,0.000,0.0,0.0,0.0,13.5,,1
Paul Rigdon,23,7,0,1.000,0.90,8,7,0,0,0,0,50.0,20,5,5,2,10,0,25,2,0,1,177,0.600,3.6,0.4,1.8,4.5,2.50,1
Ricardo Rincon*,29,0,0,,5.40,2,2,0,0,0,0,1.2,2,1,1,1,0,0,2,0,0,0,8,1.200,10.8,5.4,0.0,10.8,,1
David Riske,22,0,0,,1.90,23,0,22,0,0,12,23.2,5,6,5,1,13,0,33,0,0,1,90,0.761,1.9,0.4,4.9,12.5,2.54,1
Frankie Sanders,23,6,6,.500,4.85,33,13,6,0,0,2,120.2,139,72,65,12,51,2,72,6,0,9,546,1.575,10.4,0.9,3.8,5.4,1.41,0
Jeff Sexton,27,1,0,1.000,3.60,15,0,11,0,0,2,20.0,24,10,8,1,9,0,16,1,0,1,89,1.650,10.8,0.5,4.1,7.2,1.78,0
Bob St. Pierre,25,0,0,,18.00,4,0,3,0,0,0,4.0,9,8,8,1,4,0,2,0,0,0,25,3.250,20.3,2.3,9.0,4.5,0.50,0
Mark Turnbow,20,1,0,1.000,3.00,1,1,0,0,0,0,6.0,4,3,2,0,3,0,4,0,0,0,25,1.167,6.0,0.0,4.5,6.0,1.33,0
Mark Watson*,25,9,8,.529,4.34,19,17,1,0,0,0,110.0,143,64,53,9,38,0,57,6,2,6,500,1.645,11.7,0.7,3.1,4.7,1.50,1
Jaret Wright,23,1,0,1.000,0.00,1,1,0,0,0,0,5.0,3,0,0,0,1,0,6,0,0,1,19,0.800,5.4,0.0,1.8,10.8,6.00,1
