Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Lorenzo Barcelo,21,0,1,.000,3.60,4,4,0,0,0,0,20.0,14,8,8,0,6,0,14,1,0,0,79,1.000,6.3,0.0,2.7,6.3,2.33,1
Carlos Chantres,23,6,8,.429,3.50,28,21,5,1,0,2,141.1,122,64,55,13,61,0,105,7,1,9,596,1.295,7.8,0.8,3.9,6.7,1.72,0
Pat Daneker,23,6,8,.429,3.22,16,16,0,3,0,0,109.0,106,46,39,6,30,1,71,2,2,4,451,1.248,8.8,0.5,2.5,5.9,2.37,1
Joe Davenport,23,3,5,.375,3.10,40,0,33,0,0,10,49.1,43,26,17,3,19,1,24,2,0,8,213,1.257,7.8,0.5,3.5,4.4,1.26,1
Josh Fogg,22,3,2,.600,5.89,10,10,0,0,0,0,55.0,66,37,36,8,18,0,40,5,1,2,249,1.527,10.8,1.3,2.9,6.5,2.22,1
Jon Garland,19,3,1,.750,4.38,7,7,0,0,0,0,39.0,39,22,19,4,18,0,27,3,0,4,175,1.462,9.0,0.9,4.2,6.2,1.50,1
Mario Iglesias,25,5,3,.625,4.68,23,2,4,0,0,0,50.0,51,29,26,8,21,1,29,2,0,3,216,1.440,9.2,1.4,3.8,5.2,1.38,0
Jason Lakman,22,0,0,,15.00,3,0,2,0,0,0,3.0,3,5,5,0,9,0,3,2,0,5,22,4.000,9.0,0.0,27.0,9.0,0.33,0
Aaron Myette,21,12,7,.632,3.66,28,28,0,0,0,0,164.2,138,76,67,19,77,0,135,15,1,6,711,1.306,7.5,1.0,4.2,7.4,1.75,1
Jason Olsen,24,1,3,.250,3.82,9,4,3,1,0,0,33.0,33,15,14,2,10,0,25,1,0,3,138,1.303,9.0,0.5,2.7,6.8,2.50,0
Jesus Pena*,24,3,2,.600,2.36,40,0,18,0,0,5,45.2,31,12,12,2,18,1,49,0,1,2,183,1.073,6.1,0.4,3.5,9.7,2.72,1
Mark Roberts,23,5,8,.385,3.40,33,17,7,0,0,2,124.1,108,64,47,11,41,0,84,3,0,3,525,1.198,7.8,0.8,3.0,6.1,2.05,0
Brian Schmack,25,4,4,.500,3.43,43,0,26,0,0,6,63.0,60,31,24,3,18,0,56,8,0,6,270,1.238,8.6,0.4,2.6,8.0,3.11,1
Jason Secoda,24,8,7,.533,3.44,22,17,0,1,1,0,115.0,100,49,44,7,39,0,94,8,1,8,477,1.209,7.8,0.5,3.1,7.4,2.41,0
Brian Tokarse,24,0,1,.000,5.06,6,0,0,0,0,0,10.2,12,7,6,1,3,0,11,0,0,1,46,1.406,10.1,0.8,2.5,9.3,3.67,0
Julien Tucker,26,2,1,.667,5.33,37,0,22,0,0,5,49.0,52,30,29,6,22,0,32,5,0,6,222,1.510,9.6,1.1,4.0,5.9,1.45,0
Ken Vining*,24,0,2,.000,9.26,3,3,0,0,0,0,11.2,20,16,12,1,9,0,8,1,1,0,62,2.486,15.4,0.8,6.9,6.2,0.89,1
Adam Virchis,25,0,0,,0.00,1,0,0,0,0,0,3.0,3,0,0,0,0,0,1,0,0,0,12,1.000,9.0,0.0,0.0,3.0,,0
Kip Wells,22,8,2,.800,2.94,11,11,0,0,0,0,70.1,49,24,23,5,31,0,44,4,1,1,283,1.137,6.3,0.6,4.0,5.6,1.42,1
Curtis Whitley*,25,4,2,.667,5.01,36,0,14,0,0,1,50.1,58,31,28,4,25,0,24,0,0,5,228,1.649,10.4,0.7,4.5,4.3,0.96,0
