Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Austin Adams,22,2,1,.667,3.98,27,0,9,0,0,1,31.2,25,17,14,0,17,0,36,1,0,14,136,1.326,7.1,0.0,4.8,10.2,2.12,1,2013,A,LAA
Garrett Baker*,23,0,2,.000,3.81,21,0,6,0,0,2,26.0,20,14,11,5,6,0,23,1,0,1,104,1.000,6.9,1.7,2.1,8.0,3.83,0,2013,A,LAA
Cam Bedrosian,21,1,5,.167,5.30,37,2,20,0,0,7,54.1,55,38,32,4,22,1,69,5,0,9,241,1.417,9.1,0.7,3.6,11.4,3.14,1,2013,A,LAA
Alex Blackford,22,0,2,.000,2.54,18,0,5,0,0,1,28.1,21,12,8,5,6,0,35,1,0,3,113,0.953,6.7,1.6,1.9,11.1,5.83,0,2013,A,LAA
Jake Boyd,23,3,3,.500,3.35,17,4,7,1,0,2,48.1,42,32,18,3,18,0,27,4,0,6,208,1.241,7.8,0.6,3.4,5.0,1.50,0,2013,A,LAA
Ryan Crowley*,22,10,7,.588,3.28,26,25,0,0,0,0,151.0,141,63,55,15,35,0,123,3,0,8,615,1.166,8.4,0.9,2.1,7.3,3.51,0,2013,A,LAA
Nic DellaTorre*,21,0,5,.000,8.90,8,5,1,0,0,0,29.1,43,36,29,9,14,0,16,5,0,2,142,1.943,13.2,2.8,4.3,4.9,1.14,0,2013,A,LAA
Tyler DeLoach*,22,5,5,.500,3.34,13,13,0,0,0,0,70.0,50,28,26,5,22,0,79,6,0,1,283,1.029,6.4,0.6,2.8,10.2,3.59,0,2013,A,LAA
Jairo Diaz,22,0,3,.000,3.97,32,0,22,0,0,8,34.0,27,16,15,3,11,1,28,4,0,2,141,1.118,7.1,0.8,2.9,7.4,2.55,1,2013,A,LAA
Brandon Efferson,24,1,2,.333,1.84,10,0,2,0,0,0,14.2,18,7,3,0,4,0,15,0,0,2,65,1.500,11.0,0.0,2.5,9.2,3.75,0,2013,A,LAA
Arjenis Fernandez,19,0,1,.000,10.80,2,2,0,0,0,0,6.2,12,9,8,4,5,0,3,0,0,1,37,2.550,16.2,5.4,6.8,4.1,0.60,0,2013,A,LAA
Kenny Hatcher,23,0,1,.000,4.50,3,0,2,0,0,0,2.0,3,1,1,0,5,0,0,0,0,0,13,4.000,13.5,0.0,22.5,0.0,0.00,0,2013,A,LAA
Daniel Hurtado,20,2,1,.667,3.34,12,2,0,0,0,0,32.1,27,12,12,3,14,0,24,0,0,1,135,1.268,7.5,0.8,3.9,6.7,1.71,0,2013,A,LAA
Eswarlin Jimenez*,21,1,0,1.000,4.00,7,0,2,0,0,0,9.0,11,8,4,1,3,0,6,0,0,1,41,1.556,11.0,1.0,3.0,6.0,2.00,0,2013,A,LAA
Alex Keudell,23,4,3,.571,3.11,13,13,0,0,0,0,81.0,73,33,28,4,23,0,54,1,0,3,333,1.185,8.1,0.4,2.6,6.0,2.35,0,2013,A,LAA
Joey Krehbiel,20,6,5,.545,2.74,48,1,16,0,0,1,65.2,49,22,20,3,28,0,70,3,1,5,274,1.173,6.7,0.4,3.8,9.6,2.50,1,2013,A,LAA
Brandon Love*,23,4,7,.364,4.10,20,14,1,0,0,1,85.2,91,42,39,9,30,0,78,4,0,4,373,1.412,9.6,0.9,3.2,8.2,2.60,0,2013,A,LAA
Pat Lowery,23,4,10,.286,4.91,21,21,0,1,0,0,102.2,101,64,56,8,57,0,69,7,0,12,465,1.539,8.9,0.7,5.0,6.0,1.21,0,2013,A,LAA
Aaron Newcomb,23,1,4,.200,6.24,12,8,1,0,0,0,49.0,62,38,34,6,16,1,28,1,0,4,221,1.592,11.4,1.1,2.9,5.1,1.75,0,2013,A,LAA
Chris O'Grady*,23,3,1,.750,2.17,21,5,3,0,0,0,45.2,38,13,11,3,9,0,38,1,0,3,179,1.029,7.5,0.6,1.8,7.5,4.22,1,2013,A,LAA
Andres Perez,22,0,1,.000,3.95,8,0,0,0,0,0,13.2,14,6,6,1,10,0,5,0,0,2,61,1.756,9.2,0.7,6.6,3.3,0.50,0,2013,A,LAA
Robert Powell,23,3,1,.750,4.57,14,0,10,0,0,2,21.2,21,11,11,2,5,1,18,1,0,0,87,1.200,8.7,0.8,2.1,7.5,3.60,0,2013,A,LAA
Eduard Santos,23,1,1,.500,3.38,15,2,6,0,0,0,32.0,27,16,12,2,10,0,41,1,0,2,135,1.156,7.6,0.6,2.8,11.5,4.10,0,2013,A,LAA
Reid Scoggins,22,1,4,.200,3.46,21,17,1,0,0,0,65.0,53,30,25,1,35,0,76,3,2,3,279,1.354,7.3,0.1,4.8,10.5,2.17,0,2013,A,LAA
Kurt Spomer,23,4,3,.571,2.49,46,0,18,0,0,6,65.0,51,20,18,2,19,2,45,5,0,3,268,1.077,7.1,0.3,2.6,6.2,2.37,0,2013,A,LAA
