Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Jesus Adames,22,3,3,.500,5.58,38,0,10,0,0,1,59.2,71,39,37,5,27,0,44,4,0,11,277,1.642,10.7,0.8,4.1,6.6,1.63,0
Tony Amezcua,22,3,2,.600,5.95,37,0,4,0,0,0,78.2,72,58,52,7,53,0,67,8,3,17,364,1.589,8.2,0.8,6.1,7.7,1.26,0
Joel Bender*,21,4,2,.667,3.79,36,1,14,0,0,2,73.2,67,35,31,3,23,0,56,4,0,7,303,1.222,8.2,0.4,2.8,6.8,2.43,0
Alejandro Chacin,20,4,3,.571,2.91,44,0,23,0,0,9,65.0,42,27,21,4,33,0,72,6,0,14,277,1.154,5.8,0.6,4.6,10.0,2.18,1
Drew Cisco,21,5,7,.417,3.86,24,24,0,0,0,0,130.2,148,64,56,11,16,0,99,2,0,3,541,1.255,10.2,0.8,1.1,6.8,6.19,0
Johnny Cueto,27,1,0,1.000,1.13,2,2,0,0,0,0,8.0,7,1,1,0,0,0,8,0,0,0,30,0.875,7.9,0.0,0.0,9.0,,1
Abel De Los Santos,21,1,0,1.000,14.46,9,0,2,0,0,0,9.1,12,19,15,2,12,0,6,4,0,4,53,2.571,11.6,1.9,11.6,5.8,0.50,0
Pedro Diaz,20,1,6,.143,7.52,11,9,1,0,0,0,40.2,52,38,34,3,22,0,25,3,1,10,194,1.820,11.5,0.7,4.9,5.5,1.14,0
Nick Fleece,24,0,0,,0.00,3,0,1,0,0,0,2.2,0,0,0,0,0,0,1,0,0,0,8,0.000,0.0,0.0,0.0,3.4,,0
Amir Garrett*,21,1,3,.250,6.88,8,8,0,0,0,0,34.0,40,26,26,4,16,0,15,2,0,8,155,1.647,10.6,1.1,4.2,4.0,0.94,1
Ismael Guillon*,21,7,8,.467,4.75,27,26,0,0,0,0,121.1,95,72,64,14,95,0,134,1,1,26,539,1.566,7.0,1.0,7.0,9.9,1.41,0
Joey Housey,23,2,1,.667,5.28,11,0,2,0,0,1,15.1,13,10,9,1,11,0,14,0,0,1,73,1.565,7.6,0.6,6.5,8.2,1.27,0
Ben Klimesh,23,3,0,1.000,2.60,24,0,15,0,0,5,34.2,29,12,10,3,10,0,45,0,0,2,138,1.125,7.5,0.8,2.6,11.7,4.50,0
Ben Lively,21,0,1,.000,2.25,1,1,0,0,0,0,4.0,2,2,1,0,1,0,7,0,0,1,16,0.750,4.5,0.0,2.3,15.8,7.00,1
Michael Lorenzen,21,1,0,1.000,0.00,9,0,4,0,0,2,8.1,7,0,0,0,2,0,7,0,0,0,32,1.080,7.6,0.0,2.2,7.6,3.50,1
Sean Lucas*,24,3,1,.750,3.34,30,0,28,0,0,11,35.0,29,14,13,3,10,1,32,0,0,2,145,1.114,7.5,0.8,2.6,8.2,3.20,0
Kyle McMyne,23,0,0,,3.09,10,0,7,0,0,3,11.2,11,5,4,1,5,0,13,0,0,1,51,1.371,8.5,0.8,3.9,10.0,2.60,0
Wes Mugarian,21,0,1,.000,5.46,12,0,2,0,0,0,29.2,35,19,18,4,12,0,26,2,0,5,132,1.584,10.6,1.2,3.6,7.9,2.17,0
Wandy Peralta*,21,2,7,.222,3.80,44,4,12,0,0,1,85.1,91,45,36,9,41,1,79,2,4,14,383,1.547,9.6,0.9,4.3,8.3,1.93,1
Sal Romano,19,7,11,.389,4.86,25,25,0,0,0,0,120.1,134,81,65,10,57,0,89,10,1,9,537,1.587,10.0,0.7,4.3,6.7,1.56,1
Michael Salter,21,0,1,.000,17.36,4,0,0,0,0,0,4.2,12,10,9,1,4,0,7,0,0,1,31,3.429,23.1,1.9,7.7,13.5,1.75,0
Mike Saunders,22,1,1,.500,3.09,6,2,1,0,0,1,11.2,7,5,4,0,5,0,6,0,0,3,48,1.029,5.4,0.0,3.9,4.6,1.20,0
Jackson Stephens,19,3,7,.300,4.59,14,6,5,0,0,1,64.2,79,39,33,6,18,0,55,4,1,1,284,1.500,11.0,0.8,2.5,7.7,3.06,1
Robert Stephenson,20,5,3,.625,2.57,14,14,0,0,0,0,77.0,56,30,22,5,20,0,96,3,2,10,307,0.987,6.5,0.6,2.3,11.2,4.80,1
Werleen Taveras,22,1,2,.333,3.95,11,0,5,0,0,0,13.2,18,8,6,0,7,0,13,1,0,1,66,1.829,11.9,0.0,4.6,8.6,1.86,0
Nick Travieso,19,7,4,.636,4.63,17,17,0,0,0,0,81.2,83,47,42,7,27,0,61,4,1,8,348,1.347,9.1,0.8,3.0,6.7,2.26,0
MO Wiley,23,0,0,,12.27,4,0,3,0,0,0,3.2,7,6,5,1,4,0,7,0,0,0,23,3.000,17.2,2.5,9.8,17.2,1.75,0
