Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Angel Aragon,26,54,9,9,0,1,0,0,0,0,0,0,0,5,.111,.111,.111,.222,1,0,0,0,0,0,,0
Ryan Balfe#,24,130,521,462,61,121,21,4,12,66,3,3,46,120,.262,.338,.403,.740,186,12,9,0,4,2,,0
Sean Burroughs*,19,108,461,392,46,114,29,4,2,42,6,8,58,45,.291,.383,.401,.783,157,10,3,4,4,6,,1
Mike Bynum*,22,6,5,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Shawn Camp,24,45,10,8,2,1,0,0,0,0,0,0,1,0,.125,.300,.125,.425,1,0,1,0,0,0,,1
Clay Condrey,24,35,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,,1
Dave Daniels,26,9,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0,0,0,0,0,0,,0
Tim DeCinces*,26,72,256,207,34,56,9,0,11,44,1,0,42,28,.271,.383,.473,.856,98,4,0,0,7,1,,0
Doug Dent,23,18,16,13,1,1,0,0,0,0,0,0,0,5,.077,.077,.077,.154,1,0,0,3,0,0,,0
Brian Doughty,25,32,36,33,2,6,2,0,0,2,0,0,1,7,.182,.206,.242,.448,8,0,0,2,0,0,,0
Adam Eaton,22,10,15,14,0,4,0,0,0,1,0,0,1,7,.286,.333,.286,.619,4,0,0,0,0,0,,1
Kevin Eberwein,23,100,423,372,57,98,16,2,18,71,2,2,45,77,.263,.343,.462,.805,172,8,2,0,4,3,,0
Ethan Faggett*,25,97,421,370,55,89,20,4,2,23,12,15,42,84,.241,.327,.332,.659,123,9,6,2,1,0,,0
Huck Flener#,31,15,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,,1
Isabel Giron,26,70,7,7,1,3,0,0,1,3,0,0,0,2,.429,.429,.857,1.286,6,1,0,0,0,0,,0
Rick Guttormson,23,20,14,12,1,3,0,0,0,1,0,0,0,0,.250,.250,.250,.500,3,0,0,2,0,0,,0
Domingo Guzman,25,14,3,3,1,1,0,0,1,3,0,0,0,2,.333,.333,1.333,1.667,4,0,0,0,0,0,,1
Len Hart*,26,32,5,5,1,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,1,0,0,0,0,0,,0
Kevin Hite,25,27,5,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,2,0,0,,0
Jake Huff,22,4,8,8,0,2,0,0,0,0,0,0,0,0,.250,.250,.250,.500,2,0,0,0,0,0,,0
Robbie Kent,26,29,71,61,6,5,1,0,0,4,0,0,7,10,.082,.197,.098,.296,6,3,2,0,1,0,,0
Brian Lawrence,24,21,31,29,1,7,2,0,0,1,0,0,0,6,.241,.233,.310,.544,9,0,0,1,1,0,,1
A.J. Leday,27,117,451,407,45,115,20,2,12,70,4,2,26,84,.283,.344,.430,.774,175,9,14,0,4,1,,0
Ricky Magdaleno,25,57,178,144,14,29,7,1,2,12,1,1,31,23,.201,.343,.306,.648,44,3,0,3,0,0,,0
Julius Matos,25,135,586,546,61,144,30,0,5,35,11,9,31,57,.264,.306,.346,.652,189,13,2,7,0,0,,1
Jason Middlebrook,25,24,31,25,2,1,0,0,0,0,0,0,4,8,.040,.172,.040,.212,1,1,0,2,0,0,,1
Wil Nieves,22,68,234,214,18,57,4,0,4,30,1,1,16,22,.266,.319,.341,.660,73,9,1,2,1,4,,1
Alex Pelaez,24,28,101,90,8,24,3,0,2,11,0,0,10,15,.267,.337,.367,.703,33,5,0,0,1,0,,1
John Powers*,26,93,364,305,61,80,23,1,3,22,6,3,50,56,.262,.375,.374,.748,114,2,6,1,2,0,,0
Tony Runion,28,19,7,6,1,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,1,0,0,1,0,0,,0
Bryan Schmidt,25,13,32,29,1,6,1,0,0,3,0,1,1,5,.207,.258,.241,.499,7,3,1,1,0,0,,0
Wascar Serrano,22,20,26,23,1,6,0,0,0,2,0,0,0,5,.261,.250,.261,.511,6,0,0,2,1,0,,1
Clay Snellgrove,25,12,39,35,1,7,2,0,0,3,0,1,2,3,.200,.282,.257,.539,9,0,2,0,0,0,,0
Steve Soliz,29,44,157,137,14,28,5,0,2,10,0,1,17,30,.204,.292,.285,.577,39,4,0,3,0,0,,0
Nate Tebbs#,27,37,147,136,16,39,6,2,3,10,3,3,7,29,.287,.324,.426,.751,58,1,1,2,1,1,,0
Jake Thrower#,24,31,134,115,16,32,6,0,1,11,3,0,14,22,.278,.356,.357,.713,41,1,1,2,2,1,,0
Pete Tucci,24,133,528,476,63,103,35,3,17,73,18,4,39,147,.216,.278,.410,.688,195,4,5,0,8,0,,0
37 Players,24.5,139,5341,4707,591,1185,242,23,98,553,71,54,492,912,.252,.327,.375,.703,1767,102,56,44,42,19,,0
