year,exit,observed,pct
1,TRUE,TRUE,0.030857917938284164
1,TRUE,FALSE,0.027335091337034517
2,TRUE,TRUE,0.06917599186164802
2,TRUE,FALSE,3.50929651453825e-4
3,TRUE,TRUE,0.17802644964394712
3,TRUE,FALSE,3.322191615468101e-7
4,TRUE,TRUE,0.13190912173618177
4,TRUE,FALSE,1.664146549758842e-11
5,TRUE,TRUE,0.07087148185825703
5,TRUE,FALSE,3.7753894529085216e-17
6,TRUE,TRUE,0.03017972193964056
6,TRUE,FALSE,3.955136260268333e-24
7,TRUE,TRUE,0.007121057985757884
7,TRUE,FALSE,2.2856737243046177e-32
8,TRUE,TRUE,0.002034587995930824
8,TRUE,FALSE,9.812538841267762e-42
9,TRUE,TRUE,3.3909799932180403e-4
9,TRUE,FALSE,4.513163271014148e-52
10,TRUE,TRUE,0
10,TRUE,FALSE,3.267198903095617e-63
1,FALSE,TRUE,0.05391658189216684
1,FALSE,FALSE,0.05902932486565304
2,FALSE,TRUE,0.09494743981010513
2,FALSE,FALSE,8.314149612991724e-4
3,FALSE,TRUE,0.1692099016615802
3,FALSE,FALSE,8.587774899702332e-7
4,FALSE,TRUE,0.10783316378433368
4,FALSE,FALSE,4.732209318594668e-11
5,FALSE,TRUE,0.036961681926076635
5,FALSE,FALSE,1.1880791540513688e-16
6,FALSE,TRUE,0.013903017972193964
6,FALSE,FALSE,1.3796496905188347e-23
7,FALSE,TRUE,0.0013563919972872161
7,FALSE,FALSE,8.811085635333121e-32
8,FALSE,TRUE,3.3909799932180403e-4
8,FALSE,FALSE,4.1502731447447484e-41
9,FALSE,TRUE,6.781959986436081e-4
9,FALSE,FALSE,2.0730180094081799e-51
10,FALSE,TRUE,3.3909799932180403e-4
10,FALSE,FALSE,1.6104859946181649e-62
