Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Jon Anderson#,22,35,141,124,20,33,5,0,0,11,7,4,13,10,.266,.331,.306,.637,38,1,0,2,2,0,0,1999,Short-Season A,BOS
Mike Dwyer*,21,71,311,271,24,67,12,0,3,41,3,2,34,50,.247,.332,.325,.657,88,6,2,1,3,3,0,1999,Short-Season A,BOS
Lew Ford,22,62,277,250,48,70,17,4,7,34,15,2,19,35,.280,.339,.464,.803,116,6,5,0,3,1,1,1999,Short-Season A,BOS
Kregg Jarvais,22,36,118,109,13,21,6,1,0,6,3,0,8,31,.193,.254,.266,.520,29,1,1,0,0,0,0,1999,Short-Season A,BOS
Joe Kerrigan*,21,63,289,242,38,76,6,3,0,19,5,6,43,52,.314,.420,.364,.784,88,3,2,1,1,1,0,1999,Short-Season A,BOS
Phil Ledesma#,24,30,98,74,19,20,3,2,1,12,8,2,16,15,.270,.427,.405,.832,30,1,5,2,1,0,0,1999,Short-Season A,BOS
Nick Malone,26,6,19,16,3,4,2,0,0,1,1,0,1,5,.250,.278,.375,.653,6,0,0,1,1,0,0,1999,Short-Season A,BOS
Perry Miley,21,46,173,147,19,36,6,1,2,19,9,3,18,29,.245,.337,.340,.677,50,4,3,4,1,0,0,1999,Short-Season A,BOS
Steve Minus,22,66,279,237,32,59,13,2,5,26,6,1,39,67,.249,.355,.384,.739,91,6,1,0,2,2,0,1999,Short-Season A,BOS
Andy Riepe,22,31,113,100,16,31,12,0,1,15,0,0,6,14,.310,.355,.460,.815,46,3,2,3,2,0,0,1999,Short-Season A,BOS
Carlos Rodriguez,22,60,243,228,37,57,13,5,12,46,17,3,13,66,.250,.296,.509,.805,116,5,2,0,0,0,0,1999,Short-Season A,BOS
Cesar Saba#,20,69,318,284,38,78,16,3,2,30,1,3,28,49,.275,.348,.373,.721,106,9,4,2,0,0,0,1999,Short-Season A,BOS
Chaz Terni,20,38,136,119,10,24,6,1,0,7,1,2,10,35,.202,.276,.269,.545,32,1,3,2,2,0,0,1999,Short-Season A,BOS
Jeff Waldron*,22,39,145,125,17,22,3,1,1,13,0,1,14,22,.176,.290,.240,.530,30,4,6,0,0,1,0,1999,Short-Season A,BOS
Chris Warren,22,56,234,215,29,48,13,3,5,25,3,2,12,69,.223,.267,.381,.649,82,5,2,2,3,0,0,1999,Short-Season A,BOS
Brian Wiese,22,21,90,79,16,25,4,1,5,18,2,2,9,25,.316,.400,.582,.982,46,1,2,0,0,0,0,1999,Short-Season A,BOS
