Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Luarbert Arias,18,4,1,.800,3.68,12,8,0,0,0,0,51.1,42,22,21,1,9,0,60,3,0,1,204,0.994,7.4,0.2,1.6,10.5,6.67,0
Pedro Avila,22,0,1,.000,0.90,3,2,0,0,0,0,10.0,5,1,1,0,2,0,15,0,0,1,37,0.700,4.5,0.0,1.8,13.5,7.50,1
Sam Ballard*,21,1,1,.500,5.09,10,0,1,0,0,0,17.2,12,11,10,2,14,0,17,1,0,5,75,1.472,6.1,1.0,7.1,8.7,1.21,0
Edwuin Bencomo,20,0,0,,5.63,4,0,1,0,0,1,8.0,10,8,5,0,0,0,13,1,0,1,37,1.250,11.3,0.0,0.0,14.6,,0
Matt Brash,21,0,0,,0.00,1,1,0,0,0,0,1.0,1,0,0,0,0,0,2,0,0,0,4,1.000,9.0,0.0,0.0,18.0,,0
Martin Carrasco,19,4,0,1.000,1.46,17,0,9,0,0,2,24.2,20,11,4,0,4,0,41,0,0,6,104,0.973,7.3,0.0,1.5,15.0,10.25,0
Jose Castillo*,23,0,0,,9.00,1,1,0,0,0,0,1.0,2,1,1,0,0,0,3,0,0,0,5,2.000,18.0,0.0,0.0,27.0,,1
Dylan Coleman,22,2,1,.667,2.37,16,2,8,0,0,1,19.0,15,8,5,2,6,0,26,1,0,7,78,1.105,7.1,0.9,2.8,12.3,4.33,1
Tom Cosgrove*,23,0,0,,0.00,2,2,0,0,0,0,3.0,1,0,0,0,1,0,4,0,0,0,11,0.667,3.0,0.0,3.0,12.0,4.00,0
Andrew Dean*,22,2,0,1.000,1.80,11,2,1,0,0,0,25.0,16,6,5,2,6,0,27,0,0,2,95,0.880,5.8,0.7,2.2,9.7,4.50,0
Luis Eusebio,23,0,0,,5.40,4,0,3,0,0,1,6.2,8,5,4,1,2,0,8,0,0,4,31,1.500,10.8,1.4,2.7,10.8,4.00,0
Koty Fallon,22,1,0,1.000,4.11,13,0,3,0,0,1,15.1,12,10,7,1,10,0,21,0,0,8,67,1.435,7.0,0.6,5.9,12.3,2.10,0
Juan Garcia,18,0,0,,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0
Jesus Gonzalez*,18,3,3,.500,5.20,11,5,1,0,0,0,45.0,53,31,26,1,13,0,46,4,0,5,199,1.467,10.6,0.2,2.6,9.2,3.54,0
Manny Guzman,19,0,0,,0.00,2,0,1,0,0,0,3.0,2,0,0,0,2,0,1,1,0,0,14,1.333,6.0,0.0,6.0,3.0,0.50,0
Oliber Guzman,22,0,1,.000,8.44,6,0,3,0,0,0,5.1,9,6,5,1,1,0,6,1,0,1,24,1.875,15.2,1.7,1.7,10.1,6.00,0
Osvaldo Hernandez*,21,0,0,,0.00,2,2,0,0,0,0,5.0,3,1,0,0,2,0,6,2,1,0,20,1.000,5.4,0.0,3.6,10.8,3.00,0
Dylan Hoffman*,24,0,1,.000,6.00,6,0,1,0,0,0,6.0,9,6,4,1,1,0,5,1,0,1,30,1.667,13.5,1.5,1.5,7.5,5.00,0
Brandon Komar,20,1,0,1.000,3.93,8,0,2,0,0,1,18.1,19,14,8,1,6,0,22,0,0,2,81,1.364,9.3,0.5,2.9,10.8,3.67,0
Chris Lincoln,21,0,0,,2.87,13,4,5,0,0,2,15.2,13,5,5,0,4,0,12,3,0,2,65,1.085,7.5,0.0,2.3,6.9,3.00,0
Frank Lopez,18,0,4,.000,3.30,11,5,0,0,0,0,43.2,46,30,16,0,19,0,49,4,0,10,197,1.489,9.5,0.0,3.9,10.1,2.58,0
Moises Lugo,20,4,1,.800,1.93,9,0,3,0,0,0,28.0,28,13,6,1,2,0,28,3,1,2,111,1.071,9.0,0.3,0.6,9.0,14.00,0
Edgar Martinez,18,3,3,.500,4.40,11,7,2,0,0,1,43.0,53,30,21,2,10,0,54,3,0,2,195,1.465,11.1,0.4,2.1,11.3,5.40,0
Seth Mayberry,19,3,1,.750,2.10,18,0,9,0,0,3,25.2,18,6,6,1,12,0,28,0,1,0,104,1.169,6.3,0.4,4.2,9.8,2.33,0
Bryan Mitchell,28,0,0,,9.00,1,1,0,0,0,0,4.0,5,4,4,3,1,0,2,0,0,0,18,1.500,11.3,6.8,2.3,4.5,2.00,1
Jacob Nix,23,0,0,,1.93,2,2,0,0,0,0,4.2,6,2,1,0,2,0,6,0,0,1,20,1.714,11.6,0.0,3.9,11.6,3.00,1
Garrett Richards,31,0,0,,4.50,1,1,0,0,0,0,2.0,2,1,1,0,0,0,3,0,0,1,8,1.000,9.0,0.0,0.0,13.5,,1
Hansel Rodriguez,22,1,0,1.000,0.00,3,0,0,0,0,0,4.0,2,0,0,0,0,0,4,0,0,0,14,0.500,4.5,0.0,0.0,9.0,,0
Miguel Rondon,18,3,2,.600,3.79,11,6,1,0,0,1,40.1,43,23,17,4,13,0,48,2,0,3,173,1.388,9.6,0.9,2.9,10.7,3.69,0
Payton Smith,19,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,1,0,1,0,0,2,2,3.000,0.0,0.0,27.0,27.0,1.00,0
Mason Thompson,21,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0.000,0.0,0.0,0.0,0.0,,1
Noel Vela*,20,0,3,.000,10.45,7,4,0,0,0,0,10.1,18,14,12,0,11,0,12,0,0,3,58,2.806,15.7,0.0,9.6,10.5,1.09,0
