Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Stetson Allie,25,111,414,365,53,90,20,2,16,63,1,2,42,110,.247,.324,.444,.768,162,5,2,0,5,1,0
Barrett Barnes,24,124,458,405,60,124,28,7,9,47,10,4,41,105,.306,.377,.477,.853,193,7,6,4,2,1,0
Jason Creasy,24,8,7,6,0,0,0,0,0,0,0,0,1,4,.000,.143,.000,.143,0,0,0,0,0,0,0
Chris Diaz,25,79,268,226,30,51,13,0,1,16,5,2,32,43,.226,.328,.296,.625,67,10,4,3,3,0,0
Elias Diaz,25,2,8,7,0,2,0,0,0,1,0,0,1,1,.286,.375,.286,.661,2,1,0,0,0,0,1
Cody Dickson*,24,28,27,21,0,1,0,0,0,1,0,0,3,14,.048,.167,.048,.214,1,0,0,3,0,0,0
Frank Duncan,24,7,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Tyler Eppler,23,27,29,25,1,0,0,0,0,0,0,0,1,12,.000,.038,.000,.038,0,0,0,3,0,0,0
Elvis Escobar*,21,29,127,112,21,27,2,2,2,7,2,2,10,26,.241,.303,.348,.651,39,0,0,5,0,0,0
Edwin Espinal,22,111,423,394,33,114,25,1,7,56,0,1,19,67,.289,.324,.411,.735,162,16,4,0,6,1,0
Anderson Feliz#,24,106,386,347,39,89,22,4,4,32,7,1,35,88,.256,.325,.378,.702,131,10,0,4,0,2,0
Tyler Glasnow*,22,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,1
Clay Holmes,23,26,24,20,1,1,1,0,0,0,0,0,3,13,.050,.174,.100,.274,2,0,0,1,0,0,1
Jin-De Jang*,23,54,204,188,20,56,13,0,1,21,1,0,11,12,.298,.338,.383,.721,72,8,2,0,3,0,0
Nick Kingham,24,2,5,3,0,2,1,0,0,1,0,0,2,0,.667,.800,1.000,1.800,3,0,0,0,0,0,1
John Kuchno,25,10,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Jared Lakind*,24,47,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Justin Maffei,24,25,71,63,9,11,1,0,0,5,1,0,6,13,.175,.257,.190,.448,12,2,1,1,0,0,0
Reese McGuire*,21,77,304,266,29,69,16,2,1,37,4,4,29,26,.259,.337,.346,.683,92,2,3,4,2,0,1
Brett McKinney,25,44,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Alex McRae,23,16,18,16,1,1,0,0,0,2,0,0,1,7,.063,.118,.063,.180,1,0,0,1,0,0,1
Austin Meadows*,21,45,190,167,33,52,16,8,6,23,9,3,16,32,.311,.365,.611,.976,102,1,1,1,5,1,1
Jhondaniel Medina,23,37,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Tomas Morales,24,21,54,51,6,12,0,2,2,6,0,0,2,7,.235,.278,.431,.709,22,1,1,0,0,0,0
Kevin Newman,22,61,268,233,41,67,11,2,2,28,6,3,26,24,.288,.361,.378,.739,88,8,3,2,4,1,1
Jose Osuna,23,70,283,253,34,68,18,3,6,38,1,1,23,44,.269,.329,.435,.763,110,5,2,0,5,1,1
Harold Ramirez,21,98,414,379,58,116,16,7,2,49,7,10,21,66,.306,.354,.401,.755,152,5,9,2,3,0,1
Miguel Rosario,23,23,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Edgar Santana,24,21,2,2,0,1,0,0,0,2,0,0,0,1,.500,.500,.500,1.000,1,0,0,0,0,0,1
Jon Schwind,26,77,193,165,22,39,7,1,3,21,2,2,21,40,.236,.326,.345,.672,57,4,2,3,2,0,0
Josh D. Smith*,26,42,3,3,0,1,1,0,0,2,0,0,0,0,.333,.333,.667,1.000,2,0,0,0,0,0,1
Chris Stewart,34,10,35,25,6,5,0,0,0,3,0,0,8,1,.200,.400,.200,.600,5,1,1,0,1,0,1
Ryan Vogelsong,38,2,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,1
Brandon Waddell*,22,22,20,17,0,5,0,0,0,1,0,0,2,8,.294,.368,.294,.663,5,0,0,1,0,0,1
Erich Weiss*,24,127,520,456,56,126,24,9,6,65,6,3,49,90,.276,.352,.408,.759,186,9,5,8,2,1,0
David Whitehead,24,11,6,5,0,1,0,0,0,0,0,0,0,3,.200,.200,.200,.400,1,0,0,1,0,0,0
Eric Wood,23,118,464,402,63,100,20,5,16,50,5,4,52,88,.249,.339,.443,.782,178,9,5,1,4,1,0
