Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Derek Baker*,25,77,279,213,31,57,16,0,0,34,1,2,60,43,.268,.432,.343,.774,73,3,3,1,2,5,,0
Rayner Bautista,22,101,389,354,43,92,18,4,8,43,8,4,20,89,.260,.298,.401,.699,142,3,2,6,7,0,,0
Matt Boone,21,104,411,375,47,96,16,5,4,33,8,3,29,95,.256,.309,.357,.666,134,11,1,3,3,0,,0
Juan Camilo*,25,55,224,193,34,58,10,5,8,37,7,2,26,52,.301,.393,.528,.921,102,1,4,0,1,3,,0
Leo Daigle,21,95,347,313,42,79,19,1,11,58,4,1,24,77,.252,.311,.425,.736,133,5,5,0,5,3,,0
Brad Downing*,25,34,117,94,15,24,7,0,5,27,0,0,16,19,.255,.357,.489,.846,46,2,1,2,4,0,,0
Ross Garland,21,1,4,4,0,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,1,0,0,0,0,0,,0
Anderson Hernandez#,18,7,23,21,2,4,0,1,0,1,0,0,0,8,.190,.190,.286,.476,6,0,0,2,0,0,,1
Neil Jenkins,20,23,89,86,14,26,8,1,1,6,0,1,2,25,.302,.315,.453,.768,39,5,0,0,1,0,,0
Carlos Jimenez,21,54,155,135,17,26,7,1,0,11,6,2,17,47,.193,.288,.259,.547,35,3,1,2,0,0,,0
Andy Kropf#,22,48,186,169,16,39,8,0,3,15,1,0,16,27,.231,.296,.331,.627,56,5,0,0,1,0,,0
David Lara,23,16,45,42,4,10,5,1,0,4,2,0,2,11,.238,.289,.405,.694,17,3,1,0,0,0,,0
David Leer,24,50,139,129,17,27,6,3,0,5,8,1,3,36,.209,.255,.302,.558,39,2,5,2,0,0,,0
Derek Nicholson*,25,39,137,116,12,31,4,1,0,18,2,0,16,16,.267,.358,.319,.677,37,5,2,0,3,2,,0
Corey Richardson#,24,131,581,498,76,131,23,3,2,38,31,11,71,93,.263,.363,.333,.696,166,5,8,2,2,0,,0
Cody Ross,20,127,546,482,84,133,34,5,15,80,28,5,44,96,.276,.337,.461,.798,222,9,5,6,9,0,,1
Ramon Santiago#,21,120,512,429,64,115,15,3,2,46,34,8,54,60,.268,.361,.331,.692,142,7,11,14,4,0,,1
Juan Santos#,23,23,66,62,7,10,2,1,1,4,0,0,3,18,.161,.197,.274,.471,17,2,0,0,1,1,,0
Jorge Sequea#,20,104,379,328,39,81,16,1,6,54,9,7,32,47,.247,.318,.357,.675,117,1,5,8,6,0,,0
Max St. Pierre,21,99,382,330,42,82,15,0,4,43,2,5,43,50,.248,.338,.330,.668,109,11,4,0,5,1,,1
Scott Tousa*,21,39,134,111,18,24,4,0,0,8,3,1,18,21,.216,.341,.252,.593,28,1,3,2,0,0,,0
Inakel Vargas,23,7,26,22,1,4,0,0,0,2,0,0,3,3,.182,.308,.182,.490,4,2,1,0,0,0,,0
22 Players,21.9,136,5171,4506,625,1150,233,36,70,567,154,53,499,935,.255,.334,.370,.704,1665,86,62,50,54,15,,0
