Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Eddy Alvarez#,29,66,271,235,45,76,18,2,12,43,12,3,30,53,.323,.407,.570,.978,134,4,4,1,1,1,1
Dustin Beggs,26,14,19,14,0,2,0,0,0,0,0,0,2,6,.143,.294,.143,.437,2,0,1,2,0,0,0
Jon Berti,29,22,79,62,14,18,1,0,4,8,5,0,15,11,.290,.430,.500,.930,31,2,1,0,1,0,1
Jeff Brigham,27,17,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,1
Lewis Brinson,25,81,338,296,56,80,15,4,16,56,16,5,32,100,.270,.361,.510,.871,151,5,10,0,0,0,1
Micah Brown,23,20,49,46,4,8,3,0,1,3,1,0,3,13,.174,.224,.304,.529,14,2,0,0,0,1,0
Parker Bugg,24,24,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Wilkin Castillo#,35,58,214,196,23,49,9,2,6,24,5,1,16,30,.250,.310,.408,.718,80,4,1,1,0,2,1
Austin Dean,25,73,282,252,48,85,19,1,18,57,4,3,28,52,.337,.401,.635,1.036,160,5,0,0,2,0,1
Isan Diaz*,23,102,435,377,89,115,21,2,26,70,5,4,49,96,.305,.395,.578,.973,218,4,7,2,0,3,1
Robert Dugger,23,10,11,11,1,2,0,1,1,2,0,0,0,5,.182,.182,.636,.818,7,0,0,0,0,0,1
Riley Ferrell,25,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Billy Fleming,26,37,99,85,9,20,4,0,2,4,0,0,12,25,.235,.333,.353,.686,30,4,1,0,1,0,0
Zac Gallen,23,14,25,21,1,2,0,0,0,0,0,0,0,11,.095,.095,.095,.190,2,0,0,4,0,0,1
Isaac Galloway,29,32,108,103,19,23,5,0,7,16,3,1,2,41,.223,.252,.476,.728,49,1,2,1,0,0,1
Gabriel Guerrero,25,105,336,324,43,82,17,0,11,48,5,4,7,97,.253,.271,.407,.678,132,6,2,0,3,0,1
