Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Benito Santiago,34,109,386,350,28,87,18,3,7,36,1,1,32,71,.249,.313,.377,.691,76,132,12,2,0,2,6,1
1B,Mark Grace*,35,161,688,593,107,183,44,5,16,91,3,4,83,44,.309,.390,.481,.870,122,285,14,2,0,10,4,1
2B,Mickey Morandini*,33,144,521,456,60,110,18,5,4,37,6,6,48,61,.241,.319,.329,.648,67,150,10,6,7,4,2,1
SS,Jose Hernandez,29,99,388,342,57,93,12,2,15,43,7,2,40,101,.272,.357,.450,.807,106,154,5,5,1,0,3,1
3B,Gary Gaetti,40,113,308,280,22,57,9,1,9,46,0,1,21,51,.204,.260,.339,.599,52,95,5,2,0,5,0,1
LF,Henry Rodriguez*,31,130,504,447,72,136,29,0,26,87,2,4,56,113,.304,.381,.544,.925,134,243,9,0,0,1,6,1
CF,Lance Johnson*,35,95,377,335,46,87,11,6,1,21,13,3,37,20,.260,.332,.337,.670,73,113,6,0,4,1,0,1
RF,Sammy Sosa,30,162,712,625,114,180,24,2,63,141,7,8,78,171,.288,.367,.635,1.002,151,397,17,3,0,6,8,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
3B,Tyler Houston*,28,100,279,249,26,58,9,1,9,27,1,1,28,67,.233,.309,.386,.695,77,96,7,0,1,1,4,1
OF,Glenallen Hill,34,99,278,253,43,76,9,1,20,55,5,1,22,61,.300,.353,.581,.934,134,147,7,0,0,3,1,1
IF,Jeff Blauser,33,104,238,200,41,48,5,2,9,26,2,2,26,52,.240,.347,.420,.767,96,84,0,8,2,2,0,1
SS,Jose Nieves,24,54,199,181,16,45,9,1,2,18,0,2,8,25,.249,.291,.343,.633,62,62,5,4,3,3,0,1
IF,Manny Alexander,28,90,189,177,17,48,11,2,0,15,4,0,10,38,.271,.309,.356,.664,70,63,1,0,1,1,0,1
C,Jeff Reed*,36,57,181,150,18,39,11,2,1,17,1,1,28,34,.260,.381,.380,.761,97,57,4,2,0,1,0,1
CF,Curtis Goodwin*,26,89,175,157,15,38,6,1,0,9,2,4,13,38,.242,.298,.293,.591,53,46,7,0,4,1,1,1
2B,Chad Meyers,23,43,156,142,17,33,9,0,0,4,4,2,9,27,.232,.292,.296,.588,52,42,5,3,2,0,1,1
3B,Shane Andrews,27,19,76,67,13,17,4,0,5,14,0,1,7,21,.254,.329,.537,.866,118,36,0,1,0,1,1,1
OF,Roosevelt Brown*,23,33,70,64,6,14,6,1,1,10,1,0,2,14,.219,.239,.391,.629,58,25,2,0,3,1,0,1
C,Sandy Martinez*,28,17,30,30,1,5,0,0,1,1,0,0,0,11,.167,.167,.267,.433,9,8,0,0,0,0,0,1
3B,Cole Liniak,22,12,30,29,3,7,2,0,0,2,0,1,1,4,.241,.267,.310,.577,48,9,2,0,0,0,0,1
OF,Bo Porter,26,24,29,26,2,5,1,0,0,0,0,0,2,13,.192,.250,.231,.481,25,6,1,0,1,0,0,1
C,Jose Molina,24,10,21,19,3,5,1,0,0,1,0,0,2,4,.263,.333,.316,.649,68,6,0,0,0,0,1,1
 ,Robin Jennings*,27,5,5,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,3,1,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Steve Trachsel,28,32,71,63,4,7,1,0,0,0,1,0,1,25,.111,.125,.127,.252,-35,8,0,0,7,0,0,1
P,Jon Lieber*,29,29,71,58,8,7,1,0,0,2,0,0,5,23,.121,.188,.138,.325,-14,8,1,0,7,1,0,1
P,Kevin Tapani,35,22,47,39,1,2,1,0,0,3,0,0,3,21,.051,.119,.077,.196,-48,3,0,0,5,0,0,1
P,Kyle Farnsworth,23,27,44,35,3,3,0,0,0,2,0,0,2,10,.086,.158,.086,.244,-35,3,0,1,6,0,0,1
P,Terry Mulholland,36,25,35,32,0,3,0,0,0,3,0,0,0,17,.094,.094,.094,.188,-52,3,0,0,3,0,0,1
P,Scott Sanders,30,66,20,18,0,5,2,0,0,1,0,0,0,6,.278,.278,.389,.667,69,7,0,0,2,0,0,1
P,Andrew Lorraine*,26,12,20,15,1,2,1,0,0,0,0,0,1,9,.133,.188,.200,.388,0,3,0,0,4,0,0,1
