Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Brook Fordyce,29,105,362,333,36,99,25,1,9,49,2,0,21,48,.297,.343,.459,.802,102,153,5,3,3,2,0,1
1B,Paul Konerko,23,142,564,513,71,151,31,4,24,81,1,0,45,68,.294,.352,.511,.862,116,262,19,2,1,3,0,1
2B,Ray Durham#,27,153,694,612,109,181,30,8,13,60,34,11,73,105,.296,.373,.435,.808,105,266,9,4,3,2,1,1
SS,Mike Caruso*,22,136,564,529,60,132,11,4,2,35,12,14,20,36,.250,.280,.297,.577,47,157,6,3,11,1,0,1
3B,Greg Norton#,26,132,510,436,62,111,26,0,16,50,4,4,69,93,.255,.358,.424,.782,98,185,11,2,1,2,3,1
LF,Carlos Lee,23,127,518,492,66,144,32,2,16,84,4,2,13,72,.293,.312,.463,.775,94,228,11,4,1,7,0,1
CF,Chris Singleton*,26,133,530,496,72,149,31,6,17,72,20,5,22,45,.300,.328,.490,.818,105,243,10,1,4,6,1,1
RF,Magglio Ordonez,25,157,677,624,100,188,34,3,30,117,13,6,47,64,.301,.349,.510,.858,115,318,24,1,0,5,4,1
DH,Frank Thomas,31,135,590,486,74,148,36,0,15,77,3,3,87,66,.305,.414,.471,.885,125,229,15,9,0,8,13,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
IF,Craig Wilson,28,98,282,252,28,60,8,1,4,26,1,1,23,22,.238,.301,.325,.626,60,82,5,0,6,1,0,1
C,Mark Johnson*,23,73,248,207,27,47,11,0,4,16,3,1,36,58,.227,.344,.338,.682,75,70,2,2,1,2,0,1
OF,Darrin Jackson,35,73,155,149,22,41,9,1,4,16,4,1,3,20,.275,.288,.430,.717,80,64,4,0,2,1,0,1
OF,Brian Simmons#,25,54,135,126,14,29,3,3,4,17,4,0,9,30,.230,.281,.397,.678,70,50,3,0,0,0,0,1
UT,Jeff Liefer*,24,45,122,113,8,28,7,1,0,14,2,0,8,28,.248,.295,.327,.623,59,37,3,0,0,1,0,1
MI,Liu Rodriguez#,22,39,111,93,8,22,2,2,1,12,0,0,12,11,.237,.343,.333,.676,74,31,5,3,3,0,0,1
LF,Jeff Abbott,26,17,64,57,5,9,0,0,2,6,1,1,5,12,.158,.222,.263,.485,23,15,4,0,1,1,0,1
CF,McKay Christensen*,23,28,60,53,10,12,1,0,1,6,2,1,4,7,.226,.271,.302,.573,46,16,1,0,1,2,0,1
SS,Jason Dellaero#,22,11,35,33,1,3,0,0,0,2,0,0,1,13,.091,.114,.091,.205,-47,3,0,0,0,1,0,1
C,Josh Paul,24,6,18,18,2,4,1,0,0,1,0,0,0,4,.222,.222,.278,.500,26,5,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Mike Sirotka*,28,3,8,8,1,2,0,0,0,0,0,0,0,3,.250,.250,.250,.500,28,2,1,0,0,0,0,1
P,Jim Parque*,24,2,6,5,0,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,105,2,0,0,1,0,0,1
P,Jaime Navarro,32,2,4,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Pat Daneker,23,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Keith Foulke,26,7,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,James Baldwin,27,1,2,2,1,1,0,1,0,1,0,0,0,1,.500,.500,1.500,2.000,383,3,0,0,0,0,0,1
P,Bryan Ward*,27,5,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
P,Kip Wells,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Bob Howry*,25,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Sean Lowe,28,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Aaron Myette,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Joe Davenport,23,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Carlos Castillo,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Tanyon Sturtze,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Bill Simas*,27,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Scott Eyre*,27,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Todd Rizzo,28,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jesus Pena*,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,David Lundquist,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,John Snyder,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Chad Bradford,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,25.9,162,6264,5644,777,1563,298,37,162,742,110,50,499,810,.277,.337,.429,.766,94,2421,138,34,40,45,22,1
,Rank in 14 AL teams,,,,2,10,7,7,3,10,,7,9,13,1,8,11,11,11,,11,,13,,10,,1
,Non-Pitcher Totals,25.9,162,6239,5622,775,1558,298,36,162,741,110,50,498,802,.277,.337,.429,.767,94,2414,137,34,38,45,22,1
,Pitcher Totals,25.0,162,25,22,2,5,0,1,0,1,0,0,1,8,.227,.261,.318,.579,47,7,1,0,2,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
