Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Miguel Batista,41,1,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,,1
Mike Baxter*,27,3,13,10,1,3,0,0,0,1,0,0,1,2,.300,.385,.300,.685,3,0,1,0,1,0,,1
Joe Bonfe,24,19,53,44,7,14,1,1,0,4,0,3,6,13,.318,.415,.386,.801,17,0,2,0,1,0,,0
Eric Campbell,25,115,465,394,53,117,25,2,9,50,10,5,58,76,.297,.391,.439,.830,173,12,6,2,5,0,,1
Robert Carson*,23,31,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1
Juan Centeno*,22,79,313,281,29,80,12,2,0,35,1,1,23,43,.285,.337,.342,.678,96,21,1,4,4,0,,1
Mark Cohoon*,24,24,18,12,0,2,0,0,0,1,0,0,1,4,.167,.231,.167,.397,2,1,0,5,0,0,,0
Matt den Dekker*,24,58,268,238,47,81,21,4,8,29,10,7,20,64,.340,.397,.563,.960,134,3,5,1,4,0,,1
Allan Dykstra*,25,62,248,191,35,50,9,0,7,25,1,0,51,65,.262,.423,.419,.842,80,5,4,0,2,2,,1
Rafael Fernandez*,23,4,13,10,2,1,0,0,0,1,0,0,1,5,.100,.231,.100,.331,1,0,1,0,1,0,,0
Michael Fisher#,27,6,23,21,3,5,0,0,1,2,0,1,2,5,.238,.304,.381,.685,8,2,0,0,0,0,,0
Wilmer Flores,20,66,275,251,37,78,18,2,8,33,0,0,20,30,.311,.361,.494,.855,124,9,1,1,2,0,,1
Gonzalez Germen,24,20,17,11,0,1,0,0,0,1,0,0,2,8,.091,.231,.091,.322,1,0,0,4,0,0,,1
Darin Gorski*,24,25,9,7,0,2,0,0,0,0,0,0,0,2,.286,.286,.286,.571,2,0,0,2,0,0,,0
Kai Gronauer,25,25,93,85,6,18,3,0,1,6,2,0,7,20,.212,.280,.282,.562,24,3,1,0,0,0,,0
Reese Havens*,25,94,390,325,41,70,14,0,10,39,1,1,58,113,.215,.340,.351,.691,114,4,4,2,1,1,,0
Bradley Holt,25,39,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Sean Kazmar Jr.,27,57,213,195,23,46,9,2,4,21,0,2,13,27,.236,.292,.364,.657,71,6,3,1,1,0,,1
Juan Lagares,23,130,547,499,69,141,29,6,4,48,21,10,37,93,.283,.334,.389,.723,194,12,4,2,5,0,,1
Jefry Marte,21,129,513,462,61,116,20,3,9,58,9,5,43,76,.251,.322,.366,.687,169,20,6,0,2,1,,1
Dustin Martin*,28,72,280,241,41,69,12,5,6,41,9,6,36,58,.286,.381,.452,.834,109,6,1,2,0,0,,0
Cory Mazzoni,22,14,13,10,0,2,0,0,0,0,0,0,0,5,.200,.200,.200,.400,2,0,0,3,0,0,,1
Collin McHugh,25,12,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,,1
Oswaldo Navarro,27,22,91,75,10,22,2,0,1,9,0,1,12,19,.293,.396,.360,.756,27,1,2,0,2,0,,1
Travis Ozga#,25,49,156,139,17,24,4,0,4,19,1,0,15,30,.173,.253,.288,.541,40,3,0,2,0,0,,0
Greg Peavey,23,25,9,8,1,2,0,0,0,1,1,0,0,2,.250,.250,.250,.500,2,0,0,1,0,0,,0
Francisco Pena,22,40,145,126,14,25,7,0,3,17,1,0,16,25,.198,.299,.325,.624,41,2,2,1,0,1,,1
Edgar Ramirez,28,28,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Raul Reyes*,25,51,199,178,26,45,5,1,6,28,1,1,17,46,.253,.320,.393,.713,70,4,1,2,1,0,,0
Armando Rodriguez,24,34,4,3,1,1,1,0,0,0,0,0,0,2,.333,.333,.667,1.000,2,0,0,1,0,0,,0
Josh Rodriguez,27,57,245,214,30,62,14,3,5,29,5,3,28,48,.290,.373,.453,.826,97,2,1,1,1,1,,1
Adrian Rosario,22,26,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Rylan Sandoval,24,25,80,73,9,18,4,3,2,16,1,1,5,24,.247,.313,.466,.778,34,3,2,0,0,0,,0
Wilfredo Tovar,20,57,217,193,20,49,11,2,0,27,2,1,11,22,.254,.308,.332,.640,64,6,6,3,4,0,,1
Zack Wheeler*,22,19,16,13,1,1,1,0,0,1,0,0,1,8,.077,.143,.154,.297,2,0,0,2,0,0,,1
Pedro Zapata,24,93,358,334,35,71,8,6,2,21,15,7,18,107,.213,.258,.290,.549,97,6,3,2,1,0,,0
36 Players,23.9,142,5295,4652,619,1216,230,42,90,563,91,55,502,1048,.261,.338,.387,.725,1800,131,57,46,38,6,,0
