Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Aaron Alvarez,21,20,55,48,7,10,1,0,1,2,0,0,6,13,.208,.291,.292,.583,14,0,0,0,1,0,0,2001,Short-Season A,MIA
Jon Asahina#,20,30,67,60,5,13,1,0,0,4,0,0,6,14,.217,.299,.233,.532,14,0,1,0,0,0,0,2001,Short-Season A,MIA
Franco Blackburn*,22,37,128,107,14,24,4,0,2,11,0,0,21,37,.224,.352,.318,.669,34,0,0,0,0,1,0,2001,Short-Season A,MIA
Kris Clute,22,29,109,94,11,18,2,1,0,12,1,1,13,25,.191,.296,.234,.530,22,1,1,1,0,0,0,2001,Short-Season A,MIA
Charlie Frazier,20,67,273,243,35,59,15,3,2,18,11,4,27,72,.243,.322,.354,.676,86,3,2,0,1,0,0,2001,Short-Season A,MIA
Philip Hartig,23,46,178,170,12,44,4,4,3,17,0,3,8,37,.259,.292,.382,.674,65,8,0,0,0,1,0,2001,Short-Season A,MIA
Jason Helps#,22,24,83,65,6,9,3,0,0,4,0,1,12,17,.138,.317,.185,.502,12,0,5,1,0,0,0,2001,Short-Season A,MIA
Scott Hicks*,21,56,240,211,25,65,15,1,4,36,7,2,24,52,.308,.379,.445,.825,94,2,2,0,3,2,0,2001,Short-Season A,MIA
Heath Kelly,25,7,18,18,5,4,1,0,1,3,0,0,0,2,.222,.222,.444,.667,8,1,0,0,0,0,0,2001,Short-Season A,MIA
Jake Laidlaw,19,65,262,223,27,51,12,2,5,25,2,1,29,59,.229,.326,.368,.693,82,10,5,1,4,1,0,2001,Short-Season A,MIA
Chris Louwsma,22,44,152,140,20,32,6,2,2,17,0,0,10,34,.229,.276,.343,.619,48,3,0,0,2,0,0,2001,Short-Season A,MIA
Greg Lovelady,22,20,68,65,4,10,1,0,0,5,0,1,3,21,.154,.191,.169,.360,11,2,0,0,0,0,0,2001,Short-Season A,MIA
Guy Lynam,20,22,64,57,10,20,5,0,1,10,1,0,4,10,.351,.406,.491,.897,28,2,2,0,1,0,0,2001,Short-Season A,MIA
Chris Resop,18,2,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,1,0,0,0,0,0,1,2001,Short-Season A,MIA
Marc Rittenhouse,22,40,148,128,21,30,6,0,3,12,0,1,16,43,.234,.333,.352,.685,45,4,3,1,0,1,0,2001,Short-Season A,MIA
Rex Rundgren,20,55,206,195,15,49,5,1,3,25,3,5,5,33,.251,.275,.333,.608,65,3,2,2,2,0,0,2001,Short-Season A,MIA
Jose Soto#,22,48,208,192,22,44,7,3,2,17,15,3,13,52,.229,.277,.328,.605,63,3,0,2,1,0,0,2001,Short-Season A,MIA
Jason Stokes,19,35,144,130,12,30,2,1,6,19,0,0,11,48,.231,.299,.400,.699,52,0,2,0,1,0,0,2001,Short-Season A,MIA
Michael Tucker,21,49,183,159,29,34,4,0,2,9,0,2,23,40,.214,.317,.277,.594,44,3,1,0,0,1,0,2001,Short-Season A,MIA
Hunter Wyant,22,30,106,94,11,26,6,0,0,6,1,2,6,14,.277,.340,.340,.680,32,1,3,3,0,0,0,2001,Short-Season A,MIA
Winton Zapey,23,32,87,77,6,15,3,1,1,8,0,0,7,24,.195,.279,.299,.578,23,4,2,1,0,1,0,2001,Short-Season A,MIA
