Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Gabriel Arrieche,22,41,143,121,11,32,4,3,0,12,8,4,11,15,.264,.357,.347,.704,42,4,7,3,1,0,0,2001,Short-Season A,TOR
Rick Brosseau*,22,51,199,174,12,34,7,2,2,20,4,2,20,24,.195,.276,.293,.569,51,4,0,3,2,0,0,2001,Short-Season A,TOR
Morrin Davis,18,65,233,217,17,31,8,2,4,20,2,2,14,88,.143,.197,.253,.451,55,5,1,0,1,0,0,2001,Short-Season A,TOR
Lee Delfino,21,13,61,50,5,11,2,0,0,5,3,0,7,5,.220,.350,.260,.610,13,1,3,1,0,0,0,2001,Short-Season A,TOR
Ernie Durazo*,22,64,265,238,26,65,22,0,1,36,1,1,21,54,.273,.332,.378,.710,90,3,2,0,4,0,0,2001,Short-Season A,TOR
Tyrell Godwin*,21,33,138,117,26,43,8,2,2,15,9,5,19,27,.368,.464,.521,.985,61,1,2,0,0,0,1,2001,Short-Season A,TOR
Said Gutierrez,21,41,144,131,10,28,6,0,3,13,1,1,7,28,.214,.273,.328,.601,43,3,4,1,1,0,0,2001,Short-Season A,TOR
Rich Jimenez#,20,35,126,114,12,32,3,1,0,6,14,2,7,25,.281,.336,.325,.661,37,3,3,1,1,1,0,2001,Short-Season A,TOR
Maikel Jova,20,67,275,261,44,70,12,0,9,39,6,2,7,37,.268,.299,.418,.717,109,6,5,1,1,0,0,2001,Short-Season A,TOR
Martin Malpica,21,40,151,136,17,32,3,0,1,7,3,0,9,24,.235,.289,.279,.568,38,7,2,2,2,0,0,2001,Short-Season A,TOR
Manny Mayorson,18,62,282,247,28,65,5,0,0,18,25,13,21,19,.263,.325,.283,.608,70,3,4,5,5,0,0,2001,Short-Season A,TOR
Rodney Medina*,19,11,43,39,4,7,1,0,0,3,1,0,4,5,.179,.256,.205,.461,8,2,0,0,0,0,0,2001,Short-Season A,TOR
Miguel Negron*,18,50,206,186,27,47,6,1,1,13,7,4,15,22,.253,.314,.312,.626,58,1,2,2,1,1,0,2001,Short-Season A,TOR
Nom Siriveaw#,20,66,266,239,32,40,8,3,6,25,8,1,23,88,.167,.245,.301,.547,72,5,2,1,1,0,0,2001,Short-Season A,TOR
Tim Whittaker,22,42,146,127,23,38,7,2,2,16,1,3,13,20,.299,.379,.433,.812,55,2,4,1,1,2,0,2001,Short-Season A,TOR
Stephen Wood,23,33,137,129,9,27,5,1,2,11,0,0,7,25,.209,.248,.310,.558,40,1,0,0,1,1,0,2001,Short-Season A,TOR
Neesan Zieour,20,5,23,21,3,8,0,2,0,2,1,0,1,1,.381,.435,.571,1.006,12,1,1,0,0,0,0,2001,Short-Season A,TOR
