Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Sam Bozanich,21,71,301,239,40,63,11,1,3,25,15,4,50,30,.264,.397,.356,.753,85,8,5,4,3,0,0
Tony Calabrese,21,43,91,74,16,23,1,1,0,8,2,1,15,12,.311,.422,.351,.774,26,5,0,1,1,0,0
Tito Candelaria*,22,4,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Elvis Corporan#,20,73,313,281,37,73,14,2,8,36,7,2,23,61,.260,.317,.409,.727,115,8,3,1,5,2,0
Casey DeGroote*,20,34,74,69,4,11,1,0,1,4,0,0,3,36,.159,.192,.217,.409,15,0,0,1,1,0,0
Alejandro Fernandez,19,4,8,6,1,2,0,0,0,0,0,0,1,2,.333,.429,.333,.762,2,0,0,1,0,0,0
Kevin Flanagan,23,5,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
David Fowler,20,49,161,138,25,35,6,0,2,15,6,5,12,51,.254,.331,.341,.672,47,0,5,4,2,0,0
Jeff Gates,21,47,139,112,15,35,8,0,0,12,5,4,17,23,.313,.434,.384,.818,43,3,7,3,0,0,0
Clay Hooper,23,64,260,228,33,56,15,0,0,15,6,3,25,28,.246,.319,.311,.630,71,2,1,3,3,0,0
Mitch Jones,22,74,324,284,46,76,28,3,11,54,8,2,35,66,.268,.352,.504,.855,143,1,3,0,2,0,1
Gino Kinchen*,24,66,264,231,39,65,16,1,10,50,0,1,22,47,.281,.360,.489,.849,113,2,8,0,3,1,0
Jeff Leaumont*,23,25,101,86,10,23,2,1,0,9,0,0,11,17,.267,.366,.314,.680,27,4,3,0,1,0,0
Tim Nettles,23,36,59,53,9,13,1,1,0,5,3,3,4,12,.245,.322,.302,.624,16,2,2,0,0,0,0
Dave Parrish,21,63,251,221,29,53,20,1,4,29,0,0,25,54,.240,.328,.394,.722,87,4,4,1,0,0,0
Wily Mo Pena,18,20,79,73,7,22,1,2,0,10,2,0,2,23,.301,.354,.370,.724,27,1,4,0,0,0,1
Ike Pohle,23,14,23,21,0,4,2,0,0,3,0,0,1,7,.190,.261,.286,.547,6,0,1,0,0,0,0
Pedro Santana,21,19,84,73,17,22,4,0,1,13,0,0,8,16,.301,.369,.397,.766,29,3,1,0,2,1,0
Tony Sutter#,22,38,88,72,14,17,3,0,0,9,2,1,16,15,.236,.375,.278,.653,20,1,0,0,0,1,0
Tommy Winrow*,19,63,267,239,33,69,7,6,0,28,5,3,21,57,.289,.352,.368,.720,88,4,3,3,1,0,0
